q0p0;q0p1;q0p2;q1p0;q1p1;q1p2;s[0, 3];s[0, 4];s[0, 5];s[1, 3];s[1, 4];s[1, 5];s[2, 3];s[2, 4];s[2, 5];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8
20;31;14;32;0;31;40;1;45;62;11;47;30;0;44;0;1;11;30;40;44;45;47;62
11;8;42;13;39;22;8;50;31;9;44;15;55;73;45;8;9;15;31;44;45;50;55;73
19;32;48;49;0;16;67;5;33;61;16;41;91;41;58;5;16;33;41;41;58;61;67;91
47;9;29;6;35;25;42;74;66;13;35;20;25;46;42;13;20;25;35;42;42;46;66;74
24;27;40;49;25;42;62;38;64;63;37;62;69;58;63;37;38;58;62;62;63;63;64;69
29;46;21;29;30;28;44;44;41;58;66;62;46;48;48;41;44;44;46;48;48;58;62;66
30;40;8;11;43;9;31;55;36;40;77;44;18;45;4;4;18;31;36;40;44;45;55;77
35;9;36;21;22;14;42;50;31;27;26;5;37;41;38;5;26;27;31;37;38;41;42;50
15;19;46;14;26;36;17;29;37;29;35;48;53;56;66;17;29;29;35;37;48;53;56;66
28;9;14;42;12;5;63;29;22;50;10;14;42;10;0;0;10;10;14;22;29;42;50;63
5;43;9;48;20;44;51;25;38;91;45;74;42;11;33;11;25;33;38;42;45;51;74;91
27;30;20;24;22;18;38;29;26;52;38;45;40;22;36;22;26;29;36;38;38;40;45;52
24;31;17;45;36;44;55;59;61;74;52;57;44;39;54;39;44;52;54;55;57;59;61;74
18;15;42;26;37;33;24;37;48;25;42;29;49;71;67;24;25;29;37;42;48;49;67;71
24;16;29;46;17;24;58;25;33;58;13;22;63;39;50;13;22;25;33;39;50;58;58;63
12;29;45;19;42;46;23;42;53;35;64;72;56;78;89;23;35;42;53;56;64;72;78;89
37;42;24;21;5;10;43;33;28;57;35;49;33;26;34;26;28;33;33;34;35;43;49;57
24;12;35;18;21;5;42;36;28;27;16;0;37;41;38;0;16;27;28;36;37;38;41;42
7;40;29;37;19;26;44;6;30;59;51;58;65;37;37;6;30;37;37;44;51;58;59;65
38;37;6;46;13;13;70;32;42;69;33;49;45;16;16;16;16;32;33;42;45;49;69;70
45;34;27;14;19;7;45;44;41;42;43;36;24;31;14;14;24;31;36;41;42;43;44;45
43;29;35;16;25;11;59;61;51;37;37;29;46;54;28;28;29;37;37;46;51;54;59;61
8;20;42;48;37;25;36;33;14;55;45;32;86;61;56;14;32;33;36;45;55;56;61;86
18;23;41;26;31;30;30;46;35;37;36;46;61;72;55;30;35;36;37;46;46;55;61;72
7;25;35;35;38;17;26;43;22;57;60;30;63;54;42;22;26;30;42;43;54;57;60;63
40;33;14;38;0;1;67;34;40;70;24;14;37;7;1;1;7;14;24;34;37;40;67;70
46;31;32;29;1;1;69;29;44;40;31;25;57;13;16;13;16;25;29;31;40;44;57;69
5;14;31;6;20;29;3;7;14;6;16;23;17;51;43;3;6;7;14;16;17;23;43;51
6;49;33;41;43;43;34;46;40;70;75;91;54;70;58;34;40;46;54;58;70;70;75;91
16;47;26;14;1;21;18;10;20;60;48;59;37;8;39;8;10;18;20;37;39;48;59;60
4;22;4;41;9;36;35;2;24;63;29;45;30;-1;32;-1;2;24;29;30;32;35;45;63
40;2;7;5;49;25;36;88;55;-2;49;17;7;42;28;-2;7;17;28;36;42;49;55;88
41;33;41;22;48;42;54;85;79;54;77;63;61;77;67;54;54;61;63;67;77;77;79;85
25;5;49;27;23;25;48;32;44;25;9;14;58;54;56;9;14;25;32;44;48;54;56;58
11;9;10;32;28;18;39;25;29;25;28;7;27;36;16;7;16;25;25;27;28;29;36;39
29;31;5;8;27;21;36;53;38;31;40;33;11;20;16;11;16;20;31;33;36;38;40;53
23;12;43;35;19;28;54;36;37;45;19;38;60;56;71;19;36;37;38;45;54;56;60;71
39;25;34;6;17;2;33;41;23;15;24;10;30;33;27;10;15;23;24;27;30;33;33;41
6;45;0;13;13;19;4;4;10;57;45;47;0;-1;5;-1;0;4;4;5;10;45;47;57
11;11;2;10;45;32;4;49;23;20;47;34;3;27;24;3;4;20;23;24;27;34;47;49
33;25;18;36;24;2;67;38;32;43;44;12;50;41;5;5;12;32;38;41;43;44;50;67
7;3;18;22;20;17;28;10;9;20;13;14;31;24;25;9;10;13;14;20;24;25;28;31
37;11;17;14;48;7;41;68;40;18;48;-1;24;58;13;-1;13;18;24;40;41;48;58;68
35;16;27;31;36;28;65;56;60;31;38;32;47;43;35;31;32;35;38;43;47;56;60;65
43;17;41;45;5;3;83;47;35;60;15;13;67;31;39;13;15;31;35;39;47;60;67;83
40;39;24;28;21;21;61;44;61;58;59;60;44;34;38;34;38;44;44;58;59;60;61;61
40;4;4;17;46;20;50;72;50;2;32;9;18;33;13;2;9;13;18;32;33;50;50;72
14;40;29;18;42;42;30;49;47;50;67;76;41;71;67;30;41;47;49;50;67;67;71;76
3;36;44;11;23;37;-4;24;34;38;44;67;42;61;63;-4;24;34;38;42;44;61;63;67
16;38;11;27;18;47;25;34;60;63;53;82;28;15;50;15;25;28;34;50;53;60;63;82
2;10;31;22;37;5;13;37;-4;28;30;-2;50;64;35;-4;-2;13;28;30;35;37;50;64
30;8;14;29;19;4;54;29;30;32;20;-3;31;17;-1;-3;-1;17;20;29;30;31;32;54
40;46;22;42;2;35;82;33;62;83;28;68;62;14;47;14;28;33;47;62;62;68;82;83
38;43;29;23;2;12;56;26;37;46;30;49;34;16;37;16;26;30;34;37;37;46;49;56
10;36;3;12;10;3;19;6;6;36;42;24;3;7;2;2;3;6;6;7;19;24;36;42
5;45;18;39;15;26;26;15;28;78;49;52;47;28;41;15;26;28;28;41;47;49;52;78
29;32;0;23;3;11;32;12;34;35;16;41;7;-5;2;-5;2;7;12;16;32;34;35;41
5;2;3;38;42;41;34;38;40;32;27;34;31;45;26;26;27;31;32;34;34;38;40;45
39;3;7;47;42;41;70;72;62;38;25;36;46;29;35;25;29;35;36;38;46;62;70;72
21;27;43;14;13;14;18;22;22;23;25;35;46;42;38;18;22;22;23;25;35;38;42;46
20;11;22;29;7;48;37;8;56;28;9;44;38;18;56;8;9;18;28;37;38;44;56;56
34;31;19;37;12;45;65;40;74;67;42;71;46;28;53;28;40;42;46;53;65;67;71;74
18;30;1;39;32;32;38;47;36;61;51;57;33;23;20;20;23;33;36;38;47;51;57;61
32;48;4;28;45;11;41;75;43;63;87;57;32;36;-5;-5;32;36;41;43;57;63;75;87
24;13;45;4;6;9;27;24;22;11;18;14;49;41;37;11;14;18;22;24;27;37;41;49
39;46;11;0;0;22;24;29;51;40;29;65;11;-8;18;-8;11;18;24;29;29;40;51;65
7;22;27;0;32;22;3;39;9;19;52;37;11;42;30;3;9;11;19;30;37;39;42;52
46;46;10;20;2;44;51;40;80;51;47;70;15;-6;43;-6;15;40;43;47;51;51;70;80
46;40;14;37;36;33;77;74;61;68;58;59;41;35;33;33;35;41;58;59;61;68;74;77
22;28;45;39;40;47;43;61;52;60;58;63;79;69;91;43;52;58;60;61;63;69;79;91
18;22;43;43;29;6;56;46;17;56;44;19;82;61;33;17;19;33;44;46;56;56;61;82
40;11;35;28;40;33;55;79;58;38;39;30;61;59;55;30;38;39;55;55;58;59;61;79
36;25;30;19;12;7;52;29;27;37;18;25;40;29;34;18;25;27;29;29;34;37;40;52
21;14;42;5;44;15;6;45;35;13;55;19;30;71;38;6;13;19;30;35;38;45;55;71
1;1;21;17;39;2;13;29;-6;-2;20;-4;33;47;16;-6;-4;-2;13;16;20;29;33;47
29;35;39;4;2;3;13;27;17;21;31;18;28;24;29;13;17;18;21;24;27;28;29;31
13;0;25;36;27;14;44;40;20;23;19;2;44;48;34;2;19;20;23;34;40;44;44;48
11;20;1;27;13;24;18;18;22;27;20;40;19;2;16;2;16;18;18;19;20;22;27;40
37;25;13;19;8;1;38;29;31;27;31;22;23;1;-1;-1;1;22;23;27;29;31;31;38
39;41;18;5;6;15;29;33;49;30;46;46;11;21;22;11;21;22;29;30;33;46;46;49
28;30;10;16;44;10;25;72;26;34;69;24;22;42;7;7;22;24;25;26;34;42;69;72
25;44;17;30;44;10;49;60;18;67;69;40;27;47;13;13;18;27;40;47;49;60;67;69
11;40;43;8;45;0;2;41;0;30;85;29;33;73;41;0;2;29;30;33;41;41;73;85
32;43;49;48;0;17;63;29;30;81;38;42;91;37;49;29;30;37;38;42;49;63;81;91
35;32;11;22;44;23;53;77;51;51;63;49;22;44;28;22;28;44;49;51;51;53;63;77
12;34;47;20;10;1;16;20;13;42;34;30;62;49;29;13;16;20;29;30;34;42;49;62
13;15;23;2;49;49;12;53;42;-3;47;44;7;57;62;-3;7;12;42;44;47;53;57;62
8;7;35;31;47;24;21;37;26;26;44;14;49;74;41;14;21;26;26;37;41;44;49;74
43;19;43;1;41;36;31;74;63;1;54;38;41;67;69;1;31;38;41;54;63;67;69;74
22;15;6;7;48;22;29;62;39;17;46;34;-1;40;26;-1;17;26;29;34;39;40;46;62
36;20;22;16;23;19;51;47;54;16;27;33;20;44;38;16;20;27;33;38;44;47;51;54
35;7;31;28;5;45;57;38;73;28;2;37;40;24;61;2;24;28;37;38;40;57;61;73
3;35;17;21;30;39;23;26;22;47;47;59;32;32;36;22;23;26;32;32;36;47;47;59
12;0;25;3;33;47;-5;36;51;-2;15;42;12;51;67;-5;-2;12;15;36;42;51;51;67
27;7;32;46;42;14;64;56;27;34;42;11;78;72;30;11;27;30;34;42;56;64;72;78
9;13;38;7;22;28;5;30;23;17;29;33;33;41;63;5;17;23;29;30;33;33;41;63
48;24;5;0;36;19;33;69;55;6;56;37;-6;27;20;-6;6;20;27;33;37;55;56;69
28;38;9;11;39;8;19;64;22;44;75;36;10;39;9;9;10;19;22;36;39;44;64;75
14;24;23;11;49;47;15;56;56;32;67;66;27;66;67;15;27;32;56;56;66;66;67;67
14;18;44;6;35;22;3;45;16;8;35;27;48;78;59;3;8;16;27;35;45;48;59;78
22;7;27;40;23;24;48;43;37;28;22;12;54;38;47;12;22;28;37;38;43;47;48;54
33;21;23;31;37;16;50;59;35;35;50;26;35;41;22;22;26;35;35;35;41;50;50;59
41;47;45;46;44;37;80;72;65;76;88;77;73;85;65;65;65;72;73;76;77;80;85;88
30;18;44;34;11;17;63;37;29;50;12;31;70;53;61;12;29;31;37;50;53;61;63;70
23;43;27;30;19;4;41;27;25;72;50;31;51;40;20;20;25;27;31;40;41;50;51;72
38;3;12;38;3;42;62;23;70;38;3;25;37;-3;47;-3;3;23;25;37;38;47;62;70
3;29;29;3;49;47;-4;36;32;15;61;58;15;64;58;-4;15;15;32;36;58;58;61;64
22;31;47;36;47;26;56;67;47;47;60;46;74;92;63;46;47;47;56;60;63;67;74;92
40;1;43;44;26;45;64;60;85;32;11;29;71;55;69;11;29;32;55;60;64;69;71;85
47;11;34;32;25;11;68;67;57;26;35;5;48;59;40;5;26;35;40;48;57;59;67;68
31;24;44;15;10;11;29;39;24;27;17;23;50;35;49;17;23;24;27;29;35;39;49;50
47;27;39;47;35;27;76;73;74;62;57;52;73;54;52;52;52;54;57;62;73;73;74;76
31;3;32;1;24;39;28;45;70;-12;24;39;29;39;67;-12;24;28;29;39;39;45;67;70
27;42;28;12;30;43;21;47;51;38;53;85;23;57;64;21;23;38;47;51;53;57;64;85
17;34;40;47;9;29;44;23;32;61;35;49;76;41;60;23;32;35;41;44;49;60;61;76
37;41;39;15;37;23;39;58;59;38;73;47;47;68;59;38;39;47;47;58;59;59;68;73
30;11;14;17;7;32;47;32;45;19;9;40;19;17;27;9;17;19;19;27;32;40;45;47
14;8;22;30;17;44;30;24;58;33;14;44;42;39;63;14;24;30;33;39;42;44;58;63
35;34;17;9;36;20;24;64;54;37;52;41;14;52;37;14;24;37;37;41;52;52;54;64
39;2;43;48;22;31;85;53;54;31;20;28;81;47;60;20;28;31;47;53;54;60;81;85
37;33;29;2;8;9;25;32;40;29;36;40;18;27;20;18;20;25;27;29;32;36;40;40
32;36;36;33;6;36;45;22;48;67;42;72;50;42;65;22;42;42;45;48;50;65;67;72
49;42;42;45;47;42;76;95;84;82;88;78;82;89;83;76;78;82;82;83;84;88;89;95
38;44;14;26;43;3;56;78;40;65;73;43;39;56;2;2;39;40;43;56;56;65;73;78
5;10;4;37;29;48;26;25;44;33;28;44;40;31;46;25;26;28;31;33;40;44;44;46
42;27;38;5;7;18;43;47;58;19;28;28;38;44;45;19;28;28;38;43;44;45;47;58
14;0;33;10;17;1;21;19;1;-7;3;-9;39;49;18;-9;-7;1;3;18;19;21;39;49
33;6;33;43;34;22;75;50;46;47;38;28;65;51;48;28;38;46;47;48;50;51;65;75
44;6;37;32;43;46;56;70;70;21;32;48;62;70;79;21;32;48;56;62;70;70;70;79
23;26;16;43;7;46;65;27;57;54;31;54;52;12;46;12;27;31;46;52;54;54;57;65
6;46;39;45;15;8;49;11;-4;71;47;43;80;53;43;-4;11;43;43;47;49;53;71;80
5;22;24;2;14;5;7;16;-3;16;18;27;17;18;17;-3;7;16;16;17;17;18;18;27
22;25;27;3;48;44;8;62;53;15;64;66;20;75;64;8;15;20;53;62;64;64;66;75
5;41;34;21;33;31;15;26;18;45;65;68;48;51;54;15;18;26;45;48;51;54;65;68
38;18;32;41;40;36;74;72;68;39;58;49;57;53;49;39;49;49;53;57;58;68;72;74
3;34;47;3;19;17;-7;5;19;21;51;47;30;47;45;-7;5;19;21;30;45;47;47;51
32;10;45;26;45;34;42;64;66;30;48;24;57;73;72;24;30;42;48;57;64;66;72;73
15;11;41;34;48;36;31;43;40;27;41;47;69;76;70;27;31;40;41;43;47;69;70;76
34;38;1;41;39;44;66;64;68;68;77;65;25;30;27;25;27;30;64;65;66;68;68;77
49;18;36;44;38;23;80;77;54;48;43;30;65;63;39;30;39;43;48;54;63;65;77;80
4;2;39;45;17;27;41;12;28;35;6;29;77;41;53;6;12;28;29;35;41;41;53;77
8;30;41;3;4;3;11;2;2;13;34;21;43;25;25;2;2;11;13;21;25;25;34;43
46;45;27;2;37;17;40;80;43;42;66;45;13;51;35;13;35;40;42;43;45;51;66;80
12;17;7;43;34;20;36;45;13;46;34;36;42;30;8;8;13;30;34;36;36;42;45;46
15;2;4;39;3;1;51;2;8;34;2;-13;40;-13;5;-13;-13;2;2;5;8;34;40;51
49;44;17;32;23;36;61;53;74;69;59;75;29;28;41;28;29;41;53;59;61;69;74;75
31;2;21;6;9;27;18;39;38;5;4;22;11;16;34;4;5;11;16;18;22;34;38;39
13;9;31;35;25;27;29;21;29;37;27;18;65;48;40;18;21;27;29;29;37;40;48;65
8;5;17;46;10;16;49;11;9;39;10;10;45;14;32;9;10;10;11;14;32;39;45;49
46;18;30;15;36;10;60;71;46;13;48;14;28;56;29;13;14;28;29;46;48;56;60;71
44;25;18;30;2;23;74;29;56;54;27;39;44;18;23;18;23;27;29;39;44;54;56;74
15;23;22;20;30;19;35;27;18;30;37;32;35;45;26;18;26;27;30;32;35;35;37;45
23;32;18;26;8;3;37;15;13;42;33;20;25;6;8;6;8;13;15;20;25;33;37;42
40;40;23;0;19;44;26;40;84;22;46;68;3;31;57;3;22;26;31;40;46;57;68;84
13;17;37;3;8;20;14;12;20;20;15;32;20;34;38;12;14;15;20;20;20;32;34;38
29;3;6;2;13;33;13;22;54;-13;1;33;5;18;24;-13;1;5;13;18;22;24;33;54
34;6;18;9;34;39;34;63;58;12;39;32;8;36;48;8;12;32;34;36;39;48;58;63
3;17;14;19;44;46;2;28;35;29;57;44;31;43;60;2;28;29;31;35;43;44;57;60
40;34;49;48;16;42;77;38;78;72;35;62;96;60;71;35;38;60;62;71;72;77;78;96
31;25;21;8;30;0;19;44;14;23;44;19;14;40;10;10;14;14;19;19;23;40;44;44
22;34;27;28;44;15;34;59;31;54;78;46;39;71;39;31;34;39;39;46;54;59;71;78
39;2;23;16;28;3;37;64;38;13;13;-3;37;41;11;-3;11;13;13;37;37;38;41;64
18;31;29;12;43;0;22;43;-2;43;72;31;34;65;20;-2;20;22;31;34;43;43;65;72
6;9;36;24;47;6;18;48;-5;16;52;4;44;70;31;-5;4;16;18;31;44;48;52;70
1;40;8;31;6;0;12;-10;-14;63;35;22;38;0;-1;-14;-10;-1;0;12;22;35;38;63
25;47;12;37;43;40;45;55;55;68;90;73;37;36;45;36;37;45;45;55;55;68;73;90
31;11;10;1;25;29;14;54;53;5;21;39;9;23;24;5;9;14;21;23;24;39;53;54
42;23;49;0;2;17;28;40;48;16;19;20;29;36;48;16;19;20;28;29;36;40;48;48
40;2;48;38;27;8;61;67;37;32;21;-10;83;59;47;-10;21;32;37;47;59;61;67;83
22;36;46;46;47;22;48;56;24;80;78;46;78;84;66;24;46;48;56;66;78;78;80;84
37;43;49;45;48;45;67;80;71;86;90;70;80;81;74;67;70;71;74;80;80;81;86;90
46;30;0;19;31;3;57;72;41;45;53;18;1;26;-6;-6;1;18;26;41;45;53;57;72
13;39;18;14;1;9;9;12;3;35;39;40;16;16;19;3;9;12;16;16;19;35;39;40
49;16;0;48;12;5;92;57;49;49;8;21;38;0;-15;-15;0;8;21;38;49;49;57;92
9;26;7;30;27;9;20;32;15;54;46;25;24;29;1;1;15;20;24;25;29;32;46;54
40;46;34;25;41;38;50;65;78;65;75;74;41;62;55;41;50;55;62;65;65;74;75;78
6;36;5;19;27;32;7;16;18;50;50;66;15;13;35;7;13;15;16;18;35;50;50;66
4;6;2;22;49;35;24;53;34;27;44;34;23;41;26;23;24;26;27;34;34;41;44;53
21;25;17;31;9;43;35;13;58;54;30;56;33;23;47;13;23;30;33;35;47;54;56;58
5;4;8;43;35;13;38;20;7;35;19;4;51;39;14;4;7;14;19;20;35;38;39;51
36;1;26;43;40;41;65;60;75;25;25;29;60;50;57;25;25;29;50;57;60;60;65;75
27;22;48;39;5;4;51;28;28;51;10;25;74;50;37;10;25;28;28;37;50;51;51;74
14;39;1;44;14;4;51;20;10;82;48;39;37;6;-14;-14;6;10;20;37;39;48;51;82
46;1;17;31;22;27;68;62;61;23;18;18;29;29;37;18;18;23;29;29;37;61;62;68
12;3;17;45;13;31;39;12;38;33;3;23;61;30;38;3;12;23;30;33;38;38;39;61
37;49;41;20;42;27;52;76;44;55;87;76;56;63;57;44;52;55;56;57;63;76;76;87
42;24;5;27;48;28;62;78;54;49;66;48;32;37;26;26;32;37;48;49;54;62;66;78
37;38;49;7;38;40;38;67;69;29;66;59;47;82;87;29;38;47;59;66;67;69;82;87
27;22;16;18;43;5;25;68;18;38;45;20;18;39;18;18;18;18;20;25;38;39;45;68
26;42;39;8;22;47;22;40;71;50;58;82;37;55;72;22;37;40;50;55;58;71;72;82
49;9;5;29;18;8;78;64;55;38;18;11;31;14;-2;-2;11;14;18;31;38;55;64;78
14;47;11;40;19;32;36;25;27;78;52;65;45;27;36;25;27;27;36;36;45;52;65;78
45;5;21;40;29;41;71;61;74;28;21;35;60;40;54;21;28;35;40;54;60;61;71;74
17;0;24;7;9;24;17;8;23;5;3;9;28;25;40;3;5;8;9;17;23;25;28;40
35;13;28;14;15;5;34;40;40;23;24;14;22;38;28;14;22;23;24;28;34;38;40;40
32;33;34;7;42;30;20;69;44;27;73;58;40;61;56;20;27;40;44;56;58;61;69;73
48;44;9;42;47;39;74;80;70;74;80;69;47;42;38;38;42;47;69;70;74;74;80;80
39;37;29;49;47;2;87;70;26;76;65;20;58;69;29;20;26;29;58;65;69;70;76;87
22;16;48;14;1;22;29;17;25;20;-2;35;47;35;61;-2;17;20;25;29;35;35;47;61
44;32;40;6;11;1;33;46;30;25;30;19;33;35;26;19;25;26;30;30;33;33;35;46
15;14;47;20;26;37;33;38;52;20;28;49;66;53;76;20;28;33;38;49;52;53;66;76
20;41;40;23;25;36;39;32;51;55;61;71;61;48;62;32;39;48;51;55;61;61;62;71
17;9;29;25;20;16;38;19;28;22;15;6;44;47;41;6;15;19;22;28;38;41;44;47
31;2;10;0;28;44;30;44;61;0;13;40;-8;21;47;-8;0;13;21;30;40;44;47;61
38;27;48;20;19;16;55;57;45;42;39;39;67;65;50;39;39;42;45;50;55;57;65;67
48;39;18;36;34;16;81;81;56;69;59;44;50;35;31;31;35;44;50;56;59;69;81;81
34;40;21;47;14;9;64;36;39;76;44;43;50;28;13;13;28;36;39;43;44;50;64;76
32;33;37;28;31;2;45;60;34;41;53;23;46;65;36;23;34;36;41;45;46;53;60;65
1;39;33;17;13;20;12;-3;3;45;49;50;37;37;38;-3;3;12;37;37;38;45;49;50
37;17;45;29;34;3;55;56;26;42;34;11;56;65;40;11;26;34;40;42;55;56;56;65
39;8;43;33;29;0;58;68;29;31;29;-11;63;54;31;-11;29;29;31;31;54;58;63;68
41;48;9;8;27;27;46;53;63;44;56;68;2;36;20;2;20;36;44;46;53;56;63;68
27;26;1;31;49;17;46;63;36;51;64;26;19;44;16;16;19;26;36;44;46;51;63;64
20;2;16;2;26;24;7;45;42;-3;12;16;5;27;27;-3;5;7;12;16;27;27;42;45
1;1;8;18;32;36;10;22;18;11;30;28;10;34;39;10;10;11;18;22;28;30;34;39
48;36;48;22;15;33;53;49;65;50;32;61;51;55;61;32;49;50;51;53;55;61;61;65
8;38;44;39;24;23;40;24;26;67;62;57;71;65;64;24;26;40;57;62;64;65;67;71
34;33;42;2;12;31;24;43;52;35;39;46;43;51;54;24;35;39;43;43;46;51;52;54
24;2;43;21;20;27;45;35;31;16;16;15;59;60;69;15;16;16;31;35;45;59;60;69
38;16;8;3;12;28;35;34;50;1;23;39;8;17;27;1;8;17;23;27;34;35;39;50
27;45;13;34;47;15;55;63;23;67;77;41;39;55;20;20;23;39;41;55;55;63;67;77
41;18;12;8;43;18;49;78;41;18;53;16;20;45;27;16;18;20;27;41;45;49;53;78
43;3;18;5;12;46;43;38;81;8;-2;38;17;21;49;-2;8;17;21;38;38;43;49;81
32;11;11;34;35;19;53;65;38;31;26;13;32;36;17;13;17;26;31;32;36;38;53;65
5;35;30;44;9;31;31;5;27;78;30;62;57;19;56;5;19;27;30;31;56;57;62;78
29;6;40;4;22;9;25;41;22;-1;14;8;42;49;33;-1;8;14;22;25;33;41;42;49
14;11;14;28;49;33;34;61;47;38;41;33;38;54;32;32;33;34;38;38;41;47;54;61
17;43;16;4;11;29;2;28;39;38;52;53;10;15;45;2;10;15;28;38;39;45;52;53
42;17;0;18;12;2;48;36;28;16;14;0;2;-4;0;-4;0;0;2;14;16;28;36;48
14;13;44;16;35;43;13;47;56;27;45;46;57;72;76;13;27;45;46;47;56;57;72;76
41;48;31;38;23;20;62;58;52;86;58;48;50;44;45;44;45;48;50;52;58;58;62;86
43;24;39;5;25;28;34;49;63;24;44;44;37;52;55;24;34;37;44;44;49;52;55;63
16;28;10;1;23;9;6;22;25;17;45;34;5;19;2;2;5;6;17;19;22;25;34;45
41;11;43;27;45;40;53;84;72;29;52;40;51;69;65;29;40;51;52;53;65;69;72;84
46;44;26;35;32;39;78;67;68;71;56;73;61;44;63;44;56;61;63;67;68;71;73;78
18;28;41;10;46;45;14;52;46;26;58;64;38;84;80;14;26;38;46;52;58;64;80;84
37;22;49;45;14;0;68;37;36;50;34;2;79;53;30;2;30;34;36;37;50;53;68;79
45;33;20;20;27;20;55;53;50;53;45;34;27;35;27;27;27;34;35;45;50;53;53;55
0;33;22;0;40;6;-10;22;-14;24;71;31;17;46;19;-14;-10;17;19;22;24;31;46;71
27;8;12;13;9;47;23;16;74;20;14;36;20;19;44;14;16;19;20;20;23;36;44;74
11;36;42;27;39;45;29;42;39;61;64;64;54;67;69;29;39;42;54;61;64;64;67;69
13;12;18;43;30;3;41;35;14;40;27;11;57;38;5;5;11;14;27;35;38;40;41;57
21;38;4;49;43;41;61;58;61;81;69;62;48;36;44;36;44;48;58;61;61;62;69;81
45;19;41;49;19;49;75;56;93;52;22;63;88;58;86;22;52;56;58;63;75;86;88;93
21;21;5;34;28;30;37;45;44;45;40;49;30;23;22;22;23;30;37;40;44;45;45;49
17;2;45;40;32;18;41;31;27;32;31;6;77;64;58;6;27;31;31;32;41;58;64;77
36;25;41;28;37;3;44;71;24;39;57;25;69;67;31;24;25;31;39;44;57;67;69;71
12;3;17;21;37;35;20;38;44;19;29;27;29;39;33;19;20;27;29;29;33;38;39;44
16;28;32;28;3;14;39;15;12;53;23;22;59;18;31;12;15;18;22;23;31;39;53;59
28;23;19;9;25;3;27;41;19;24;48;26;23;33;12;12;19;23;24;26;27;33;41;48
20;32;3;17;38;35;26;52;43;38;60;67;13;33;35;13;26;33;35;38;43;52;60;67
14;40;26;25;16;16;33;14;14;63;53;41;47;30;26;14;14;26;30;33;41;47;53;63
39;5;20;18;17;11;54;42;31;14;6;12;38;19;11;6;11;12;14;19;31;38;42;54
15;38;42;11;16;35;14;14;46;32;37;58;51;51;74;14;14;32;37;46;51;51;58;74
27;27;15;40;47;45;66;64;70;54;74;61;53;60;52;52;53;54;60;61;64;66;70;74
32;22;13;14;1;12;34;16;44;19;21;28;24;-3;15;-3;15;16;19;21;24;28;34;44
17;32;2;12;17;49;12;31;49;40;36;69;8;1;31;1;8;12;31;31;36;40;49;69
49;18;22;8;33;46;41;69;77;7;37;61;15;51;62;7;15;37;41;51;61;62;69;77
37;13;15;15;19;22;45;46;55;19;18;24;26;22;28;18;19;22;24;26;28;45;46;55
47;44;32;34;20;22;61;62;53;72;53;63;54;38;50;38;50;53;53;54;61;62;63;72
41;2;38;25;37;7;57;61;38;20;19;5;62;60;39;5;19;20;38;39;57;60;61;62
37;11;21;16;45;49;52;81;78;8;40;44;33;54;54;8;33;40;44;52;54;54;78;81
37;14;26;11;49;26;31;78;58;13;51;21;26;60;47;13;21;26;31;47;51;58;60;78
32;24;28;22;6;47;43;18;75;36;26;65;38;29;68;18;26;29;36;38;43;65;68;75
30;27;2;14;20;5;43;33;20;39;30;21;12;11;-2;-2;11;12;20;21;30;33;39;43
36;17;31;9;20;49;40;46;84;9;34;48;34;43;60;9;34;34;40;43;46;48;60;84
39;21;43;15;16;47;44;36;78;27;31;67;55;48;71;27;31;36;44;48;55;67;71;78
42;9;47;3;5;33;28;38;60;-2;-3;35;43;32;79;-3;-2;28;32;35;38;43;60;79
30;34;49;7;14;24;20;33;38;22;28;48;47;58;55;20;22;28;33;38;47;48;55;58
6;2;33;14;28;15;3;22;18;10;18;1;40;59;47;1;3;10;18;18;22;40;47;59
8;21;26;1;49;27;-2;49;35;6;54;47;15;74;38;-2;6;15;35;38;47;49;54;74
38;1;38;44;28;6;68;55;30;40;29;5;63;58;42;5;29;30;40;42;55;58;63;68
1;36;3;24;26;14;18;10;0;60;49;38;19;20;14;0;10;14;18;19;20;38;49;60
49;36;22;38;36;1;69;75;31;74;53;21;58;57;23;21;23;31;53;57;58;69;74;75
44;9;39;25;9;25;50;44;55;34;-1;25;62;43;60;-1;25;34;43;44;50;55;60;62
0;23;36;49;16;46;30;11;34;61;36;52;84;43;65;11;30;34;36;43;52;61;65;84
3;11;14;26;18;34;15;8;33;26;19;43;34;15;40;8;15;15;19;26;33;34;40;43
20;0;28;40;23;23;46;42;29;33;13;23;61;34;51;13;23;29;33;34;42;46;51;61
32;23;7;43;31;29;59;60;52;62;48;37;42;30;26;26;30;37;42;48;52;59;60;62
43;23;16;10;5;48;35;44;85;32;27;63;25;15;63;15;25;27;32;35;44;63;63;85
42;12;7;10;3;22;52;41;57;17;6;23;-2;-8;15;-8;-2;6;15;17;23;41;52;57
37;42;16;38;46;6;72;78;36;72;72;46;49;58;13;13;36;46;49;58;72;72;72;78
5;44;15;33;13;42;37;18;32;58;56;75;47;20;47;18;20;32;37;47;47;56;58;75
6;4;18;25;28;19;13;20;20;27;31;23;31;38;23;13;20;20;23;23;27;31;31;38
15;5;23;40;41;7;40;50;8;29;43;-5;52;60;15;-5;8;15;29;40;43;50;52;60
