q0p0;q0p1;q1p0;q1p1;q1p2;s[0, 2];s[0, 3];s[0, 4];s[1, 2];s[1, 3];s[1, 4];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5
25;31;23;28;37;31;52;58;46;48;59;31;46;48;52;58;59
38;41;20;4;7;58;26;34;44;34;38;26;34;34;38;44;58
15;21;1;19;2;14;18;16;15;35;16;14;15;16;16;18;35
32;42;4;26;0;31;39;12;35;62;36;12;31;35;36;39;62
8;42;46;46;49;54;52;55;84;83;88;52;54;55;83;84;88
36;41;9;24;22;41;51;38;37;49;51;37;38;41;49;51;51
24;31;19;6;29;42;16;44;37;22;48;16;22;37;42;44;48
7;5;49;25;39;42;23;33;35;19;37;19;23;33;35;37;42
48;35;11;20;42;39;63;72;33;35;74;33;35;39;63;72;74
10;45;14;31;16;16;41;14;39;57;52;14;16;39;41;52;57
12;14;7;35;8;7;37;20;12;48;5;5;7;12;20;37;48
20;1;10;30;37;21;44;48;5;24;28;5;21;24;28;44;48
10;48;0;42;31;1;46;37;45;70;71;1;37;45;46;70;71
36;40;30;45;37;50;81;67;60;84;65;50;60;65;67;81;84
15;45;17;21;14;32;35;22;56;49;59;22;32;35;49;56;59
16;38;41;36;25;42;33;37;74;56;45;33;37;42;45;56;74
33;36;41;21;39;60;34;59;58;53;55;34;53;55;58;59;60
8;21;16;18;7;24;6;4;17;20;19;4;6;17;19;20;24
32;16;41;27;35;60;56;52;54;23;38;23;38;52;54;56;60
48;47;17;5;23;56;46;67;59;48;61;46;48;56;59;61;67
9;34;49;14;9;55;22;1;77;36;23;1;22;23;36;55;77
1;22;43;9;6;34;5;-4;57;30;19;-4;5;19;30;34;57
19;43;28;35;19;42;45;32;63;78;46;32;42;45;46;63;78
7;0;17;43;10;24;48;16;9;41;-9;-9;9;16;24;41;48
33;48;43;15;3;63;48;16;87;62;37;16;37;48;62;63;87
0;13;9;24;5;9;9;3;7;35;9;3;7;9;9;9;35
27;2;11;38;40;24;53;57;13;25;38;13;24;25;38;53;57
3;5;30;1;10;23;-14;-2;27;2;9;-14;-2;2;9;23;27
8;24;12;6;27;20;14;26;35;20;46;14;20;20;26;35;46
32;19;21;43;6;44;59;27;32;54;6;6;27;32;44;54;59
26;48;11;21;8;21;27;19;42;64;41;19;21;27;41;42;64
15;38;25;10;32;40;17;36;48;42;64;17;36;40;42;48;64
24;27;37;28;39;49;36;52;61;50;57;36;49;50;52;57;61
36;31;6;49;35;38;81;64;25;63;48;25;38;48;63;64;81
27;12;40;48;7;58;70;25;35;57;0;0;25;35;57;58;70
23;46;18;46;6;22;63;21;47;89;52;21;22;47;52;63;89
37;19;6;48;45;35;74;74;24;49;54;24;35;49;54;74;74
49;22;0;1;32;32;36;75;6;22;41;6;22;32;36;41;75
23;25;9;39;9;31;56;25;23;55;30;23;25;30;31;55;56
22;31;44;49;9;66;71;31;57;64;30;30;31;57;64;66;71
9;22;36;41;26;35;45;34;57;59;33;33;34;35;45;57;59
30;14;9;27;8;23;44;33;12;27;6;6;12;23;27;33;44
31;21;14;1;6;25;31;25;22;10;15;10;15;22;25;25;31
19;13;40;42;44;57;61;57;34;53;52;34;52;53;57;57;61
13;27;32;40;0;25;39;0;44;57;25;0;25;25;39;44;57
23;45;41;14;12;54;22;33;72;49;38;22;33;38;49;54;72
4;43;0;22;27;-16;14;26;36;45;63;-16;14;26;36;45;63
3;48;24;45;32;9;28;20;67;77;64;9;20;28;64;67;77
7;21;46;24;22;45;18;14;47;26;24;14;18;24;26;45;47
21;13;9;24;1;23;27;15;18;32;3;3;15;18;23;27;32
26;14;30;1;15;49;8;27;43;7;18;7;8;18;27;43;49
2;6;5;46;23;-13;38;8;2;32;14;-13;2;8;14;32;38
36;29;22;21;23;39;53;57;47;37;47;37;39;47;47;53;57
15;40;46;32;9;43;39;20;73;70;33;20;33;39;43;70;73
11;2;4;31;37;3;37;34;-13;16;31;-13;3;16;31;34;37
0;6;47;6;30;30;-1;20;51;0;21;-1;0;20;21;30;51
49;9;24;21;16;58;70;50;19;16;13;13;16;19;50;58;70
31;4;19;47;35;46;69;63;19;50;30;19;30;46;50;63;69
41;35;1;8;10;36;47;49;33;24;39;24;33;36;39;47;49
40;15;37;25;34;73;45;71;43;34;29;29;34;43;45;71;73
6;27;3;10;30;7;-3;26;28;36;49;-3;7;26;28;36;49
28;42;13;10;5;29;20;14;36;46;38;14;20;29;36;38;46
6;23;16;33;29;21;27;27;21;40;34;21;21;27;27;34;40
12;6;10;32;34;22;34;36;2;26;33;2;22;26;33;34;36
3;36;2;5;12;-13;-7;8;26;33;35;-13;-7;8;26;33;35
26;21;36;46;2;45;59;18;42;53;19;18;19;42;45;53;59
11;2;15;11;44;9;19;49;17;0;39;0;9;17;19;39;49
18;46;27;31;29;27;41;28;72;57;59;27;28;41;57;59;72
31;16;22;44;24;44;67;40;29;42;22;22;29;40;42;44;67
29;28;32;17;26;52;26;43;59;28;38;26;28;38;43;52;59
48;24;33;22;47;80;56;83;40;32;58;32;40;56;58;80;83
36;40;37;45;45;69;68;75;74;69;67;67;68;69;69;74;75
38;3;11;33;26;29;65;62;0;19;27;0;19;27;29;62;65
32;9;7;24;18;38;40;44;7;26;12;7;12;26;38;40;44
21;36;5;9;47;11;22;52;40;29;69;11;22;29;40;52;69
29;12;7;46;41;35;67;66;12;46;36;12;35;36;46;66;67
28;43;23;44;8;35;60;35;54;72;50;35;35;50;54;60;72
3;44;25;39;35;23;33;36;56;78;60;23;33;36;56;60;78
26;5;4;21;14;30;40;40;6;13;5;5;6;13;30;40;40
38;15;21;16;26;53;54;57;23;20;40;20;23;40;53;54;57
41;44;35;12;23;74;45;62;73;51;58;45;51;58;62;73;74
2;33;42;39;17;24;26;6;66;61;46;6;24;26;46;61;66
1;18;37;36;16;20;25;4;42;48;14;4;14;20;25;42;48
24;37;40;24;32;52;41;50;75;51;58;41;50;51;52;58;75
38;7;37;28;26;63;57;46;33;33;24;24;33;33;46;57;63
26;38;28;4;10;46;23;34;54;26;34;23;26;34;34;46;54
5;16;29;14;49;30;4;50;29;20;64;4;20;29;30;50;64
4;40;0;39;17;-14;25;2;30;68;42;-14;2;25;30;42;68
25;33;5;32;34;12;53;41;20;46;58;12;20;41;46;53;58
1;22;32;43;31;19;34;24;49;61;53;19;24;34;49;53;61
4;22;28;9;47;32;-7;43;33;26;60;-7;26;32;33;43;60
8;41;40;9;39;45;1;28;77;38;74;1;28;38;45;74;77
20;15;25;27;5;34;38;25;35;31;6;6;25;31;34;35;38
34;19;15;30;10;42;46;26;24;38;12;12;24;26;38;42;46
5;30;28;24;40;27;20;36;55;38;53;20;27;36;38;53;55
29;18;4;28;18;29;40;38;6;27;27;6;27;27;29;38;40
42;27;19;46;43;51;88;65;31;73;62;31;51;62;65;73;88
46;34;1;17;45;36;48;82;32;43;79;32;36;43;48;79;82
17;9;44;12;22;42;10;24;52;12;30;10;12;24;30;42;52
42;35;24;4;7;54;27;41;47;25;23;23;25;27;41;47;54
35;42;40;37;34;67;72;64;73;72;59;59;64;67;72;72;73
34;34;6;49;2;27;80;30;32;77;24;24;27;30;32;77;80
17;3;35;37;20;33;49;27;34;30;13;13;27;30;33;34;49
49;27;35;24;16;75;56;65;56;44;28;28;44;56;56;65;75
9;7;4;18;12;10;11;12;-9;16;8;-9;8;10;11;12;16
1;19;46;37;42;30;22;43;53;49;61;22;30;43;49;53;61
32;31;8;29;21;37;46;38;25;41;49;25;37;38;41;46;49
13;7;46;24;40;39;23;44;45;11;39;11;23;39;39;44;45
21;12;36;41;47;44;49;63;48;34;41;34;41;44;48;49;63
34;13;11;18;29;30;39;46;14;13;34;13;14;30;34;39;46
12;28;33;2;36;35;-1;46;49;15;52;-1;15;35;46;49;52
18;13;25;14;40;30;15;44;33;13;42;13;15;30;33;42;44
23;2;45;18;19;49;23;37;39;16;19;16;19;23;37;39;49
39;23;39;30;12;72;57;41;52;51;15;15;41;51;52;57;72
27;21;47;42;12;56;62;22;68;46;19;19;22;46;56;62;68
45;46;23;12;3;48;49;47;53;57;35;35;47;48;49;53;57
13;20;30;9;21;36;20;20;48;16;29;16;20;20;29;36;48
10;20;35;42;4;39;34;-2;51;58;12;-2;12;34;39;51;58
46;13;6;43;21;51;74;64;17;56;26;17;26;51;56;64;74
12;3;1;32;36;4;34;30;2;27;19;2;4;19;27;30;34
29;36;6;40;30;33;68;49;26;71;63;26;33;49;63;68;71
22;1;31;8;0;34;30;19;19;-4;-10;-10;-4;19;19;30;34
45;18;47;15;42;87;40;86;46;18;51;18;40;46;51;86;87
15;1;14;5;28;12;8;42;14;-6;28;-6;8;12;14;28;42
48;28;12;49;5;53;91;42;21;68;24;21;24;42;53;68;91
12;1;40;46;13;44;49;25;34;38;10;10;25;34;38;44;49
26;27;35;19;35;52;38;45;58;41;50;38;41;45;50;52;58
7;26;49;37;23;44;26;29;75;61;49;26;29;44;49;61;75
15;19;47;23;43;53;28;44;66;27;45;27;28;44;45;53;66
8;37;22;25;36;24;32;30;43;44;67;24;30;32;43;44;67
14;35;38;31;14;42;41;15;62;63;29;15;29;41;42;62;63
10;22;28;37;43;23;38;33;33;39;63;23;33;33;38;39;63
32;33;6;2;34;25;14;54;21;28;54;14;21;25;28;54;54
38;16;47;39;39;70;61;65;52;38;55;38;52;55;61;65;70
10;42;8;16;33;7;9;42;31;41;75;7;9;31;41;42;75
26;6;14;30;0;40;54;18;10;35;-4;-4;10;18;35;40;54
37;29;35;7;19;71;39;39;54;34;47;34;39;39;47;54;71
38;19;13;32;37;42;60;61;27;48;48;27;42;48;48;60;61
23;38;5;2;13;22;23;19;40;35;50;19;22;23;35;40;50
25;43;31;33;37;54;55;42;55;60;65;42;54;55;55;60;65
33;7;42;4;5;58;23;34;41;-1;8;-1;8;23;34;41;58
48;27;37;21;32;83;61;80;49;31;41;31;41;49;61;80;83
17;27;5;35;38;3;33;43;14;44;51;3;14;33;43;44;51
35;48;27;16;46;50;38;70;58;47;89;38;47;50;58;70;89
25;10;18;9;9;24;30;15;18;9;4;4;9;15;18;24;30
22;49;7;22;41;25;41;62;47;67;72;25;41;47;62;67;72
9;25;10;30;35;5;30;40;17;36;44;5;17;30;36;40;44
19;3;0;32;22;1;32;23;-3;15;10;-3;1;10;15;23;32
13;0;4;4;22;3;-1;30;-9;-5;20;-9;-5;-1;3;20;30
40;34;14;39;42;48;70;63;28;62;69;28;48;62;63;69;70
7;47;12;34;23;6;29;24;42;64;67;6;24;29;42;64;67
34;48;21;30;37;39;54;59;63;61;68;39;54;59;61;63;68
38;35;23;43;10;44;72;41;52;75;30;30;41;44;52;72;75
16;25;0;43;24;15;49;32;14;65;44;14;15;32;44;49;65
33;11;42;46;10;72;74;26;40;38;2;2;26;38;40;72;74
15;29;14;19;43;16;18;45;31;41;52;16;18;31;41;45;52
12;43;34;40;45;36;36;54;65;74;78;36;36;54;65;74;78
44;29;3;0;26;30;44;63;25;16;37;16;25;30;37;44;63
40;32;4;1;19;33;29;59;22;28;45;22;28;29;33;45;59
2;17;24;30;27;9;29;28;22;42;36;9;22;28;29;36;42
8;32;12;18;47;9;25;52;38;36;60;9;25;36;38;52;60
23;17;3;44;47;23;47;65;4;45;55;4;23;45;47;55;65
45;20;3;21;36;44;47;81;19;36;51;19;36;44;47;51;81
19;30;25;21;21;39;28;28;44;40;51;28;28;39;40;44;51
12;14;34;47;9;37;41;13;42;61;5;5;13;37;41;42;61
22;34;16;49;46;32;64;51;48;74;70;32;48;51;64;70;74
32;25;15;29;30;34;47;49;33;51;55;33;34;47;49;51;55
17;5;20;22;1;35;28;5;22;24;-8;-8;5;22;24;28;35
37;26;31;42;28;64;69;56;44;49;39;39;44;49;56;64;69
42;19;25;23;19;55;55;49;41;32;35;32;35;41;49;55;55
10;1;41;21;32;51;14;24;39;9;16;9;14;16;24;39;51
19;26;48;15;35;59;29;41;57;37;47;29;37;41;47;57;59
33;11;35;40;42;51;71;74;31;38;40;31;38;40;51;71;74
32;39;39;12;44;51;43;65;63;39;66;39;43;51;63;65;66
23;6;35;12;3;58;28;13;23;4;-1;-1;4;13;23;28;58
0;37;47;12;34;44;3;25;73;47;69;3;25;44;47;69;73
22;11;20;43;0;41;52;12;25;44;-9;-9;12;25;41;44;52
36;20;7;1;29;33;28;58;14;11;40;11;14;28;33;40;58
35;28;47;19;26;77;41;46;68;39;49;39;41;46;49;68;77
31;4;13;32;23;35;50;43;-2;26;18;-2;18;26;35;43;50
35;35;9;30;11;26;55;29;24;58;45;24;26;29;45;55;58
19;28;40;40;12;43;52;28;52;51;20;20;28;43;51;52;52
49;1;30;47;18;74;76;49;26;44;12;12;26;44;49;74;76
43;1;28;45;21;60;81;50;16;33;21;16;21;33;50;60;81
26;22;17;31;47;42;38;62;39;34;50;34;38;39;42;50;62
41;11;11;11;3;47;40;32;11;4;-4;-4;4;11;32;40;47
14;43;44;29;37;48;31;50;69;63;60;31;48;50;60;63;69
36;47;32;22;10;61;43;39;74;57;53;39;43;53;57;61;74
5;23;12;7;18;15;-1;15;18;25;22;-1;15;15;18;22;25
33;4;11;2;18;33;33;33;11;-13;7;-13;7;11;33;33;33
46;7;46;35;8;72;65;47;51;31;11;11;31;47;51;65;72
12;8;14;37;2;23;44;0;14;44;7;0;7;14;23;44;44
46;5;46;42;33;76;84;74;47;28;20;20;28;47;74;76;84
45;41;24;15;29;61;59;67;62;48;58;48;58;59;61;62;67
44;13;48;39;47;81;75;88;46;32;47;32;46;47;75;81;88
24;40;11;14;20;33;37;29;41;42;40;29;33;37;40;41;42
20;21;48;39;44;57;45;52;56;41;53;41;45;52;53;56;57
21;37;9;11;3;11;13;7;38;34;33;7;11;13;33;34;38
8;32;15;25;48;6;27;49;32;54;76;6;27;32;49;54;76
48;4;28;31;44;60;77;72;16;18;37;16;18;37;60;72;77
0;44;8;10;34;-6;-9;18;39;42;63;-9;-6;18;39;42;63
30;3;33;48;26;53;61;52;19;45;18;18;19;45;52;53;61
3;28;25;32;19;10;20;22;36;58;29;10;20;22;29;36;58
12;29;14;21;9;24;13;5;32;31;31;5;13;24;31;31;32
20;33;18;9;21;30;12;33;38;32;38;12;30;32;33;38;38
35;21;31;15;6;59;50;26;33;29;19;19;26;29;33;50;59
18;44;5;33;0;10;45;3;45;58;44;3;10;44;45;45;58
23;45;11;34;0;26;48;9;44;77;44;9;26;44;44;48;77
5;40;4;9;36;-1;2;41;42;30;68;-1;2;30;41;42;68
41;17;3;31;45;34;70;84;6;30;42;6;30;34;42;70;84
15;42;1;19;36;7;32;31;41;48;66;7;31;32;41;48;66
13;21;49;31;47;49;40;45;66;42;50;40;42;45;49;50;66
33;29;43;31;22;73;46;37;62;53;45;37;45;46;53;62;73
45;39;8;30;10;44;74;41;43;65;32;32;41;43;44;65;74
49;23;17;46;36;58;83;73;28;51;59;28;51;58;59;73;83
23;19;14;46;39;27;50;47;33;62;53;27;33;47;50;53;62
30;44;33;49;2;45;74;15;67;85;34;15;34;45;67;74;85
22;22;32;0;47;41;21;69;47;21;53;21;21;41;47;53;69
19;38;4;49;49;17;59;55;34;75;77;17;34;55;59;75;77
16;26;1;2;28;12;14;30;10;11;51;10;11;12;14;30;51
8;1;44;26;28;48;22;36;26;15;20;15;20;22;26;36;48
12;38;0;17;49;6;9;54;28;35;85;6;9;28;35;54;85
2;10;39;21;18;23;7;8;49;28;22;7;8;22;23;28;49
22;24;1;45;5;16;55;10;9;59;18;9;10;16;18;55;59
9;41;18;41;29;16;33;30;47;72;51;16;30;33;47;51;72
25;38;7;36;18;29;58;29;34;71;48;29;29;34;48;58;71
30;44;40;24;13;54;46;26;78;58;52;26;46;52;54;58;78
8;6;11;7;16;7;9;10;13;-2;16;-2;7;9;10;13;16
29;29;17;28;4;28;57;20;42;51;22;20;22;28;42;51;57
13;24;45;26;14;50;39;27;51;35;35;27;35;35;39;50;51
15;13;11;8;38;20;16;45;17;10;40;10;16;17;20;40;45
25;19;42;6;49;62;24;54;56;19;50;19;24;50;54;56;62
15;36;34;28;45;38;38;45;58;49;70;38;38;45;49;58;70
31;23;35;32;40;53;53;63;45;39;60;39;45;53;53;60;63
0;31;4;4;28;4;-14;15;33;21;40;-14;4;15;21;33;40
23;22;7;0;21;11;19;32;15;3;30;3;11;15;19;30;32
6;37;21;11;35;21;14;32;46;47;71;14;21;32;46;47;71
27;14;10;26;30;34;41;52;7;30;40;7;30;34;40;41;52
25;13;15;30;21;25;52;45;22;27;26;22;25;26;27;45;52
35;12;46;36;48;75;63;67;41;36;43;36;41;43;63;67;75
21;19;34;8;35;44;16;51;37;18;48;16;18;37;44;48;51
34;45;9;17;12;39;40;41;44;57;38;38;39;40;41;44;57
23;12;5;26;17;26;33;29;14;22;18;14;18;22;26;29;33
10;37;1;16;5;-9;21;-5;38;38;34;-9;-5;21;34;38;38
42;46;32;45;5;70;86;37;69;84;39;37;39;69;70;84;86
8;16;4;32;25;4;38;24;18;47;26;4;18;24;26;38;47
28;18;4;0;6;32;11;19;2;15;5;2;5;11;15;19;32
23;21;7;46;48;27;56;52;12;52;69;12;27;52;52;56;69
9;12;25;48;42;29;53;47;26;52;48;26;29;47;48;52;53
43;44;10;39;21;41;78;53;35;63;57;35;41;53;57;63;78
1;5;34;6;40;25;-9;36;22;3;43;-9;3;22;25;36;43
33;47;1;44;26;19;76;57;33;86;56;19;33;56;57;76;86
42;23;9;28;14;38;62;48;19;44;24;19;24;38;44;48;62
21;48;16;11;33;37;14;48;60;55;70;14;37;48;55;60;70
9;16;26;48;42;21;56;33;31;64;42;21;31;33;42;56;64
41;10;40;49;26;62;75;63;36;56;22;22;36;56;62;63;75
36;43;40;7;26;73;32;43;83;44;56;32;43;44;56;73;83
27;28;7;3;36;15;13;55;31;21;56;13;15;21;31;55;56
33;21;5;41;6;30;70;28;10;61;23;10;23;28;30;61;70
17;12;32;28;23;41;25;34;30;34;33;25;30;33;34;34;41
13;33;31;6;46;38;19;53;60;20;62;19;20;38;53;60;62
1;19;33;48;2;28;48;-4;48;58;11;-4;11;28;48;48;58
32;21;4;33;26;29;65;41;21;38;47;21;29;38;41;47;65
19;40;0;26;19;13;36;30;25;66;59;13;25;30;36;59;66
0;43;46;10;39;46;-3;37;77;36;77;-3;36;37;46;77;77
35;33;43;37;8;73;70;42;63;62;22;22;42;62;63;70;73
12;39;24;36;16;32;42;23;50;60;50;23;32;42;50;50;60
40;45;15;46;48;39;79;77;54;82;85;39;54;77;79;82;85
31;37;40;4;13;67;28;32;73;37;35;28;32;35;37;67;73
16;34;21;11;14;29;26;18;50;27;44;18;26;27;29;44;50
0;10;6;16;34;-3;7;23;6;16;33;-3;6;7;16;23;33
7;7;19;40;49;10;30;38;8;36;51;8;10;30;36;38;51
39;9;42;22;33;62;57;63;38;23;29;23;29;38;57;62;63
0;35;49;41;18;42;35;6;79;74;53;6;35;42;53;74;79
7;46;28;27;22;15;27;28;62;55;59;15;27;28;55;59;62
1;24;31;35;38;26;19;36;41;44;55;19;26;36;41;44;55
12;7;8;22;23;19;32;21;-2;14;18;-2;14;18;19;21;32
33;5;47;11;1;69;39;15;52;6;-2;-2;6;15;39;52;69
34;17;0;34;31;26;60;58;9;40;36;9;26;36;40;58;60
2;44;29;35;41;25;28;30;71;63;81;25;28;30;63;71;81
43;48;5;17;42;42;40;71;46;50;76;40;42;46;50;71;76
8;9;13;46;33;6;51;40;21;46;25;6;21;25;40;46;51
1;26;3;40;44;-11;28;37;12;59;66;-11;12;28;37;59;66
3;35;6;44;37;-8;31;27;30;77;69;-8;27;30;31;69;77
34;45;13;11;39;45;34;62;45;38;67;34;38;45;45;62;67
34;19;27;42;12;51;70;38;32;50;30;30;32;38;50;51;70
45;44;20;5;21;60;30;57;51;37;51;30;37;51;51;57;60
30;14;2;8;15;26;21;26;10;8;22;8;10;21;22;26;26
40;20;27;37;16;51;74;48;41;38;18;18;38;41;48;51;74
47;30;25;49;49;69;93;92;40;61;68;40;61;68;69;92;93
20;29;33;48;2;35;55;16;58;71;15;15;16;35;55;58;71
7;40;4;39;16;7;36;4;38;59;42;4;7;36;38;42;59
8;14;38;6;42;42;3;42;48;4;37;3;4;37;42;42;48
17;19;31;10;6;31;21;21;39;25;18;18;21;21;25;31;39
26;5;12;2;6;35;13;21;11;-12;11;-12;11;11;13;21;35
11;2;44;8;26;43;18;20;33;9;25;9;18;20;25;33;43
28;46;13;30;20;38;47;31;48;59;50;31;38;47;48;50;59
8;37;17;39;33;6;44;23;47;71;61;6;23;44;47;61;71
22;29;20;43;9;28;60;16;48;71;38;16;28;38;48;60;71
9;30;31;17;32;32;11;31;49;30;60;11;30;31;32;49;60
34;18;36;19;33;59;35;64;36;31;50;31;35;36;50;59;64
35;27;34;15;48;61;36;76;61;42;69;36;42;61;61;69;76
42;36;13;6;43;55;42;81;33;33;78;33;33;42;55;78;81
47;29;16;44;44;59;82;72;33;53;53;33;53;53;59;72;82
8;38;34;31;41;41;33;49;68;61;75;33;41;49;61;68;75
37;17;14;29;24;46;52;58;25;42;35;25;35;42;46;52;58
18;39;44;34;27;59;41;28;67;62;53;28;41;53;59;62;67
7;6;13;42;48;11;33;49;9;30;42;9;11;30;33;42;49
21;0;1;41;34;3;53;48;-1;25;21;-1;3;21;25;48;53
29;47;16;14;18;33;31;30;43;52;47;30;31;33;43;47;52
1;24;32;14;23;14;-4;15;43;18;45;-4;14;15;18;43;45
44;31;41;8;10;66;40;53;64;20;32;20;32;40;53;64;66
2;1;47;21;39;46;21;36;38;17;29;17;21;29;36;38;46
22;47;46;30;29;50;49;50;73;60;67;49;50;50;60;67;73
49;3;9;26;6;39;71;46;-3;12;-11;-11;-3;12;39;46;71
27;16;43;42;48;62;51;75;44;58;49;44;49;51;58;62;75
24;17;16;29;36;33;48;40;21;26;46;21;26;33;40;46;48
23;7;43;5;46;64;25;55;36;9;48;9;25;36;48;55;64
11;31;0;40;11;-4;35;13;12;52;35;-4;12;13;35;35;52
36;18;10;3;48;29;22;83;9;16;48;9;16;22;29;48;83
19;14;40;9;2;57;22;11;45;8;12;8;11;12;22;45;57
5;26;3;47;19;-12;41;4;11;63;41;-12;4;11;41;41;63
38;22;21;13;4;49;43;30;30;27;24;24;27;30;30;43;49
47;2;26;36;15;64;73;46;22;21;7;7;21;22;46;64;73
44;46;36;2;13;70;30;39;67;48;56;30;39;48;56;67;70
38;46;15;12;6;42;40;32;59;43;32;32;32;40;42;43;59
23;12;10;38;46;13;58;59;4;36;50;4;13;36;50;58;59
13;8;26;19;6;19;14;6;15;26;3;3;6;14;15;19;26
17;42;49;1;13;58;-2;29;71;38;40;-2;29;38;40;58;71
15;37;21;40;19;17;50;32;50;62;39;17;32;39;50;50;62
49;40;41;42;42;80;80;81;78;76;79;76;78;79;80;80;81
21;5;0;20;27;4;28;39;-13;21;25;-13;4;21;25;28;39
18;22;26;0;30;24;-2;42;37;4;51;-2;4;24;37;42;51
25;33;49;1;38;70;6;55;68;24;56;6;24;55;56;68;70
13;18;7;2;29;20;6;36;15;6;39;6;6;15;20;36;39
9;37;23;11;48;25;17;42;40;30;74;17;25;30;40;42;74
16;20;29;43;42;42;55;55;31;60;62;31;42;55;55;60;62
40;8;39;2;24;71;26;52;41;-7;30;-7;26;30;41;52;71
34;30;40;22;18;68;49;42;68;37;43;37;42;43;49;68;68
45;48;14;27;39;41;53;80;62;70;71;41;53;62;70;71;80
16;48;49;24;48;60;33;47;85;66;80;33;47;60;66;80;85
21;6;46;48;27;61;50;46;48;54;13;13;46;48;50;54;61
2;38;38;11;9;21;5;11;74;49;37;5;11;21;37;49;74
8;1;20;11;28;25;8;27;14;0;18;0;8;14;18;25;27
38;11;39;14;38;61;36;62;34;23;45;23;34;36;45;61;62
16;28;22;46;45;30;46;54;49;65;70;30;46;49;54;65;70
15;9;34;48;46;35;50;46;37;40;39;35;37;39;40;46;50
13;9;33;26;36;40;30;34;22;25;42;22;25;30;34;40;42
6;26;30;43;24;25;45;12;46;64;42;12;25;42;45;46;64
46;23;34;1;8;62;31;44;44;15;15;15;15;31;44;44;62
35;31;36;35;10;60;66;30;63;47;41;30;41;47;60;63;66
46;28;15;16;48;48;62;90;23;44;65;23;44;48;62;65;90
43;17;25;32;14;50;70;47;38;47;24;24;38;47;47;50;70
35;45;20;30;0;50;59;24;48;59;29;24;29;48;50;59;59
19;15;3;49;3;14;59;10;-1;57;14;-1;10;14;14;57;59
14;47;10;17;29;7;15;27;44;50;72;7;15;27;44;50;72
32;23;11;24;34;39;53;58;14;40;42;14;39;40;42;53;58
24;17;26;14;11;36;29;18;31;28;13;13;18;28;29;31;36
13;13;16;42;13;18;42;22;9;46;18;9;18;18;22;42;46
20;25;4;9;29;15;20;47;11;18;47;11;15;18;20;47;47
31;44;42;44;37;67;70;64;71;74;80;64;67;70;71;74;80
48;1;4;36;24;44;76;56;4;22;13;4;13;22;44;56;76
37;4;36;42;37;61;68;70;20;30;24;20;24;30;61;68;70
11;22;8;2;17;19;12;28;24;20;37;12;19;20;24;28;37
7;11;33;12;21;26;12;10;34;17;14;10;12;14;17;26;34
33;14;39;0;3;69;25;27;53;-5;16;-5;16;25;27;53;69
30;25;8;32;22;27;43;41;23;47;30;23;27;30;41;43;47
1;30;22;36;18;8;20;5;40;57;30;5;8;20;30;40;57
42;0;5;32;6;31;70;45;1;14;-6;-6;1;14;31;45;70
40;23;11;2;13;45;37;37;31;16;20;16;20;31;37;37;45
20;9;15;12;5;21;27;18;17;14;2;2;14;17;18;21;27
34;49;5;23;12;37;56;45;40;59;56;37;40;45;56;56;59
10;1;45;29;10;48;32;15;42;28;-7;-7;15;28;32;42;48
31;46;2;44;46;33;74;77;33;81;88;33;33;74;77;81;88
29;23;28;3;13;51;21;28;44;6;32;6;21;28;32;44;51
4;0;31;18;4;35;15;2;22;-1;0;-1;0;2;15;22;35
25;1;18;43;18;38;53;41;5;44;1;1;5;38;41;44;53
24;22;3;15;0;16;29;21;12;29;15;12;15;16;21;29;29
13;26;48;38;38;48;43;41;64;51;56;41;43;48;51;56;64
34;15;46;22;18;70;43;51;53;27;22;22;27;43;51;53;70
1;8;40;2;35;24;-1;35;47;-1;30;-1;-1;24;30;35;47
8;4;19;30;36;16;23;24;3;33;28;3;16;23;24;28;33
22;17;48;17;15;62;30;31;45;24;24;24;24;30;31;45;62
48;32;22;41;25;66;82;68;50;68;48;48;50;66;68;68;82
29;45;46;24;21;65;52;33;87;58;65;33;52;58;65;65;87
20;7;4;23;29;7;41;48;-2;13;23;-2;7;13;23;41;48
27;46;37;37;43;54;63;57;80;74;76;54;57;63;74;76;80
39;38;30;35;35;51;55;65;56;53;61;51;53;55;56;61;65
13;38;19;49;13;22;60;16;52;69;35;16;22;35;52;60;69
31;24;33;5;12;49;19;27;37;12;18;12;18;19;27;37;49
18;12;28;0;21;33;8;33;32;-1;26;-1;8;26;32;33;33
30;19;6;43;5;34;58;16;5;53;5;5;5;16;34;53;58
7;30;10;41;33;7;37;23;32;57;46;7;23;32;37;46;57
9;25;38;1;21;31;8;29;51;25;44;8;25;29;31;44;51
24;27;13;9;23;28;27;42;20;29;33;20;27;28;29;33;42
16;41;43;40;12;44;43;27;76;74;48;27;43;44;48;74;76
45;44;30;44;40;75;86;85;64;83;83;64;75;83;83;85;86
32;25;9;15;11;22;42;30;26;29;21;21;22;26;29;30;42
33;23;26;17;34;45;40;67;34;40;43;34;40;40;43;45;67
13;36;34;29;3;35;35;15;52;46;33;15;33;35;35;46;52
12;36;5;18;42;17;12;37;37;36;61;12;17;36;37;37;61
6;28;31;18;37;21;24;42;46;32;57;21;24;32;42;46;57
21;25;20;33;22;21;43;33;35;42;34;21;33;34;35;42;43
11;15;44;11;42;53;12;45;48;12;49;12;12;45;48;49;53
