q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;s[0, 4];s[0, 5];s[1, 4];s[1, 5];s[2, 4];s[2, 5];s[3, 4];s[3, 5];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7
15;17;44;34;46;40;46;40;49;38;78;83;65;67;38;40;46;49;65;67;78;83
6;13;42;28;21;27;20;31;21;30;57;55;48;55;20;21;30;31;48;55;55;57
41;19;0;7;49;47;74;69;54;66;48;45;36;34;34;36;45;48;54;66;69;74
16;18;34;44;32;26;44;32;30;41;53;51;62;58;30;32;41;44;51;53;58;62
27;49;47;9;1;31;13;44;36;71;39;72;-9;30;-9;13;30;36;39;44;71;72
32;30;41;1;17;36;44;56;31;52;51;68;3;25;3;25;31;44;51;52;56;68
26;7;25;4;33;38;45;60;32;35;53;63;25;23;23;25;32;35;45;53;60;63
13;35;1;13;43;13;42;23;63;46;31;8;51;19;8;19;23;31;42;46;51;63
34;26;22;12;41;44;65;59;47;67;48;66;49;56;47;48;49;56;59;65;66;67
46;30;18;23;35;33;79;76;56;62;40;32;52;43;32;40;43;52;56;62;76;79
32;32;13;23;34;17;62;43;57;43;36;26;52;32;26;32;36;43;43;52;57;62
11;7;28;31;20;18;21;27;20;7;33;42;36;43;7;20;21;27;33;36;42;43
21;10;13;48;19;15;27;36;22;9;24;23;50;44;9;22;23;24;27;36;44;50
8;41;31;49;25;25;30;16;57;47;45;47;55;55;16;30;45;47;47;55;55;57
1;11;23;16;43;25;25;14;45;16;56;45;49;21;14;16;21;25;45;45;49;56
19;13;31;12;10;37;24;46;7;40;33;60;5;36;5;7;24;33;36;40;46;60
46;43;21;4;44;46;74;79;75;81;54;58;33;35;33;35;54;58;74;75;79;81
47;4;24;12;38;15;78;45;35;16;47;31;48;21;16;21;31;35;45;47;48;78
43;40;23;0;32;32;65;63;60;60;49;49;19;23;19;23;49;49;60;60;63;65
43;38;39;16;20;38;53;72;47;56;46;68;18;45;18;45;46;47;53;56;68;72
41;13;14;0;24;18;49;44;25;30;22;17;17;0;0;17;17;22;25;30;44;49
32;35;8;46;37;28;50;56;69;48;44;31;78;56;31;44;48;50;56;56;69;78
15;2;47;20;4;10;1;23;-10;-8;49;41;4;17;-10;-8;1;4;17;23;41;49
40;21;19;29;32;34;71;55;46;50;33;47;46;49;33;46;46;47;49;50;55;71
45;12;45;7;1;0;28;27;12;-8;36;36;4;-9;-9;-8;4;12;27;28;36;36
20;18;39;37;34;43;54;62;50;46;70;65;59;77;46;50;54;59;62;65;70;77
13;3;2;5;42;14;47;8;33;-3;35;3;38;-1;-3;-1;3;8;33;35;38;47
45;28;27;7;15;3;47;48;36;22;27;17;8;10;8;10;17;22;27;36;47;48
18;34;14;7;0;0;14;3;29;14;8;1;7;-11;-11;1;3;7;8;14;14;29
22;31;1;29;1;22;13;43;24;36;-18;21;17;33;-18;13;17;21;24;33;36;43
37;43;5;12;8;41;43;70;48;72;0;26;11;53;0;11;26;43;48;53;70;72
16;4;7;22;25;39;32;42;25;24;18;41;46;49;18;24;25;32;41;42;46;49
3;34;28;48;28;1;26;-1;45;29;52;15;73;35;-1;15;26;29;35;45;52;73
36;33;47;5;34;2;68;20;67;31;65;41;33;-3;-3;20;31;33;41;65;67;68
21;3;2;24;21;12;42;25;16;-4;8;2;42;17;-4;2;8;16;17;25;42;42
35;48;24;37;24;9;47;43;54;53;37;19;41;39;19;37;39;41;43;47;53;54
42;32;15;38;1;44;39;68;28;64;8;45;28;64;8;28;28;39;45;64;64;68
39;24;20;41;22;25;49;51;39;47;30;26;49;49;26;30;39;47;49;49;49;51
2;17;22;12;34;35;27;17;46;33;53;47;34;28;17;27;28;33;34;46;47;53
28;5;49;21;5;16;24;41;8;7;39;46;14;20;7;8;14;20;24;39;41;46
22;40;14;26;47;32;66;43;75;69;45;38;68;38;38;38;43;45;66;68;69;75
36;42;15;9;38;41;57;76;60;75;45;39;33;43;33;39;43;45;57;60;75;76
13;39;7;48;10;0;23;8;30;28;-2;-13;46;44;-13;-2;8;23;28;30;44;46
37;32;7;35;9;40;36;70;37;71;0;40;39;61;0;36;37;39;40;61;70;71
41;33;41;16;6;6;36;32;33;24;30;41;4;11;4;11;24;30;32;33;36;41
30;46;22;45;48;21;66;46;83;47;60;29;86;48;29;46;47;48;60;66;83;86
48;7;27;31;8;41;53;83;-3;39;33;68;26;59;-3;26;33;39;53;59;68;83
13;35;13;15;7;23;19;33;42;56;17;16;17;19;16;17;17;19;19;33;42;56
48;36;26;1;36;42;74;88;59;78;55;54;21;42;21;42;54;55;59;74;78;88
29;22;35;22;42;5;51;32;46;18;58;28;58;17;17;18;28;32;46;51;58;58
5;47;22;18;13;37;-1;29;46;67;31;55;29;43;-1;29;29;31;43;46;55;67
33;48;1;25;18;12;40;44;55;60;2;8;30;35;2;8;30;35;40;44;55;60
19;2;25;5;16;44;26;59;3;40;24;63;18;31;3;18;24;26;31;40;59;63
38;10;34;26;48;45;70;71;46;53;67;72;69;63;46;53;63;67;69;70;71;72
44;30;46;35;48;36;85;62;64;55;90;66;77;62;55;62;62;64;66;77;85;90
47;43;19;46;47;2;78;39;78;38;52;15;83;42;15;38;39;42;52;78;78;83
11;36;33;19;4;24;11;29;22;46;37;50;12;39;11;12;22;29;37;39;46;50
5;43;36;35;36;32;37;35;76;63;70;68;69;49;35;37;49;63;68;69;70;76
12;14;19;6;1;26;9;28;-2;37;1;26;-4;13;-4;-2;1;9;13;26;28;37
6;7;1;28;21;27;17;17;21;19;17;21;45;46;17;17;17;19;21;21;45;46
46;23;33;13;4;6;30;43;14;12;35;23;0;13;0;12;13;14;23;30;35;43
40;16;36;44;7;0;31;26;9;-3;43;16;34;42;-3;9;16;26;31;34;42;43
35;17;11;1;47;0;71;31;64;2;49;-3;42;-3;-3;-3;2;31;42;49;64;71
36;35;41;11;35;23;54;58;58;44;74;57;43;14;14;43;44;54;57;58;58;74
34;29;41;22;6;27;35;51;27;42;27;51;18;38;18;27;27;35;38;42;51;51
31;44;32;41;41;35;65;56;67;60;71;51;69;65;51;56;60;65;65;67;69;71
16;6;47;24;14;30;14;30;10;19;49;63;18;51;10;14;18;19;30;49;51;63
13;27;36;49;20;41;20;38;39;60;41;72;51;77;20;38;39;41;51;60;72;77
4;22;39;49;16;47;9;46;31;66;45;84;48;92;9;31;45;46;48;66;84;92
16;27;16;39;43;22;53;34;67;29;54;20;63;50;20;29;34;50;53;54;63;67
16;1;33;34;5;0;21;-4;-1;-1;22;21;25;30;-4;-1;-1;21;21;22;25;30
4;1;17;47;40;6;34;10;25;1;52;21;83;51;1;10;21;25;34;51;52;83
24;25;20;42;1;40;24;58;14;57;14;40;37;72;14;14;24;37;40;57;58;72
7;45;16;48;38;14;27;16;77;41;43;28;82;54;16;27;28;41;43;54;77;82
28;5;23;46;33;22;47;30;27;18;42;39;74;52;18;27;30;39;42;47;52;74
43;38;49;25;5;7;42;50;40;44;35;40;25;18;18;25;35;40;40;42;44;50
38;25;32;23;5;37;26;56;12;48;21;64;24;52;12;21;24;26;48;52;56;64
27;45;14;20;5;47;18;64;42;81;16;59;22;67;16;18;22;42;59;64;67;81
4;11;20;11;49;9;52;-3;53;19;56;12;41;2;-3;2;12;19;41;52;53;56
2;17;38;7;38;49;21;47;44;59;71;69;31;55;21;31;44;47;55;59;69;71
41;29;39;17;26;22;56;48;53;46;47;54;23;25;23;25;46;47;48;53;54;56
0;3;22;44;12;39;-7;26;15;32;25;44;54;69;-7;15;25;26;32;44;54;69
5;39;43;13;45;26;41;29;78;55;85;69;56;27;27;29;41;55;56;69;78;85
49;8;32;17;35;47;80;95;32;47;60;59;43;63;32;43;47;59;60;63;80;95
41;47;6;31;21;39;53;68;53;69;7;39;38;64;7;38;39;53;53;64;68;69
28;37;44;32;28;17;42;43;53;34;65;50;50;32;32;34;42;43;50;50;53;65
10;8;17;7;41;32;37;36;31;26;54;44;31;24;24;26;31;31;36;37;44;54
26;46;20;38;3;25;14;36;32;56;21;31;24;44;14;21;24;31;32;36;44;56
19;6;9;26;6;16;25;31;9;20;7;15;31;28;7;9;15;20;25;28;31;31
22;30;20;24;17;21;29;28;37;40;29;25;38;30;25;28;29;29;30;37;38;40
21;34;42;14;13;24;14;27;38;38;42;49;17;30;14;17;27;30;38;38;42;49
38;44;20;7;36;43;68;78;68;72;38;46;37;49;37;38;46;49;68;68;72;78
46;41;47;32;2;48;40;82;23;86;41;83;23;67;23;23;40;41;67;82;83;86
45;35;29;33;45;47;71;81;60;79;60;67;59;80;59;60;60;67;71;79;80;81
16;35;41;17;20;34;17;41;45;69;61;74;32;51;17;32;41;45;51;61;69;74
9;40;36;15;20;10;26;1;48;30;46;41;29;11;1;11;26;29;30;41;46;48
38;32;5;11;48;44;73;82;60;63;43;29;44;37;29;37;43;44;60;63;73;82
2;28;36;45;19;39;7;37;47;63;55;62;50;67;7;37;47;50;55;62;63;67
6;41;24;12;37;43;34;42;67;69;60;66;36;55;34;36;42;55;60;66;67;69
17;6;19;41;14;0;24;10;15;4;28;17;55;25;4;10;15;17;24;25;28;55
21;6;17;18;4;26;13;30;-5;19;10;23;13;39;-5;10;13;13;19;23;30;39
37;13;39;10;1;29;31;61;4;34;22;55;-7;26;-7;4;22;26;31;34;55;61
41;48;7;15;31;7;53;30;70;37;32;4;35;12;4;12;30;32;35;37;53;70
36;35;9;40;25;47;49;79;53;75;16;50;56;68;16;49;50;53;56;68;75;79
20;12;20;45;7;13;26;18;19;12;17;25;42;44;12;17;18;19;25;26;42;44
49;1;16;39;7;0;43;33;0;-1;9;16;31;29;-1;0;9;16;29;31;33;43
9;13;3;37;45;46;48;55;46;54;44;41;65;64;41;44;46;48;54;55;64;65
16;6;18;12;45;25;42;39;39;12;61;33;44;30;12;30;33;39;39;42;44;61
7;20;36;4;44;37;31;28;56;51;79;71;44;24;24;28;31;44;51;56;71;79
20;10;16;43;16;33;19;48;7;26;32;38;47;56;7;19;26;32;38;47;48;56
9;41;23;29;48;14;54;15;87;44;56;25;67;40;15;25;40;44;54;56;67;87
30;14;36;30;10;41;40;51;22;51;27;57;23;57;22;23;27;40;51;51;57;57
18;10;26;7;33;39;31;53;28;45;49;63;26;29;26;28;29;31;45;49;53;63
17;5;6;34;11;22;19;28;16;14;17;20;32;53;14;16;17;19;20;28;32;53
37;21;42;17;24;16;58;35;40;30;55;48;26;29;26;29;30;35;40;48;55;58
13;42;30;31;39;43;46;47;65;65;63;67;50;60;46;47;50;60;63;65;65;67
41;17;17;34;40;20;77;45;43;37;48;32;58;44;32;37;43;44;45;48;58;77
7;31;26;0;11;44;9;48;25;68;19;58;-5;42;-5;9;19;25;42;48;58;68
16;27;8;37;28;16;26;31;54;39;31;19;62;38;19;26;31;31;38;39;54;62
2;42;4;4;27;2;10;-10;57;25;27;-12;27;5;-12;-10;5;10;25;27;27;57
47;18;14;46;29;49;73;76;28;53;27;57;74;82;27;28;53;57;73;74;76;82
22;37;11;13;26;34;34;54;51;61;17;38;26;44;17;26;34;38;44;51;54;61
41;7;28;26;42;28;75;67;36;33;64;38;55;46;33;36;38;46;55;64;67;75
24;6;5;30;32;34;46;49;27;26;34;28;59;54;26;27;28;34;46;49;54;59
8;11;8;31;2;20;-3;24;-2;27;3;13;16;32;-3;-2;3;13;16;24;27;32
23;18;9;28;5;18;9;24;14;19;-6;14;26;28;-6;9;14;14;19;24;26;28
6;18;44;33;33;12;31;11;42;23;62;51;53;32;11;23;31;32;42;51;53;62
21;11;26;28;5;43;8;53;-2;41;20;60;16;51;-2;8;16;20;41;51;53;60
49;37;40;3;16;26;60;74;51;63;39;60;1;13;1;13;39;51;60;60;63;74
16;18;38;30;42;29;54;33;49;46;62;58;54;56;33;46;49;54;54;56;58;62
23;14;2;19;14;20;23;42;9;33;13;5;14;39;5;9;13;14;23;33;39;42
24;33;45;24;32;15;40;30;57;31;66;45;39;36;30;31;36;39;40;45;57;66
2;4;47;19;5;19;3;21;-3;5;50;62;18;36;-3;3;5;18;21;36;50;62
24;32;14;16;2;42;20;64;27;57;5;52;0;51;0;5;20;27;51;52;57;64
45;15;22;29;20;30;57;61;32;27;25;41;41;54;25;27;32;41;41;54;57;61
2;46;36;14;34;4;29;0;74;45;63;28;47;17;0;17;28;29;45;47;63;74
43;17;11;26;28;13;62;36;40;26;31;11;44;28;11;26;28;31;36;40;44;62
44;47;15;35;35;48;73;90;75;91;38;46;56;65;38;46;56;65;73;75;90;91
5;38;35;9;45;42;35;32;73;65;74;60;53;39;32;35;39;53;60;65;73;74
41;30;41;7;27;2;67;42;55;31;49;40;29;6;6;29;31;40;42;49;55;67
31;24;26;23;42;13;54;32;57;21;59;31;50;16;16;21;31;32;50;54;57;59
9;25;19;8;37;31;37;37;50;46;50;50;36;20;20;36;37;37;46;50;50;50
14;13;27;25;8;26;3;40;13;38;29;44;23;33;3;13;23;29;33;38;40;44
36;9;26;24;1;43;34;60;-10;39;26;67;6;58;-10;6;26;34;39;58;60;67
0;9;11;26;10;27;8;20;18;34;18;27;16;41;8;16;18;18;20;27;34;41
28;17;23;3;46;32;67;53;61;29;59;52;44;34;29;34;44;52;53;59;61;67
21;15;49;47;10;30;25;36;9;44;45;78;40;65;9;25;36;40;44;45;65;78
42;36;28;5;5;44;35;71;34;77;15;63;7;40;7;15;34;35;40;63;71;77
5;4;21;36;38;40;26;28;32;29;51;55;68;68;26;28;29;32;51;55;68;68
42;23;1;16;35;4;76;38;50;27;23;-15;33;6;-15;6;23;27;33;38;50;76
37;31;16;49;28;25;58;53;47;51;42;29;67;64;29;42;47;51;53;58;64;67
49;47;43;49;37;8;78;43;67;38;75;39;84;45;38;39;43;45;67;75;78;84
0;32;26;29;26;47;7;29;52;60;49;70;46;65;7;29;46;49;52;60;65;70
21;4;16;5;34;16;52;23;35;3;46;21;24;1;1;3;21;23;24;35;46;52
37;14;41;24;32;16;55;33;30;17;63;40;53;31;17;30;31;33;40;53;55;63
5;13;30;43;6;34;-1;34;6;45;18;48;42;61;-1;6;18;34;42;45;48;61
30;2;44;2;14;34;27;58;1;20;49;73;7;34;1;7;20;27;34;49;58;73
16;32;16;25;42;44;50;60;58;61;43;43;61;55;43;43;50;55;58;60;61;61
44;2;27;44;42;40;75;73;24;24;56;56;77;74;24;24;56;56;73;74;75;77
43;5;0;38;34;20;74;56;33;23;30;11;72;57;11;23;30;33;56;57;72;74
47;49;9;5;17;35;61;77;60;70;16;32;20;40;16;20;32;40;60;61;70;77
14;9;1;16;10;10;17;15;7;8;4;0;14;22;0;4;7;8;14;15;17;22
45;33;48;20;0;29;38;57;13;48;40;69;3;39;3;13;38;39;40;48;57;69
20;4;39;6;17;35;26;46;12;38;45;57;21;28;12;21;26;28;38;45;46;57
18;20;25;19;6;47;11;48;18;60;22;54;23;64;11;18;22;23;48;54;60;64
39;7;32;17;48;40;74;60;37;28;69;58;61;39;28;37;39;58;60;61;69;74
7;47;12;29;24;4;17;5;71;47;30;3;41;14;3;5;14;17;30;41;47;71
9;6;5;25;31;43;27;34;20;44;24;44;38;64;20;24;27;34;38;44;44;64
44;29;12;34;10;6;53;35;39;15;10;-2;28;20;-2;10;15;20;28;35;39;53
44;41;0;23;4;18;43;60;42;40;-2;12;16;29;-2;12;16;29;40;42;43;60
17;23;31;34;45;40;47;38;67;51;76;66;67;58;38;47;51;58;66;67;67;76
0;21;16;19;6;28;-5;16;19;44;6;27;11;27;-5;6;11;16;19;27;27;44
24;24;42;5;11;23;24;30;28;47;43;49;13;27;13;24;27;28;30;43;47;49
27;13;0;6;4;14;26;22;11;23;-9;14;-5;14;-9;-5;11;14;14;22;23;26
40;17;17;3;9;34;42;66;7;42;8;45;9;28;7;8;9;28;42;42;45;66
16;32;41;42;5;15;4;23;26;39;30;52;28;44;4;23;26;28;30;39;44;52
21;15;46;19;49;9;52;30;55;23;77;51;58;22;22;23;30;51;52;55;58;77
20;0;21;26;48;44;49;55;28;32;69;46;65;68;28;32;46;49;55;65;68;69
18;30;39;32;1;4;12;7;27;18;22;38;31;23;7;12;18;22;23;27;31;38
34;43;6;36;28;16;52;34;71;42;21;20;58;38;20;21;34;38;42;52;58;71
15;24;34;18;33;49;45;52;39;56;67;69;37;47;37;39;45;47;52;56;67;69
37;36;4;34;21;49;43;66;40;73;24;34;38;73;24;34;38;40;43;66;73;73
16;26;22;31;10;16;9;19;30;22;13;34;23;30;9;13;19;22;23;30;30;34
37;17;16;2;10;4;35;39;24;11;13;19;-5;4;-5;4;11;13;19;24;35;39
47;15;11;27;16;37;54;72;22;51;8;46;24;50;8;22;24;46;50;51;54;72
38;4;24;26;30;6;48;34;27;4;54;26;40;15;4;15;26;27;34;40;48;54
4;20;11;28;41;34;40;27;53;49;52;43;66;43;27;40;43;43;49;52;53;66
1;23;30;30;10;13;2;-1;24;22;20;27;31;42;-1;2;20;22;24;27;31;42
30;44;7;36;24;46;48;72;50;75;15;40;48;76;15;40;48;48;50;72;75;76
43;48;1;45;0;35;29;58;30;80;-14;21;33;74;-14;21;29;30;33;58;74;80
44;46;11;23;10;17;45;60;46;55;20;14;31;23;14;20;23;31;45;46;55;60
15;24;32;13;14;24;18;25;29;36;45;45;7;37;7;18;25;29;36;37;45;45
12;36;12;34;43;2;35;12;79;27;44;2;75;24;2;12;24;27;35;44;75;79
37;48;41;41;10;24;27;54;46;56;39;64;48;54;27;39;46;48;54;54;56;64
31;4;3;12;37;24;54;40;28;14;22;9;37;23;9;14;22;23;28;37;40;54
0;15;17;25;38;41;23;38;39;52;51;40;46;46;23;38;39;40;46;46;51;52
48;0;25;15;46;22;74;69;33;19;51;38;51;31;19;31;33;38;51;51;69;74
33;6;4;13;43;9;76;25;45;13;33;6;41;18;6;13;18;25;33;41;45;76
48;5;5;33;36;7;77;44;29;-2;32;-2;50;40;-2;-2;29;32;40;44;50;77
38;11;6;33;26;18;53;37;17;15;29;15;59;32;15;15;17;29;32;37;53;59
26;30;0;33;47;5;67;30;58;22;42;3;60;28;3;22;28;30;42;58;60;67
41;24;45;20;24;8;59;45;41;14;49;34;30;25;14;25;30;34;41;45;49;59
22;49;2;15;29;36;51;40;65;68;21;18;29;31;18;21;29;31;40;51;65;68
4;9;28;6;49;6;39;-3;39;6;70;16;46;12;-3;6;12;16;39;39;46;70
10;36;30;34;1;1;0;-4;33;19;18;16;34;18;-4;0;16;18;18;19;33;34
27;21;22;29;22;44;44;64;39;55;24;61;39;60;24;39;39;44;55;60;61;64
49;26;17;25;41;0;82;37;47;26;41;14;62;9;9;14;26;37;41;47;62;82
5;9;18;38;25;18;28;10;24;18;40;24;60;42;10;18;24;24;28;40;42;60
31;44;42;33;18;45;35;58;43;84;41;83;38;72;35;38;41;43;58;72;83;84
47;36;7;13;5;24;52;54;38;59;12;14;10;36;10;12;14;36;38;52;54;59
20;11;44;14;2;44;12;52;5;40;26;71;7;48;5;7;12;26;40;48;52;71
9;5;1;19;34;13;40;18;28;10;24;-3;44;29;-3;10;18;24;28;29;40;44
37;41;4;12;27;26;54;60;65;64;14;23;37;33;14;23;33;37;54;60;64;65
5;27;40;9;5;30;5;17;15;51;27;68;12;25;5;12;15;17;25;27;51;68
40;14;32;33;25;5;57;40;37;3;50;26;38;33;3;26;33;37;38;40;50;57
27;15;13;21;34;43;42;50;29;46;44;41;35;59;29;35;41;42;44;46;50;59
39;49;46;19;28;28;54;55;57;69;67;65;41;47;41;47;54;55;57;65;67;69
19;25;12;27;44;4;63;10;57;17;56;2;63;31;2;10;17;31;56;57;63;63
9;49;39;1;8;47;8;50;57;82;45;67;0;39;0;8;39;45;50;57;67;82
45;44;6;26;38;22;65;67;75;51;34;13;64;46;13;34;46;51;64;65;67;75
39;5;0;12;3;17;26;46;-6;3;-17;13;15;23;-17;-6;3;13;15;23;26;46
47;8;17;6;19;46;61;81;12;42;26;61;8;47;8;12;26;42;47;61;61;81
2;45;34;24;49;36;48;26;93;65;70;65;54;43;26;43;48;54;65;65;70;93
25;9;11;25;45;23;56;41;39;16;45;20;59;30;16;20;30;39;41;45;56;59
11;20;0;3;49;1;49;11;65;6;46;-6;50;-15;-15;-6;6;11;46;49;50;65
45;16;3;35;16;38;50;80;13;48;18;22;31;59;13;18;22;31;48;50;59;80
19;36;43;19;28;9;35;13;46;35;54;35;32;12;12;13;32;35;35;35;46;54
36;5;11;31;28;38;58;72;27;29;37;47;59;52;27;29;37;47;52;58;59;72
21;1;15;13;8;16;12;32;-1;4;3;24;20;22;-1;3;4;12;20;22;24;32
40;13;39;0;24;8;57;42;23;21;52;29;18;-7;-7;18;21;23;29;42;52;57
37;47;5;14;37;22;74;40;66;53;23;13;36;33;13;23;33;36;40;53;66;74
7;37;13;40;5;29;8;21;34;49;10;26;36;64;8;10;21;26;34;36;49;64
19;28;38;1;32;6;51;7;59;25;52;30;32;-9;-9;7;25;30;32;51;52;59
24;23;6;14;15;45;21;65;34;60;11;34;11;51;11;11;21;34;34;51;60;65
33;8;26;21;29;33;43;49;27;27;52;48;49;42;27;27;42;43;48;49;49;52
9;8;8;7;48;5;47;8;44;3;48;13;36;5;3;5;8;13;36;44;47;48
0;27;28;4;16;14;0;1;28;39;25;41;6;11;0;1;6;11;25;28;39;41
13;11;45;16;31;25;30;30;30;22;66;59;29;32;22;29;30;30;30;32;59;66
21;46;48;25;19;2;33;21;55;31;65;39;25;27;21;25;27;31;33;39;55;65
42;15;6;33;26;31;53;73;32;44;13;22;39;59;13;22;32;39;44;53;59;73
31;48;40;42;7;8;35;24;39;45;30;32;39;37;24;30;32;35;37;39;39;45
11;31;1;5;16;41;13;44;29;72;-3;26;3;36;-3;3;13;26;29;36;44;72
30;37;1;25;13;10;35;23;38;34;-1;7;19;30;-1;7;19;23;30;34;35;38
34;18;18;44;13;38;40;62;18;56;27;56;46;71;18;27;40;46;56;56;62;71
39;24;24;10;31;18;51;56;53;24;53;30;40;17;17;24;30;40;51;53;53;56
14;4;15;3;12;39;11;42;-4;41;24;47;2;29;-4;2;11;24;29;41;42;47
9;35;33;15;11;45;6;38;35;68;38;63;12;40;6;12;35;38;38;40;63;68
27;22;19;28;34;42;57;52;40;59;39;59;47;64;39;40;47;52;57;59;59;64
39;45;43;13;9;29;37;48;47;65;43;70;15;28;15;28;37;43;47;48;65;70
21;36;10;21;33;37;52;50;57;68;40;46;53;48;40;46;48;50;52;53;57;68
9;33;19;14;6;2;4;0;35;22;7;1;20;5;0;1;4;5;7;20;22;35
26;6;3;10;24;16;32;26;23;20;21;7;25;11;7;11;20;21;23;25;26;32
9;29;37;27;37;15;27;12;63;26;68;44;54;40;12;26;27;40;44;54;63;68
46;30;7;16;39;29;82;61;53;45;42;35;48;28;28;35;42;45;48;53;61;82
18;32;4;46;39;43;44;60;56;55;34;34;75;86;34;34;44;55;56;60;75;86
33;4;1;19;25;35;49;53;15;28;8;18;24;47;8;15;18;24;28;47;49;53
1;23;10;3;15;4;5;-14;29;7;17;10;8;-9;-14;-9;5;7;8;10;17;29
48;38;47;19;30;13;59;58;52;50;59;51;49;17;17;49;50;51;52;58;59;59
42;29;40;18;35;1;63;42;58;26;57;23;40;4;4;23;26;40;42;57;58;63
24;45;30;45;2;27;23;46;47;52;17;53;41;71;17;23;41;46;47;52;53;71
4;0;19;18;28;42;27;30;18;38;30;46;38;51;18;27;30;30;38;38;46;51
46;29;14;14;34;32;78;58;56;60;40;40;44;37;37;40;40;44;56;58;60;78
43;2;4;30;37;26;70;55;34;10;39;14;61;49;10;14;34;39;49;55;61;70
40;6;31;44;48;27;75;48;39;25;61;40;77;60;25;39;40;48;60;61;75;77
47;32;7;9;24;28;65;64;47;42;14;18;25;32;14;18;25;32;42;47;64;65
11;3;19;36;2;6;13;17;-6;-6;19;5;29;30;-6;-6;5;13;17;19;29;30
19;44;20;46;24;37;28;39;65;81;35;47;67;64;28;35;39;47;64;65;67;81
31;35;48;48;1;35;13;50;34;66;44;67;48;67;13;34;44;48;50;66;67;67
6;32;3;17;4;15;0;2;16;46;-10;5;7;22;-10;0;2;5;7;16;22;46
2;8;3;44;42;15;33;10;46;7;43;9;81;42;7;9;10;33;42;43;46;81
34;39;10;42;33;25;47;56;52;61;24;21;55;58;21;24;47;52;55;56;58;61
15;48;6;33;19;43;29;47;62;78;10;39;34;73;10;29;34;39;47;62;73;78
33;34;17;37;12;20;28;43;31;47;20;22;30;48;20;22;28;30;31;43;47;48
16;42;11;47;0;48;4;45;27;70;-7;40;33;79;-7;4;27;33;40;45;70;79
2;13;38;46;21;12;6;-2;34;17;43;40;63;45;-2;6;17;34;40;43;45;63
14;18;15;20;4;21;16;17;7;37;12;16;21;37;7;12;16;16;17;21;37;37
0;18;32;5;38;7;19;1;44;13;58;21;43;9;1;9;13;19;21;43;44;58
14;46;10;8;7;2;11;1;41;43;12;-4;9;-9;-9;-4;1;9;11;12;41;43
0;11;20;13;49;19;38;10;47;29;65;38;58;30;10;29;30;38;38;47;58;65
18;42;2;18;31;45;47;48;72;87;31;29;48;53;29;31;47;48;48;53;72;87
26;0;24;25;27;16;40;35;20;8;37;23;35;30;8;20;23;30;35;35;37;40
22;15;39;19;11;1;24;20;18;1;37;22;23;13;1;13;18;20;22;23;24;37
27;16;36;17;48;21;60;39;62;37;66;52;61;28;28;37;39;52;60;61;62;66
22;25;41;35;37;3;53;13;45;25;78;24;54;26;13;24;25;26;45;53;54;78
35;1;23;44;11;23;33;47;-2;23;22;43;55;53;-2;22;23;33;43;47;53;55
15;43;33;41;1;18;8;26;31;60;19;44;37;42;8;19;26;31;37;42;44;60
6;26;43;25;14;28;16;33;34;54;46;62;21;34;16;21;33;34;34;46;54;62
20;30;2;8;46;12;61;13;74;37;37;-2;49;0;-2;0;13;37;37;49;61;74
18;21;21;10;10;40;15;51;26;41;13;44;11;30;11;13;15;26;30;41;44;51
2;19;35;49;37;16;33;3;55;29;72;43;84;52;3;29;33;43;52;55;72;84
33;16;34;37;41;8;73;37;37;10;58;31;69;33;10;31;33;37;37;58;69;73
36;2;48;42;15;10;39;38;-2;-8;48;58;55;40;-8;-2;38;39;40;48;55;58
39;34;12;14;13;48;37;69;46;76;9;58;8;57;8;9;37;46;57;58;69;76
13;5;9;24;6;49;8;53;-6;35;15;55;22;56;-6;8;15;22;35;53;55;56
38;44;7;20;10;35;39;60;41;73;-1;34;27;38;-1;27;34;38;39;41;60;73
0;18;22;3;38;42;36;32;42;46;54;45;24;38;24;32;36;38;42;45;46;54
26;13;9;26;10;19;25;25;12;17;12;14;19;36;12;12;14;17;19;25;25;36
19;17;27;16;6;36;24;50;13;37;19;58;11;42;11;13;19;24;37;42;50;58
11;43;41;12;29;39;25;37;64;77;58;68;22;41;22;25;37;41;58;64;68;77
40;0;3;21;27;0;50;26;9;-6;10;0;39;5;-6;0;5;9;10;26;39;50
32;43;30;36;43;48;61;66;66;88;66;61;68;68;61;61;66;66;66;68;68;88
46;18;34;30;46;0;91;38;59;16;75;21;58;11;11;16;21;38;58;59;75;91
14;5;46;14;26;11;40;6;12;5;66;44;31;25;5;6;12;25;31;40;44;66
30;27;47;14;44;7;55;31;71;15;81;48;39;12;12;15;31;39;48;55;71;81
36;37;23;4;48;12;74;28;75;33;51;17;34;11;11;17;28;33;34;51;74;75
25;21;30;23;10;1;27;24;30;7;39;29;29;15;7;15;24;27;29;29;30;39
40;0;18;4;39;30;72;62;33;16;48;32;34;30;16;30;32;33;34;48;62;72
36;13;39;33;41;23;67;39;54;21;68;58;55;37;21;37;39;54;55;58;67;68
30;31;19;1;31;15;49;28;61;32;32;22;26;-2;-2;22;26;28;32;32;49;61
30;13;30;11;12;9;25;23;10;2;31;29;8;9;2;8;9;10;23;25;29;31
