q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;q1p2;q1p3;s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[3, 4];s[3, 5];s[3, 6];s[3, 7];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15
2;25;42;17;48;1;40;24;34;-8;25;23;71;16;52;40;70;23;74;66;61;15;44;25;-8;15;16;23;23;25;25;34;40;44;52;61;66;70;71;74
13;16;3;13;23;23;49;7;27;36;52;4;26;23;61;15;21;12;34;3;17;31;62;11;3;4;11;12;15;17;21;23;26;27;31;34;36;52;61;62
32;5;18;25;32;16;10;2;57;39;23;22;18;1;-3;-2;41;17;23;16;41;41;31;26;-3;-2;1;16;17;18;22;23;23;26;31;39;41;41;41;57
39;49;40;22;2;21;11;32;40;47;33;69;47;69;54;64;24;57;31;54;22;40;18;36;18;22;24;31;33;36;40;40;47;47;54;54;57;64;69;69
43;11;48;27;12;17;46;5;39;56;70;40;11;13;38;-4;55;56;80;50;38;24;53;12;-4;11;12;13;24;38;38;39;40;50;53;55;56;56;70;80
19;2;25;11;21;11;35;21;33;29;36;29;22;-6;32;9;45;18;56;36;32;3;38;13;-6;3;9;13;18;22;29;29;32;32;33;36;36;38;45;56
23;44;8;16;36;39;29;25;49;48;37;30;62;71;55;60;26;40;32;14;36;50;35;30;14;26;30;30;32;35;36;37;40;48;49;50;55;60;62;71
48;37;45;18;16;3;33;7;51;40;67;39;42;21;52;39;61;40;67;40;17;18;35;10;10;17;18;21;35;39;39;40;40;40;42;51;52;61;67;67
12;1;38;41;25;21;9;34;23;13;8;36;18;2;-6;23;53;45;45;71;63;55;40;60;-6;2;8;13;18;23;23;36;40;45;45;53;55;60;63;71
48;4;11;44;11;22;29;30;49;61;70;65;14;16;21;20;16;14;21;40;55;59;68;69;14;14;16;16;20;21;21;40;49;55;59;61;65;68;69;70
19;39;31;38;9;49;7;34;25;63;15;36;36;82;46;63;33;76;22;63;43;76;41;72;15;22;25;33;36;36;41;43;46;63;63;63;72;76;76;82
37;44;10;18;7;23;24;0;32;53;60;26;42;61;60;28;15;30;14;5;6;37;30;1;1;5;6;14;15;26;28;30;30;32;37;42;53;60;60;61
3;21;9;42;35;10;9;29;31;-2;-7;22;50;14;21;40;27;11;9;29;57;46;33;63;-7;-2;9;11;14;21;22;27;29;31;33;40;46;50;57;63
42;47;41;31;5;8;7;40;40;30;44;82;41;54;38;68;29;30;30;69;32;25;30;51;25;29;30;30;30;30;32;38;40;41;44;51;54;68;69;82
34;6;5;18;32;10;10;12;46;31;40;34;23;15;6;5;26;-1;6;-3;43;9;26;24;-3;-1;5;6;6;9;15;23;24;26;26;31;34;40;43;46
34;3;40;5;24;6;0;3;52;31;31;24;16;-1;-1;-6;55;27;22;29;17;7;-7;1;-7;-6;-1;-1;1;7;16;17;22;24;27;29;31;31;52;55
49;31;37;12;47;2;14;10;86;34;60;52;77;20;28;21;66;19;51;32;53;8;17;4;4;8;17;19;20;21;28;32;34;51;52;53;60;66;77;86
27;8;13;24;12;28;21;48;28;45;34;56;5;32;22;39;8;30;26;54;27;38;40;71;5;8;22;26;27;28;30;32;34;38;39;40;45;54;56;71
48;30;39;41;24;39;47;4;72;70;84;48;43;62;59;32;48;75;82;33;61;66;87;35;32;33;35;43;48;48;59;61;62;66;70;72;75;82;84;87
14;41;24;43;48;8;35;26;44;17;31;25;69;30;63;54;61;22;59;45;71;40;75;50;17;22;25;30;31;40;44;45;50;54;59;61;63;69;71;75
4;32;47;29;22;41;35;36;13;44;31;40;35;65;67;52;64;73;66;65;46;57;61;52;13;31;35;40;44;46;52;52;57;61;64;65;65;66;67;73
8;39;13;28;4;34;35;39;-3;23;23;34;41;66;65;70;4;36;46;40;26;57;63;56;-3;4;23;23;26;34;36;40;41;46;56;57;63;65;66;70
48;0;23;7;49;2;28;41;92;47;59;73;30;-12;20;28;55;14;35;53;44;-2;30;40;-12;-2;14;20;28;30;30;35;40;44;47;53;55;59;73;92
30;8;13;46;27;26;8;2;51;46;21;16;27;19;9;0;20;20;11;0;67;59;41;32;0;0;9;11;16;19;20;20;21;27;32;41;46;51;59;67
30;3;11;35;29;47;47;25;40;74;72;53;13;37;41;8;32;38;40;24;47;71;62;41;8;13;24;32;37;38;40;40;41;41;47;53;62;71;72;74
29;14;6;37;26;6;37;4;45;30;56;30;40;9;49;17;32;2;41;1;47;36;54;35;1;2;9;17;30;30;32;35;36;40;41;45;47;49;54;56
36;19;9;6;23;39;43;11;52;72;74;37;25;41;47;10;15;38;35;7;22;41;39;6;6;7;10;15;22;25;35;37;38;39;41;41;47;52;72;74
25;20;18;21;44;42;32;48;54;60;56;68;45;58;32;64;61;40;39;58;65;51;40;53;32;39;40;40;45;51;53;54;56;58;58;60;61;64;65;68
35;27;30;7;14;9;16;17;42;30;37;38;25;21;39;36;41;36;31;44;2;1;14;8;1;2;8;14;21;25;30;31;36;36;37;38;39;41;42;44
8;28;10;31;3;8;23;25;10;4;27;31;30;27;31;50;-3;3;13;34;28;28;45;44;-3;3;4;10;13;27;27;28;28;30;31;31;34;44;45;50
21;47;16;22;1;11;47;3;3;22;49;16;38;48;77;34;14;17;59;16;11;15;62;11;3;11;11;14;15;16;16;17;22;34;38;48;49;59;62;77
37;11;23;40;7;5;20;6;42;28;49;26;12;9;26;5;16;8;42;11;27;41;56;44;5;8;9;11;12;16;26;26;27;28;41;42;42;44;49;56
47;10;43;12;13;10;12;46;60;49;47;73;19;1;21;52;50;39;50;86;6;19;6;58;1;6;6;19;19;21;39;47;49;50;50;52;58;60;73;86
8;19;26;45;48;15;33;1;47;10;25;-1;52;31;39;18;67;34;47;13;87;58;77;37;-1;10;13;18;25;31;34;37;39;47;47;52;58;67;77;87
24;0;4;30;26;21;25;11;36;40;48;21;25;14;24;-7;26;21;26;11;41;48;48;38;-7;11;14;21;21;24;25;26;26;36;38;40;41;48;48;48
1;5;30;43;32;42;3;4;21;23;-13;-4;27;41;-6;-4;57;67;20;25;65;85;41;45;-13;-6;-4;-4;20;21;23;25;27;41;41;45;57;65;67;85
3;22;21;39;45;7;41;3;32;3;30;-1;60;10;53;16;52;20;43;4;78;36;80;41;-1;3;4;10;16;20;30;32;36;41;43;52;53;60;78;80
43;19;8;9;19;26;37;37;47;59;74;78;24;45;45;49;18;28;31;37;22;34;43;33;18;22;24;28;31;33;34;37;43;45;45;47;49;59;74;78
15;23;4;38;30;41;19;40;44;44;20;53;45;55;35;62;33;33;5;44;49;65;43;58;5;20;33;33;35;43;44;44;44;45;49;53;55;58;62;65
38;24;7;39;40;1;49;47;69;36;74;77;51;14;66;69;33;-6;52;50;79;38;86;76;-6;14;33;36;38;50;51;52;66;69;69;74;76;77;79;86
46;30;2;36;10;36;43;13;54;78;78;44;30;46;60;36;7;35;26;7;38;67;72;36;7;7;26;30;35;36;36;38;44;46;54;60;67;72;78;78
27;36;26;6;36;12;46;42;61;38;68;61;68;31;82;77;58;34;54;66;33;1;39;47;1;31;33;34;38;39;47;54;58;61;61;66;68;68;77;82
27;22;44;31;38;45;30;25;48;65;48;38;44;63;38;29;68;88;62;63;63;62;61;43;29;38;38;43;44;48;48;61;62;62;63;63;63;65;68;88
23;24;12;5;1;33;27;34;4;53;45;43;14;56;51;45;2;36;35;39;-7;34;18;27;-7;2;4;14;18;27;34;35;36;39;43;45;45;51;53;56
48;39;40;29;9;44;31;42;47;90;66;86;47;72;64;70;35;67;65;66;30;53;60;60;30;35;47;47;53;60;60;64;65;66;66;67;70;72;86;90
38;23;35;10;25;33;42;43;45;56;62;62;35;43;58;66;43;60;61;65;21;26;46;44;21;26;35;43;43;44;45;46;56;58;60;61;62;62;65;66
32;11;13;41;15;35;25;40;29;63;47;52;17;27;17;34;28;39;28;52;43;58;61;69;17;17;27;28;28;29;34;39;43;47;52;52;58;61;63;69
38;45;41;20;37;12;4;40;65;48;23;66;67;37;48;73;63;48;31;76;48;18;6;57;6;18;23;31;37;48;48;48;48;57;63;65;66;67;73;76
36;39;16;36;2;1;43;22;22;17;59;48;35;33;70;45;8;7;45;18;38;27;70;38;7;8;17;18;22;27;33;35;38;38;45;45;48;59;70;70
3;25;19;45;40;37;5;29;35;32;-7;16;54;48;25;53;42;46;19;40;65;64;34;64;-7;16;19;25;32;34;35;40;42;46;48;53;54;64;64;65
12;44;25;15;16;2;16;46;10;5;16;40;60;40;45;77;29;9;40;62;15;6;22;44;5;6;9;10;15;16;22;29;40;40;40;44;45;60;62;77
1;29;5;33;25;5;14;10;21;-2;5;2;40;18;25;23;28;2;2;14;42;27;28;23;-2;2;2;2;5;14;18;21;23;23;25;27;28;28;40;42
7;33;9;21;32;46;40;49;25;51;39;42;57;75;53;67;33;41;46;52;38;66;48;58;25;33;38;39;41;42;46;48;51;52;53;57;58;66;67;75
15;8;40;32;22;0;24;6;37;-2;38;8;21;-1;28;1;55;27;61;42;45;13;48;22;-2;-1;1;8;13;21;22;27;28;37;38;42;45;48;55;61
2;44;2;30;45;24;12;20;40;13;7;15;86;64;44;59;32;15;10;7;74;42;39;31;7;7;10;13;15;15;31;32;39;40;42;44;59;64;74;86
23;8;7;41;25;32;40;17;48;45;49;25;15;37;39;9;24;23;30;14;60;65;69;50;9;14;15;23;24;25;30;37;39;45;48;49;50;60;65;69
21;7;16;15;9;2;46;14;29;22;55;32;-2;7;53;10;7;17;43;11;14;8;51;18;-2;7;7;8;10;11;14;17;18;22;29;32;43;51;53;55
12;35;18;5;25;40;29;38;24;36;28;34;57;71;64;68;28;56;45;37;16;40;29;26;16;24;26;28;28;29;34;36;37;40;45;56;57;64;68;71
39;34;28;16;29;34;36;43;64;67;68;72;53;52;58;75;40;57;44;54;25;32;34;46;25;32;34;40;44;46;52;53;54;57;58;64;67;68;72;75
48;11;41;24;4;41;8;20;32;78;45;56;1;47;13;25;44;63;29;56;11;50;16;30;1;11;13;16;25;29;30;32;44;45;47;50;56;56;63;78
11;48;27;19;25;39;4;34;27;50;5;28;62;70;48;65;45;51;19;50;27;44;20;37;5;19;20;27;27;28;37;44;45;48;50;50;51;62;65;70
29;4;31;41;48;21;23;47;67;50;45;69;36;19;25;37;74;33;52;73;75;59;54;74;19;25;33;36;37;45;50;52;54;59;67;69;73;74;74;75
20;6;19;12;48;0;4;6;65;11;17;21;41;-8;-6;3;66;2;14;18;57;-7;13;6;-8;-7;-6;2;3;6;11;13;14;17;18;21;41;57;65;66
41;18;47;27;35;16;12;49;70;48;51;83;39;33;15;53;65;52;45;85;55;40;25;66;15;25;33;39;40;45;48;51;52;53;55;65;66;70;83;85
7;5;37;46;34;34;43;11;28;31;45;6;36;23;36;15;59;63;67;42;60;66;72;44;6;15;23;28;31;36;36;42;44;45;59;60;63;66;67;72
49;2;13;47;1;32;32;45;30;61;67;93;-17;15;26;43;0;38;39;52;41;72;61;89;-17;0;15;26;30;38;39;41;43;52;61;61;67;72;89;93
18;17;45;39;4;44;25;41;6;55;42;49;8;58;39;54;44;75;62;75;41;63;52;72;6;8;39;41;42;44;49;52;54;55;58;62;63;72;75;75
18;9;44;1;38;28;5;31;37;40;23;40;36;37;14;22;62;68;41;65;25;24;4;32;4;14;22;23;24;25;32;36;37;37;40;40;41;62;65;68
14;6;36;44;36;2;41;23;43;9;39;17;26;8;45;11;64;19;57;49;66;46;80;66;8;9;11;17;19;26;39;43;45;46;49;57;64;66;66;80
22;33;15;33;11;46;26;42;21;58;42;64;37;75;40;65;24;43;30;52;26;75;52;66;21;24;26;30;37;40;42;43;52;52;58;64;65;66;75;75
44;28;45;42;29;6;22;26;64;32;51;63;50;26;38;53;59;36;63;59;51;43;52;66;26;32;36;38;43;50;51;51;52;53;59;59;63;63;64;66
34;46;6;27;49;15;11;38;63;46;40;70;82;49;54;81;54;18;-2;35;67;38;26;50;-2;18;26;35;38;40;46;49;50;54;54;63;67;70;81;82
23;42;18;4;43;31;13;37;52;48;34;40;71;59;46;75;57;31;18;44;29;26;3;31;3;18;26;29;31;31;34;40;44;46;48;52;57;59;71;75
34;9;29;32;14;29;37;5;35;43;56;33;14;37;39;12;24;48;61;25;46;46;61;25;12;14;24;25;25;33;35;37;39;43;46;46;48;56;61;61
28;31;35;31;9;5;40;47;32;31;62;74;33;28;51;77;43;20;68;63;28;17;53;75;17;20;28;28;31;32;33;43;51;53;62;63;68;74;75;77
39;9;46;32;38;17;23;40;73;43;45;65;37;12;28;48;72;55;68;67;61;48;50;72;12;28;37;43;45;48;48;50;55;61;65;67;68;72;72;73
23;22;0;32;27;35;29;33;35;41;45;56;32;39;51;39;22;28;9;31;52;56;56;62;9;22;28;31;32;35;39;39;41;45;51;52;56;56;56;62
37;11;28;7;12;3;16;40;46;32;33;70;16;12;22;40;33;31;30;60;2;3;13;38;2;3;12;13;16;22;30;31;32;33;33;38;40;46;60;70
37;34;35;20;39;27;41;19;59;51;71;50;68;56;66;37;64;51;57;45;59;30;47;25;25;30;37;45;47;50;51;51;56;57;59;59;64;66;68;71
29;22;37;12;12;16;25;43;38;29;42;71;23;24;37;49;44;48;54;68;15;16;26;52;15;16;23;24;26;29;37;38;42;44;48;49;52;54;68;71
26;34;31;44;20;6;38;43;43;31;61;60;39;30;56;60;48;35;59;70;54;47;78;87;30;31;35;39;43;47;48;54;56;59;60;60;61;70;78;87
48;48;7;21;10;32;48;19;56;79;80;58;45;63;88;65;12;24;49;16;28;42;69;40;12;16;24;28;40;42;45;49;56;58;63;65;69;79;80;88
0;3;36;36;9;2;34;5;2;-17;18;5;-4;4;23;-11;28;36;66;30;35;28;65;31;-17;-11;-4;2;4;5;18;23;28;28;30;31;35;36;65;66
17;7;7;42;35;24;2;9;51;35;0;26;39;20;0;3;30;25;2;2;72;47;44;47;0;0;2;2;3;20;25;26;30;35;39;44;47;47;51;72
27;0;0;31;29;15;37;14;47;29;53;31;21;11;18;-6;29;5;27;-3;51;34;53;25;-6;-3;5;11;18;21;25;27;29;29;31;34;47;51;53;53
18;6;40;6;23;43;19;28;29;53;28;44;13;34;13;24;51;63;53;57;18;43;8;22;8;13;13;18;22;24;28;29;34;43;44;51;53;53;57;63
39;30;38;43;46;4;16;14;75;29;54;33;61;33;41;30;81;39;36;42;75;39;57;57;29;30;33;33;36;39;39;41;42;54;57;57;61;75;75;81
27;28;17;0;11;39;21;30;37;58;43;45;31;57;36;39;19;56;38;29;10;27;2;26;2;10;19;26;27;29;31;36;37;38;39;43;45;56;57;58
21;8;31;40;39;34;14;4;60;41;23;14;38;32;3;9;57;49;27;15;64;65;36;24;3;9;14;15;23;24;27;32;36;38;41;49;57;60;64;65
4;28;34;3;17;5;33;49;4;-6;23;48;37;22;55;63;45;31;53;69;12;-10;21;50;-10;-6;4;12;21;22;23;31;37;45;48;50;53;55;63;69
40;23;22;8;30;40;29;24;52;66;57;61;36;43;52;43;49;51;51;36;21;42;35;28;21;28;35;36;36;42;43;43;49;51;51;52;52;57;61;66
37;39;20;14;1;21;8;35;23;41;39;71;22;46;33;72;2;24;8;40;12;23;19;43;2;8;12;19;22;23;23;24;33;39;40;41;43;46;71;72
27;6;10;2;37;34;0;3;59;41;7;13;31;22;1;-8;35;40;-3;10;36;35;-18;-8;-18;-8;-8;-3;1;7;10;13;22;31;35;35;36;40;41;59
11;20;4;33;8;12;37;20;6;21;40;23;11;26;56;33;10;16;30;6;37;34;54;36;6;6;10;11;16;21;23;26;30;33;34;36;37;40;54;56
19;45;30;2;46;31;29;40;49;38;31;45;90;63;59;82;72;58;56;68;39;31;23;25;23;25;31;31;38;39;45;49;56;58;59;63;68;72;82;90
31;45;8;39;26;30;8;13;55;55;28;34;55;73;47;53;27;20;-1;17;46;53;28;43;-1;17;20;27;28;28;34;43;46;47;53;53;55;55;55;73
8;24;17;31;4;6;39;10;-8;10;42;15;9;24;60;22;15;8;56;22;30;34;61;35;-8;8;9;10;15;15;22;22;24;30;34;35;42;56;60;61
32;32;7;13;43;9;29;38;57;37;49;70;67;27;60;69;38;12;29;31;36;9;41;43;9;12;27;29;31;36;37;38;41;43;49;57;60;67;69;70
46;15;40;28;12;24;20;34;55;61;62;68;24;29;24;36;45;60;55;65;21;43;40;47;21;24;24;29;36;40;43;45;47;55;55;60;61;62;65;68
2;30;34;48;42;13;21;41;32;11;9;24;60;34;50;70;61;31;52;75;76;53;65;75;9;11;24;31;32;34;50;52;53;60;61;65;70;75;75;76
32;34;27;40;16;4;25;46;38;24;50;71;46;21;53;77;34;26;42;62;44;36;60;78;21;24;26;34;36;38;42;44;46;50;53;60;62;71;77;78
23;42;15;41;12;17;8;23;30;26;29;37;43;47;47;57;19;14;7;34;34;45;49;46;7;14;19;26;29;30;34;34;37;43;45;46;47;47;49;57
46;32;41;38;23;2;35;44;63;31;72;86;51;21;64;70;61;31;58;79;50;25;69;76;21;25;31;31;50;51;58;61;63;64;69;70;72;76;79;86
44;30;14;47;15;7;23;1;53;49;64;44;25;23;40;20;15;1;27;-5;49;49;54;29;-5;1;15;20;23;25;27;29;40;44;49;49;49;53;54;64
23;41;13;13;47;5;7;31;70;19;11;48;69;34;38;67;56;3;11;32;44;11;9;30;3;9;11;11;11;19;30;32;34;38;44;48;56;67;69;70
18;47;31;44;48;41;1;44;57;59;14;50;87;69;36;77;71;64;18;56;88;81;26;69;14;18;26;36;50;56;57;59;64;69;69;71;77;81;87;88
8;45;0;33;35;33;47;17;40;26;41;16;70;65;81;44;30;19;33;-2;54;46;69;31;-2;16;19;26;30;31;33;40;41;44;46;54;65;69;70;81
49;17;43;34;8;2;33;48;43;35;65;78;20;19;50;58;42;43;64;85;26;22;59;81;19;20;22;26;35;42;43;43;50;58;59;64;65;78;81;85
21;32;24;43;47;30;18;2;53;43;19;17;77;54;47;30;58;50;29;21;73;73;57;28;17;19;21;28;29;30;43;47;50;53;54;57;58;73;73;77
45;26;25;3;0;2;13;0;34;28;54;30;21;22;36;21;10;17;34;7;-4;-15;15;2;-15;-4;2;7;10;15;17;21;21;22;28;30;34;34;36;54
48;0;30;47;19;9;42;37;57;38;88;76;14;2;29;27;45;22;54;55;56;46;72;65;2;14;22;27;29;38;45;46;54;55;56;57;65;72;76;88
49;33;35;24;37;39;1;40;66;77;36;74;58;58;30;53;67;73;28;65;42;53;18;54;18;28;30;36;42;53;53;54;58;58;65;66;67;73;74;77
28;48;11;0;41;15;37;33;69;41;62;52;75;47;72;64;48;24;34;43;34;14;23;14;14;14;23;24;34;34;41;43;47;48;52;62;64;69;72;75
26;9;3;44;1;44;7;33;17;51;33;49;-5;41;1;27;-7;37;-7;35;36;75;51;68;-7;-7;-5;1;17;27;33;35;36;37;41;49;51;51;68;75
43;23;29;2;23;17;16;25;63;56;47;60;38;24;30;30;44;44;41;43;6;2;4;9;2;4;6;9;24;30;30;38;41;43;44;44;47;56;60;63
19;17;48;46;18;39;16;19;29;52;26;22;28;36;26;23;65;80;60;63;48;72;61;64;22;23;26;26;28;29;36;48;52;60;61;63;64;65;72;80
47;3;44;15;39;6;21;9;79;44;57;49;32;7;20;6;69;48;52;39;42;17;32;4;4;6;7;17;20;32;32;39;42;44;48;49;52;57;69;79
20;13;20;11;5;29;31;0;13;36;32;0;14;41;34;13;24;29;42;8;-3;25;22;-1;-3;-1;0;8;13;13;14;22;24;25;29;32;34;36;41;42
7;17;44;18;39;22;17;40;42;10;15;34;43;22;27;52;71;51;44;74;55;30;26;52;10;15;22;26;27;30;34;42;43;44;51;52;52;55;71;74
12;1;20;32;40;32;4;14;34;39;-1;19;37;30;1;10;58;51;22;30;68;60;22;31;-1;1;10;19;22;22;30;30;31;34;37;39;51;58;60;68
8;44;25;10;25;8;33;18;32;10;36;16;52;51;75;48;41;22;53;27;32;12;28;26;10;12;16;22;26;27;28;32;32;36;41;48;51;52;53;75
48;5;18;3;28;43;13;2;68;71;61;34;22;42;5;-7;30;55;18;12;29;39;14;-14;-14;-7;5;12;14;18;22;29;30;34;39;42;55;61;68;71
35;41;9;39;33;4;1;40;54;36;18;58;74;32;23;67;22;6;4;40;53;34;30;77;4;6;18;22;23;30;32;34;36;40;53;54;58;67;74;77
35;32;3;33;20;48;38;41;35;83;59;71;44;66;56;61;19;49;41;39;37;70;53;61;19;35;37;39;41;44;49;53;56;59;61;61;66;70;71;83
9;46;44;12;33;23;12;28;29;23;7;29;71;50;51;71;74;53;46;66;35;15;24;33;7;15;23;24;29;29;33;35;46;50;51;53;66;71;71;74
0;41;7;14;15;29;41;12;4;28;38;4;42;63;77;33;6;35;30;0;13;25;43;11;0;4;4;6;11;13;25;28;30;33;35;38;42;43;63;77
14;15;14;33;14;14;42;18;14;27;36;21;11;15;49;19;25;22;49;24;41;33;75;31;11;14;15;19;21;22;24;25;27;31;33;36;41;49;49;75
36;45;38;27;12;6;15;33;46;30;49;51;47;33;41;61;36;28;33;63;26;30;41;53;26;28;30;30;33;33;36;41;41;46;47;49;51;53;61;63
47;31;4;41;49;8;13;33;84;54;43;66;72;27;31;59;35;5;5;27;79;39;34;61;5;5;27;27;31;34;35;39;43;54;59;61;66;72;79;84
38;41;14;28;28;36;46;20;53;68;79;46;59;66;85;51;34;30;48;32;44;56;62;33;30;32;33;34;44;46;48;51;53;56;59;62;66;68;79;85
6;37;5;34;28;34;25;0;16;32;30;4;53;62;54;22;31;25;23;0;49;55;55;32;0;4;16;22;23;25;30;31;32;32;49;53;54;55;55;62
36;9;40;23;34;28;37;5;57;58;64;37;30;29;32;12;57;49;67;29;41;45;48;14;12;14;29;29;30;32;37;41;45;48;49;57;57;58;64;67
30;32;45;25;15;12;33;39;42;38;49;64;45;35;49;53;55;40;67;75;36;27;48;64;27;35;36;38;40;42;45;48;49;49;53;55;64;64;67;75
7;3;41;1;23;23;42;35;29;21;47;24;23;25;44;27;53;56;77;71;14;15;41;27;14;15;21;23;24;25;27;27;29;41;44;47;53;56;71;77
13;1;37;12;29;37;30;47;37;48;35;49;29;22;25;31;52;54;67;76;24;43;28;45;22;24;25;28;29;31;35;37;43;45;48;49;52;54;67;76
49;5;5;43;10;25;33;38;46;62;69;87;-1;10;19;40;-5;24;20;37;43;54;63;79;-5;-1;10;19;20;24;37;40;43;46;54;62;63;69;79;87
16;41;3;35;29;22;45;20;34;36;49;21;63;61;80;51;23;13;44;11;59;57;64;36;11;13;21;23;34;36;36;44;49;51;57;59;61;63;64;80
38;8;18;22;4;8;35;39;31;44;68;77;-6;-2;41;32;13;17;41;53;20;13;45;48;-6;-2;13;13;17;20;31;32;41;41;44;45;48;53;68;77
49;10;20;10;26;10;20;29;73;43;57;65;16;10;13;21;38;17;39;42;18;2;12;30;2;10;12;13;16;17;18;21;30;38;39;42;43;57;65;73
10;46;26;22;34;34;41;34;35;40;34;27;74;61;73;78;48;46;66;46;54;52;61;39;27;34;35;39;40;46;46;48;52;54;61;61;66;73;74;78
45;24;30;13;49;33;21;19;83;75;60;57;64;56;32;42;61;51;51;46;61;26;26;12;12;26;26;32;42;46;51;51;56;57;60;61;61;64;75;83
34;32;0;38;0;8;5;44;17;36;33;63;13;23;36;60;-19;1;-14;24;35;27;29;77;-19;-14;1;13;17;23;24;27;29;33;35;36;36;60;63;77
24;44;4;31;28;10;46;31;46;21;68;46;57;38;86;74;21;9;37;33;59;21;65;54;9;21;21;21;33;37;38;46;46;54;57;59;65;68;74;86
21;3;35;8;3;46;40;14;24;58;55;34;2;34;40;16;26;73;65;33;0;43;29;12;0;2;12;16;24;26;29;33;34;34;40;43;55;58;65;73
5;22;36;24;43;1;12;1;47;-5;-2;-11;50;14;18;9;77;34;39;33;52;15;24;16;-11;-5;-2;9;14;15;16;18;24;33;34;39;47;50;52;77
28;23;7;11;20;29;26;15;41;38;48;40;29;50;33;36;22;28;31;2;16;29;23;9;2;9;16;22;23;28;29;29;31;33;36;38;40;41;48;50
32;2;41;46;25;10;49;27;52;31;70;41;11;2;51;26;50;46;73;54;62;36;94;54;2;11;26;31;36;41;46;50;51;52;54;54;62;70;73;94
14;30;33;42;17;41;43;26;18;51;52;20;38;66;71;54;43;67;71;39;52;66;79;60;18;20;38;39;43;51;52;52;54;60;66;66;67;71;71;79
0;24;46;7;11;18;28;2;6;8;24;-15;31;33;34;22;49;55;63;41;14;21;34;7;-15;6;7;8;14;21;22;24;31;33;34;34;41;49;55;63
45;24;40;37;34;31;39;6;69;71;70;44;57;46;52;18;69;57;61;38;62;55;58;24;18;24;38;44;46;52;55;57;57;58;61;62;69;69;70;71
38;39;40;44;5;41;42;6;40;69;61;34;28;73;79;41;30;77;75;26;37;82;86;48;26;28;30;34;37;40;41;48;61;69;73;75;77;79;82;86
32;14;1;5;34;20;44;35;53;34;71;52;31;15;45;31;33;20;36;30;35;5;41;22;5;15;20;22;30;31;31;33;34;35;36;41;45;52;53;71
31;49;38;38;11;6;34;37;24;24;46;60;41;44;67;67;39;24;71;56;36;40;72;72;24;24;24;36;39;40;41;44;46;56;60;67;67;71;72;72
42;45;37;4;38;45;20;43;77;70;62;77;70;76;50;69;72;69;47;65;26;35;17;34;17;26;34;35;47;50;62;65;69;69;70;70;72;76;77;77
4;28;41;35;10;20;6;10;11;16;-3;8;35;30;33;33;36;55;36;35;43;44;23;32;-3;8;11;16;23;30;32;33;33;35;35;36;36;43;44;55
27;49;32;10;12;11;22;17;38;23;49;35;56;40;69;65;24;39;51;47;11;7;15;23;7;11;15;23;23;24;35;38;39;40;47;49;51;56;65;69
11;20;14;23;12;22;21;28;21;30;26;31;18;30;37;36;7;22;33;35;28;39;25;44;7;18;21;22;25;26;28;30;30;31;33;35;36;37;39;44
37;38;22;39;48;22;9;45;80;53;27;79;81;53;38;67;50;31;16;57;74;51;33;84;16;27;31;33;38;50;51;53;53;57;67;74;79;80;81;84
24;20;21;21;30;12;31;13;43;24;45;29;33;28;37;21;50;28;45;25;32;17;34;34;17;21;24;25;28;28;29;32;33;34;34;37;43;45;45;50
16;2;13;25;38;8;6;22;35;16;18;31;28;-8;-8;18;45;17;9;15;49;20;25;41;-8;-8;9;15;16;17;18;18;20;25;28;31;35;41;45;49
1;38;41;19;11;18;24;35;5;16;14;20;31;55;53;64;49;54;59;72;22;27;38;42;5;14;16;20;22;27;31;38;42;49;53;54;55;59;64;72
15;23;48;11;18;34;32;18;16;40;29;15;25;46;49;40;49;71;69;46;14;29;36;23;14;15;16;23;25;29;29;36;40;40;46;46;49;49;69;71
49;2;42;24;40;35;33;15;73;74;77;58;38;17;31;6;66;68;62;39;59;51;53;31;6;17;31;31;38;39;51;53;58;59;62;66;68;73;74;77
23;4;19;5;26;39;26;18;49;56;49;34;26;23;16;11;41;50;33;25;17;29;28;13;11;13;16;17;23;25;26;28;29;33;34;41;49;49;50;56
13;8;35;25;14;31;19;38;19;33;27;32;13;21;7;41;48;56;54;58;32;42;36;55;7;13;19;21;27;32;32;33;36;41;42;48;54;55;56;58
41;26;24;21;22;15;46;16;45;39;82;43;45;27;69;34;37;28;62;26;32;30;63;23;23;26;27;28;30;32;34;37;39;43;45;45;62;63;69;82
40;43;45;31;29;22;47;17;56;53;74;37;55;51;74;48;72;48;72;44;59;40;68;37;37;37;40;44;48;48;51;53;55;56;59;68;72;72;74;74
38;30;26;4;28;17;22;22;66;48;47;57;39;32;43;44;50;32;41;41;13;18;26;25;13;18;25;26;32;32;39;41;41;43;44;47;48;50;57;66
30;47;30;17;13;25;0;12;33;46;30;29;52;59;42;55;43;51;28;23;19;42;15;26;15;19;23;26;28;29;30;33;42;42;43;46;51;52;55;59
