q0p0;q0p1;q0p2;q1p0;q1p1;q1p2;q2p0;q2p1;q2p2;s[0, 3];s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[0, 8];s[1, 3];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[1, 8];s[2, 3];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[2, 8];s[3, 6];s[3, 7];s[3, 8];s[4, 6];s[4, 7];s[4, 8];s[5, 6];s[5, 7];s[5, 8];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15;cost_ranking 16;cost_ranking 17;cost_ranking 18;cost_ranking 19;cost_ranking 20;cost_ranking 21;cost_ranking 22;cost_ranking 23;cost_ranking 24;cost_ranking 25;cost_ranking 26
29;15;10;27;31;9;48;42;39;41;59;23;57;67;65;35;29;18;60;49;50;26;23;13;39;50;49;75;52;56;65;62;67;52;31;41;13;18;23;23;26;29;31;35;39;41;41;49;49;50;50;52;52;56;57;59;60;62;65;65;67;67;75
30;33;40;37;12;8;49;36;0;50;28;19;64;60;24;65;40;33;79;49;29;63;32;44;87;73;32;81;60;29;55;28;6;45;42;1;1;6;19;24;28;28;29;29;32;32;33;40;42;44;45;49;50;55;60;60;63;64;65;73;79;81;87
11;47;36;15;27;37;4;4;7;15;36;47;15;3;-1;58;74;66;42;43;45;32;52;65;27;30;38;6;6;8;30;28;24;32;27;28;-1;3;6;6;8;15;15;24;27;27;28;28;30;30;32;32;36;38;42;43;45;47;52;58;65;66;74
38;1;29;7;39;26;4;39;10;36;68;60;23;71;41;2;40;11;-5;28;-4;16;65;39;27;55;38;-5;40;11;39;66;42;11;58;19;-5;-5;-4;2;11;11;11;16;19;23;27;28;36;38;39;39;40;40;41;42;55;58;60;65;66;68;71
40;26;35;12;24;12;15;13;24;44;52;47;36;34;50;24;35;33;25;22;50;43;54;44;39;47;56;9;16;30;27;35;42;22;10;32;9;10;16;22;22;24;25;27;30;32;33;34;35;35;36;39;42;43;44;44;47;47;50;50;52;54;56
34;0;11;18;36;38;15;20;37;51;60;52;48;51;58;7;36;38;6;6;35;10;39;41;7;30;39;24;21;35;41;52;66;43;57;59;6;6;7;7;10;21;24;30;35;35;36;38;39;39;41;41;43;48;51;51;52;52;57;58;59;60;66
14;41;12;3;3;35;35;17;16;4;1;48;38;19;15;30;30;59;65;57;54;13;10;37;35;18;20;28;10;17;32;2;11;54;52;47;1;2;4;10;10;11;13;15;17;18;19;20;28;30;30;32;35;37;38;47;48;52;54;54;57;59;65
45;40;47;30;35;45;31;10;13;72;74;70;71;46;54;67;65;75;61;30;49;57;75;80;68;52;55;46;22;30;50;40;30;74;51;42;22;30;30;30;40;42;46;46;49;50;51;52;54;55;57;61;65;67;68;70;71;72;74;74;75;75;80
1;33;10;6;6;27;12;6;40;-12;-5;8;3;-1;34;26;29;52;27;24;54;11;14;26;17;-1;31;16;-4;27;16;-6;26;37;20;62;-12;-6;-5;-4;-1;-1;3;8;11;14;16;16;17;20;24;26;26;26;27;27;29;31;34;37;52;54;62
45;33;16;14;18;44;34;22;4;53;48;88;74;64;48;47;46;64;65;48;34;15;15;51;42;26;13;35;18;6;48;31;21;67;55;42;6;13;15;15;18;21;26;31;34;35;42;42;46;47;48;48;48;48;51;53;55;64;64;65;67;74;88
38;38;42;9;17;20;36;17;4;32;49;49;69;55;35;30;42;51;74;44;37;41;58;51;60;43;40;29;6;-6;42;20;10;45;27;23;-6;6;10;20;23;27;29;30;32;35;37;40;41;42;42;43;44;45;49;49;51;51;55;58;60;69;74
0;5;6;22;16;29;4;10;20;13;10;28;-12;5;15;16;1;22;-11;-4;8;17;2;23;9;0;14;23;14;36;4;11;27;23;36;32;-12;-11;-4;0;1;2;4;5;8;9;10;11;13;14;14;15;16;17;22;23;23;23;27;28;32;36;36
0;0;35;6;40;29;36;11;1;-5;27;9;26;6;-18;1;27;23;32;-5;-8;40;71;49;61;36;27;28;10;2;64;48;36;52;20;28;-18;-8;-5;-5;1;2;6;9;10;20;23;26;27;27;27;28;28;32;36;36;40;48;49;52;61;64;71
17;0;21;11;5;18;4;11;44;21;21;19;3;26;59;-1;-5;7;-1;-6;35;29;7;39;5;26;64;11;7;44;-4;14;40;4;14;58;-6;-5;-4;-1;-1;3;4;5;7;7;7;11;14;14;19;21;21;26;26;29;35;39;40;44;58;59;64
11;7;32;45;33;2;12;30;38;37;42;-7;14;36;34;49;24;0;5;30;41;61;61;29;25;57;65;49;75;68;44;62;70;1;21;22;-7;0;1;5;14;21;22;24;25;29;30;34;36;37;41;42;44;49;49;57;61;61;62;65;68;70;75
45;31;30;42;16;18;41;44;38;71;53;63;84;76;64;59;45;38;69;57;54;52;42;37;70;59;55;70;69;62;56;40;45;40;57;40;37;38;40;40;40;42;45;45;52;53;54;55;56;57;57;59;59;62;63;64;69;69;70;70;71;76;84
41;34;10;12;6;22;48;13;7;42;44;63;71;45;45;30;30;55;76;42;41;11;14;27;58;19;10;48;20;8;44;19;13;62;16;26;8;10;11;13;14;16;19;19;20;26;27;30;30;41;42;42;44;44;45;45;48;55;58;62;63;71;76
22;10;34;16;12;10;4;26;19;34;17;20;17;45;34;11;20;9;8;33;29;32;31;44;37;51;38;12;39;28;12;29;21;6;19;11;6;8;9;11;11;12;12;17;17;19;20;20;21;28;29;29;31;32;33;34;34;37;38;39;44;45;51
40;37;20;34;35;10;33;43;19;64;74;49;71;71;51;53;58;37;53;63;44;37;43;19;39;46;19;49;64;38;49;74;48;23;40;23;19;19;23;23;37;37;38;39;40;43;44;46;48;49;49;49;51;53;53;58;63;64;64;71;71;74;74
46;29;18;26;45;18;14;20;3;59;87;59;51;53;29;36;63;27;35;41;12;33;58;16;28;24;17;22;37;12;59;62;39;13;35;9;9;12;12;13;16;17;22;24;27;28;29;33;35;35;36;37;39;41;51;53;58;59;59;59;62;63;87
46;31;13;45;18;43;38;9;33;84;51;88;78;49;63;69;30;63;63;37;46;45;19;50;47;3;43;76;41;75;49;26;48;81;34;58;3;19;26;30;34;37;41;43;45;46;47;48;49;49;50;51;58;63;63;63;69;75;76;78;81;84;88
48;2;29;31;47;12;4;34;20;78;91;42;52;71;68;13;35;3;-8;31;15;45;66;26;32;61;31;28;51;36;35;71;56;10;26;25;-8;3;10;13;15;25;26;26;28;31;31;32;35;35;36;42;45;51;52;56;61;66;68;71;71;78;91
34;42;41;26;5;46;9;29;17;40;20;74;36;60;35;50;34;71;41;56;39;48;29;83;40;65;57;30;41;37;-4;22;4;43;55;46;-4;4;20;22;29;30;34;35;36;37;39;40;40;41;41;43;46;48;50;55;56;57;60;65;71;74;83
0;42;45;36;12;26;15;45;31;26;-8;17;3;44;24;72;52;56;50;84;58;62;40;69;55;79;62;35;69;56;23;47;32;22;69;48;-8;3;17;22;23;24;26;32;35;40;44;47;48;50;52;55;56;56;58;62;62;69;69;69;72;79;84
2;35;34;29;36;23;4;4;49;28;24;18;-8;-7;39;45;64;48;39;28;72;46;70;37;31;33;81;22;15;72;31;31;76;17;25;59;-8;-7;15;17;18;22;24;25;28;28;31;31;31;33;37;39;39;45;46;48;59;64;70;72;72;76;81
3;5;21;38;28;38;22;15;42;21;19;40;5;14;34;25;16;33;19;19;36;42;40;39;41;35;56;53;33;62;40;34;55;49;36;67;5;14;16;19;19;19;21;25;33;33;34;34;35;36;36;39;40;40;40;41;42;49;53;55;56;62;67
32;42;19;14;10;11;45;12;17;42;29;26;68;26;46;53;49;45;84;44;50;33;17;27;64;17;28;54;25;19;42;19;8;49;6;13;6;8;13;17;17;19;19;25;26;26;27;28;29;33;42;42;44;45;46;49;49;50;53;54;64;68;84
21;23;37;47;33;35;48;34;28;62;47;56;67;54;42;64;40;41;62;52;38;79;67;62;73;54;45;93;70;56;67;57;46;82;69;57;38;40;41;42;45;46;47;52;54;54;56;56;57;57;62;62;62;64;67;67;67;69;70;73;79;82;93
30;31;26;36;3;8;6;23;16;64;13;20;16;43;46;57;20;25;21;34;47;42;14;19;12;35;33;22;45;44;5;23;9;-1;28;9;-1;5;9;9;12;13;14;16;19;20;20;21;22;23;25;28;33;34;35;42;43;44;45;46;47;57;64
20;16;21;32;29;29;32;27;36;40;39;34;37;27;46;43;42;28;47;31;44;44;32;31;33;34;46;53;43;55;57;41;47;56;53;53;27;28;31;31;32;33;34;34;37;39;40;41;42;43;43;44;44;46;46;47;47;53;53;53;55;56;57
18;1;41;17;0;8;22;1;12;27;-1;20;29;13;14;16;-11;3;4;-14;10;43;26;48;49;36;48;31;4;13;3;-15;10;29;-9;17;-15;-14;-11;-9;-1;3;3;4;4;10;10;13;13;14;16;17;20;26;27;29;29;31;36;43;48;48;49
18;41;33;35;37;27;48;1;15;53;48;27;49;17;13;75;74;58;89;33;41;49;61;58;66;17;37;79;26;50;81;31;48;63;8;32;8;13;17;17;26;27;31;32;33;37;41;48;48;49;49;50;53;58;58;61;63;66;74;75;79;81;89
41;18;20;7;28;48;34;39;43;34;49;74;75;65;79;13;28;61;40;47;51;10;32;68;45;59;50;40;32;43;50;66;58;82;87;78;10;13;28;32;32;34;40;40;43;45;47;49;50;50;51;58;59;61;65;66;68;74;75;78;79;82;87
24;29;16;47;46;15;27;4;11;55;51;30;43;22;31;72;57;41;46;27;35;49;52;18;36;1;12;61;35;50;67;40;57;33;0;20;0;1;12;18;20;22;27;30;31;33;35;35;36;40;41;43;46;49;50;51;52;55;57;57;61;67;72
43;10;45;43;23;31;34;10;13;66;65;65;67;51;55;44;29;21;42;10;10;73;58;75;65;40;58;60;52;43;49;23;35;50;31;26;10;10;21;23;26;29;31;35;40;42;43;44;49;50;51;52;55;58;58;60;65;65;65;66;67;73;75
2;32;20;8;37;21;7;9;6;-3;36;17;-10;2;-8;24;64;34;26;27;21;14;38;37;16;12;6;5;-1;13;34;34;23;14;14;15;-10;-8;-3;-1;2;5;6;12;13;14;14;14;15;16;17;21;23;24;26;27;34;34;34;36;37;38;64
35;45;14;18;26;11;29;36;12;41;55;39;50;70;36;52;68;54;61;71;42;16;28;25;39;41;12;29;54;16;46;47;33;32;39;17;12;16;16;17;25;28;29;32;33;36;39;39;39;41;41;42;46;47;50;52;54;54;55;61;68;70;71
38;4;35;12;24;14;16;40;46;44;54;37;34;58;74;10;13;2;5;25;32;46;58;48;36;71;76;9;36;47;36;45;61;28;35;56;2;5;9;10;13;25;28;32;34;35;36;36;36;37;44;45;46;47;48;54;56;58;58;61;71;74;76
37;41;13;25;33;2;13;31;8;43;61;38;48;67;36;51;73;28;47;67;42;31;28;3;10;29;7;36;54;28;31;47;32;8;28;10;3;7;8;10;10;28;28;28;28;29;31;31;32;36;36;38;42;43;47;47;48;51;54;61;67;67;73
17;7;4;17;9;16;34;46;42;34;8;22;43;51;51;20;12;13;33;44;37;11;-5;3;38;35;38;38;48;46;23;38;41;50;53;53;-5;3;8;11;12;13;20;22;23;33;34;35;37;38;38;38;38;41;43;44;46;48;50;51;51;53;53
2;36;8;21;39;15;13;34;41;16;39;1;5;27;34;50;60;39;43;67;66;16;40;16;2;35;38;22;43;57;42;73;67;26;43;38;1;2;5;16;16;16;22;26;27;34;35;38;38;39;39;40;42;43;43;43;50;57;60;66;67;67;73
32;21;18;29;5;2;48;38;39;58;17;18;77;54;62;49;26;14;53;46;47;47;6;18;51;37;40;59;54;53;48;26;26;50;39;39;6;14;17;18;18;26;26;26;37;39;39;40;46;47;47;48;49;50;51;53;53;54;54;58;59;62;77
47;31;41;4;14;19;8;20;36;40;56;47;52;57;67;32;29;35;35;43;58;45;53;56;49;59;77;0;19;40;20;20;32;7;22;41;0;7;19;20;20;22;29;32;32;35;35;40;40;41;43;45;47;49;52;53;56;56;57;58;59;67;77
44;2;8;11;32;38;31;3;31;53;69;70;69;28;69;7;33;26;22;-4;20;14;25;28;27;-6;25;30;-3;28;50;29;44;60;22;57;-6;-4;-3;7;14;20;22;22;25;25;26;27;28;28;28;29;30;33;44;50;53;57;60;69;69;69;70
22;31;0;46;27;20;37;23;8;54;36;24;49;34;17;59;44;44;57;50;23;46;11;20;30;21;2;83;62;47;45;42;18;42;32;18;2;11;17;18;18;20;21;23;24;30;32;34;36;42;42;44;44;45;46;47;49;50;54;57;59;62;83
34;30;9;8;43;31;47;32;39;37;75;62;76;56;66;38;66;48;70;57;69;0;36;33;41;40;42;40;31;35;86;56;76;78;46;69;0;31;33;35;36;37;38;40;40;41;42;46;48;56;56;57;62;66;66;69;69;70;75;76;76;78;86
37;36;39;6;2;39;18;49;36;26;36;69;39;80;67;33;20;58;41;81;54;37;24;69;43;71;61;18;40;36;0;33;34;46;86;61;0;18;20;24;26;33;33;34;36;36;37;39;40;41;43;46;54;58;61;61;67;69;69;71;80;81;86
48;30;21;37;16;8;10;45;30;66;52;49;56;83;66;59;33;22;26;59;60;46;17;24;20;63;36;42;80;63;13;53;46;14;40;24;13;14;17;20;22;24;24;26;33;36;40;42;46;46;49;52;53;56;59;59;60;63;63;66;66;80;83
15;13;20;44;0;17;28;2;8;40;0;22;39;13;6;48;-5;15;37;7;6;64;17;19;31;10;11;65;32;35;28;-9;2;25;18;19;-9;-5;0;2;6;6;7;10;11;13;15;17;18;19;19;22;25;28;31;32;35;37;39;40;48;64;65
19;45;42;7;2;40;43;11;9;13;21;47;53;14;17;51;40;80;88;45;47;33;27;66;73;51;46;30;12;-4;39;0;0;74;31;45;-4;0;0;12;13;14;17;21;27;30;31;33;39;40;45;45;46;47;47;51;51;53;66;73;74;80;88
39;7;8;37;21;5;23;10;18;68;41;34;57;46;40;32;13;-5;27;4;12;36;13;11;25;12;16;60;38;53;24;24;39;12;5;16;-5;4;5;11;12;12;12;13;13;16;16;24;24;25;27;32;34;36;38;39;40;41;46;53;57;60;68
23;22;4;26;5;22;11;21;41;32;9;45;18;30;45;46;14;36;29;28;43;23;-5;26;-2;6;33;26;46;65;1;11;30;33;41;50;-5;-2;1;6;9;11;14;18;23;26;26;28;29;30;30;32;33;33;36;41;43;45;45;46;46;50;65
28;1;47;1;41;32;2;0;39;28;55;51;18;9;52;-1;24;13;-5;-3;39;41;72;79;42;29;84;-7;-9;40;25;31;72;32;32;53;-9;-7;-5;-3;-1;9;13;18;24;25;28;29;31;32;32;39;40;41;42;51;52;53;55;72;72;79;84
18;21;43;5;14;25;49;47;37;22;14;34;67;49;37;6;34;32;50;50;38;28;45;63;76;74;72;44;35;33;56;49;50;65;54;50;6;14;22;28;32;33;34;34;35;37;38;44;45;49;49;50;50;50;50;54;56;63;65;67;72;74;76
21;1;22;30;46;1;21;48;13;36;62;19;25;68;21;17;27;-4;13;45;-6;41;63;21;34;52;32;38;68;31;62;74;51;15;40;-3;-6;-4;-3;13;15;17;19;21;21;25;27;31;32;34;36;38;40;41;45;51;52;62;62;63;68;68;74
33;7;22;28;13;40;9;46;47;55;32;57;25;79;74;28;12;44;3;47;51;47;33;43;28;60;56;18;74;73;22;47;57;35;84;83;3;12;18;22;25;28;28;32;33;35;43;44;47;47;47;51;55;56;57;57;60;73;74;74;79;83;84
35;3;33;18;49;37;8;15;15;44;80;57;37;42;35;11;45;38;-7;17;1;32;65;58;37;48;48;19;24;21;40;64;48;32;50;46;-7;1;11;17;19;21;24;32;32;35;37;37;38;40;42;44;45;46;48;48;48;50;57;58;64;65;80
19;39;13;19;47;0;9;40;8;23;58;17;28;41;12;43;80;36;41;62;35;29;44;12;5;48;2;19;54;11;44;68;37;2;28;-12;-12;2;2;5;11;12;12;17;19;23;28;28;29;35;36;37;41;41;43;44;44;48;54;58;62;68;80
2;37;35;22;31;44;22;23;28;12;14;35;17;8;25;50;64;70;54;42;48;57;53;59;56;54;50;26;26;32;47;43;50;60;65;63;8;12;14;17;25;26;26;32;35;42;43;47;48;50;50;50;53;54;54;56;57;59;60;63;64;65;70
5;0;24;49;17;30;23;42;20;39;20;26;9;28;14;42;9;25;6;28;15;68;35;50;40;58;33;55;84;66;28;45;33;39;69;39;6;9;9;14;15;20;25;26;28;28;28;33;33;35;39;39;39;40;42;45;50;55;58;66;68;69;84
15;36;33;21;23;15;10;29;33;30;18;25;14;34;32;42;55;48;37;63;68;46;43;40;43;58;65;30;32;39;21;36;49;23;28;31;14;18;21;23;25;28;30;30;31;32;32;34;36;37;39;40;42;43;43;46;48;49;55;58;63;65;68
20;33;34;35;19;12;45;36;43;54;35;32;47;44;49;50;35;32;59;55;66;61;43;40;62;60;64;68;64;75;49;50;47;51;36;36;32;32;35;35;36;36;40;43;44;47;47;49;49;50;50;51;54;55;59;60;61;62;64;64;66;68;75
2;21;33;2;15;21;32;39;11;-3;2;11;29;32;2;18;32;28;45;59;26;21;41;39;61;68;44;20;21;-6;32;44;22;44;43;30;-6;-3;2;2;11;18;20;21;21;22;26;28;29;30;32;32;32;39;41;43;44;44;44;45;59;61;68
31;16;1;2;44;46;17;2;46;19;70;66;47;31;63;-1;41;52;19;14;46;2;32;35;18;-3;41;17;-2;28;56;42;71;57;30;81;-3;-2;-1;2;14;17;18;19;19;28;30;31;32;35;41;41;42;46;47;52;56;57;63;66;70;71;81
38;38;7;20;2;5;4;2;14;57;29;34;28;33;38;38;32;32;29;38;44;22;8;-6;-4;2;12;14;2;33;-6;-4;16;6;-1;15;-6;-6;-4;-4;-1;2;2;6;8;12;14;15;16;22;28;29;29;32;32;33;33;34;38;38;38;44;57
2;25;14;13;19;4;39;49;27;9;21;-5;27;36;13;38;35;9;53;62;43;24;23;18;33;61;38;32;61;37;56;57;32;37;36;19;-5;9;9;13;18;19;21;23;24;27;32;32;33;35;36;36;37;37;38;38;43;53;56;57;61;61;62
12;39;7;14;15;20;12;9;15;19;16;30;18;10;20;52;37;40;36;37;41;6;11;17;15;10;12;14;12;11;25;13;18;32;25;24;6;10;10;11;11;12;12;13;14;15;16;17;18;18;19;20;24;25;25;30;32;36;37;37;40;41;52
41;22;7;17;1;15;9;16;14;58;31;55;40;43;47;28;13;33;25;24;21;18;1;3;10;21;17;15;32;13;4;12;1;15;31;19;1;1;3;4;10;12;13;13;15;15;17;18;19;21;21;24;25;28;31;31;32;33;40;43;47;55;58
6;0;31;49;24;5;37;8;35;42;11;-4;35;0;36;44;22;-5;17;3;18;64;43;32;58;29;57;81;56;64;50;28;57;22;-1;32;-5;-4;-1;0;3;11;17;18;22;22;28;29;32;32;35;36;42;43;44;50;56;57;57;58;64;64;81
49;29;40;48;49;0;29;17;42;88;95;31;77;66;86;59;75;23;57;44;61;70;89;37;59;41;66;70;49;79;71;59;85;17;3;39;3;17;23;31;37;39;41;44;49;57;59;59;59;61;66;66;70;70;71;75;77;79;85;86;88;89;95
34;26;8;10;40;35;23;42;16;27;69;57;37;64;34;26;61;52;44;64;42;18;35;35;25;36;7;26;36;15;45;73;51;47;62;43;7;15;18;25;26;26;27;34;35;35;36;36;37;42;43;44;45;47;51;52;57;61;62;64;64;69;73
34;46;24;16;19;19;12;13;48;41;47;45;43;29;71;47;63;53;41;44;90;26;26;24;21;21;57;26;17;50;21;20;53;23;16;55;16;17;20;21;21;21;23;24;26;26;26;29;41;41;43;44;45;47;47;50;53;53;55;57;63;71;90
20;17;30;23;2;19;36;24;40;41;13;21;46;37;42;21;10;22;47;29;53;51;27;41;62;35;50;58;41;49;34;6;25;42;23;58;6;10;13;21;21;22;23;25;27;29;34;35;37;41;41;41;42;42;46;47;49;50;51;53;58;58;62
0;26;39;1;8;36;31;20;18;0;-7;24;29;1;2;19;29;60;54;29;32;29;44;66;63;46;57;15;16;14;32;17;6;58;49;50;-7;0;1;2;6;14;15;16;17;19;24;29;29;29;29;32;32;44;46;49;50;54;57;58;60;63;66
35;28;4;15;8;25;8;45;13;35;31;44;42;80;34;34;32;48;36;66;22;9;3;10;-1;49;6;12;53;12;8;42;9;33;56;18;-1;3;6;8;9;9;10;12;12;18;22;31;32;33;34;34;35;36;42;42;44;48;49;53;56;66;80
36;35;7;45;20;14;21;5;43;62;51;30;54;38;75;75;46;43;56;39;74;35;7;18;27;2;33;59;48;74;33;13;56;15;15;56;2;7;13;15;15;18;27;30;33;33;35;38;39;43;46;48;51;54;56;56;56;59;62;74;74;75;75
41;49;8;21;30;8;32;16;20;56;56;32;53;49;53;52;60;57;73;55;65;18;24;3;22;8;11;39;27;41;58;43;46;21;24;21;3;8;11;18;21;21;22;24;24;27;32;39;41;43;46;49;52;53;53;55;56;56;57;58;60;65;73
32;25;36;13;33;13;21;21;17;45;52;37;41;49;31;30;55;38;33;46;29;31;65;38;40;43;43;19;25;21;35;40;43;34;32;19;19;19;21;25;29;30;31;31;32;33;34;35;37;38;38;40;40;41;43;43;43;45;46;49;52;55;65
35;3;11;21;24;30;33;29;47;37;43;45;55;44;75;17;14;32;24;24;38;16;27;23;38;31;51;39;45;58;53;44;65;45;44;71;14;16;17;23;24;24;27;31;32;37;38;38;39;43;44;44;44;45;45;45;51;53;55;58;65;71;75
32;33;38;31;35;11;12;8;32;53;61;29;41;27;63;54;55;35;36;33;60;49;68;34;35;38;51;35;26;48;28;41;54;12;5;39;5;12;26;27;28;29;33;34;35;35;35;36;38;39;41;41;48;49;51;53;54;54;55;60;61;63;68
11;25;49;10;34;48;28;20;24;18;26;54;34;15;27;15;54;57;46;40;48;52;83;87;70;64;70;23;30;18;42;44;42;69;63;56;15;15;18;18;23;26;27;30;34;40;42;42;44;46;48;52;54;54;56;57;63;64;69;70;70;83;87
36;17;22;48;16;27;20;45;20;65;41;50;45;68;40;50;30;33;30;42;20;53;31;40;31;63;33;57;79;49;34;59;23;39;57;42;20;23;30;30;31;31;33;33;34;39;40;40;41;42;42;45;49;50;50;53;57;57;59;63;65;68;79
7;11;48;30;27;19;10;45;20;22;31;7;6;34;20;41;25;30;10;40;14;75;73;52;52;84;49;27;65;45;36;58;40;25;48;39;6;7;10;14;20;22;25;25;27;30;31;34;36;39;40;40;41;45;48;49;52;52;58;65;73;75;84
31;10;3;44;8;22;38;37;31;66;23;42;63;53;60;40;15;31;37;42;35;27;-2;10;23;26;17;67;75;60;31;38;37;57;46;33;-2;10;15;17;23;23;26;27;31;31;33;35;37;37;38;40;42;42;46;53;57;60;60;63;66;67;75
47;34;35;31;21;11;11;8;20;69;62;38;51;43;49;54;52;33;34;35;38;62;41;34;40;27;50;38;31;49;12;11;37;20;9;27;9;11;12;20;27;27;31;33;34;34;35;37;38;38;38;40;41;43;49;49;50;51;52;54;62;62;69
3;32;44;36;32;32;37;31;16;22;27;16;27;14;14;58;54;47;56;54;31;72;67;57;79;55;57;66;57;42;60;60;30;65;63;34;14;14;16;22;27;27;30;31;34;42;47;54;54;55;56;57;57;57;58;60;60;63;65;66;67;72;79
11;30;27;28;13;25;9;11;1;23;19;23;16;11;7;39;32;35;34;39;17;47;30;45;35;33;27;24;34;13;8;23;-6;22;26;17;-6;7;8;11;13;16;17;17;19;22;23;23;23;24;26;27;30;32;33;34;34;35;35;39;39;45;47
0;24;46;18;25;17;4;24;35;17;25;15;-3;5;34;25;48;34;9;48;55;46;59;62;38;55;80;10;24;34;25;41;51;18;40;33;-3;5;9;10;15;17;18;24;25;25;25;33;34;34;34;38;40;41;46;48;48;51;55;55;59;62;80
1;21;28;36;27;34;27;16;22;37;9;21;21;2;19;48;28;38;44;22;38;52;38;49;46;36;49;44;51;49;36;25;47;58;32;42;2;9;19;21;21;22;25;28;32;36;36;37;38;38;38;42;44;44;46;47;48;49;49;49;51;52;58
18;27;23;42;13;45;26;41;35;53;13;59;31;53;43;52;20;64;42;52;55;59;17;51;41;62;45;56;64;64;19;52;42;55;80;72;13;17;19;20;31;41;42;42;43;45;51;52;52;52;53;53;55;55;56;59;59;62;64;64;64;72;80
38;19;46;27;31;46;39;24;24;55;59;83;72;53;54;39;38;65;55;37;25;72;64;91;68;61;66;54;41;49;67;55;55;68;59;61;25;37;38;39;41;49;53;54;54;55;55;55;55;59;59;61;61;64;65;66;67;68;68;72;72;83;91
30;39;25;49;10;33;28;45;1;69;23;55;55;75;30;80;47;57;61;70;34;57;21;45;41;70;8;63;80;36;25;43;-1;52;67;34;-1;8;21;23;25;30;34;34;36;41;43;45;47;52;55;55;57;57;61;63;67;69;70;70;75;80;80
29;28;29;16;25;39;23;34;12;29;53;65;33;55;22;42;51;55;45;56;23;37;49;66;44;53;30;27;43;16;34;42;36;61;55;42;16;22;23;27;29;30;33;34;36;37;42;42;42;43;44;45;49;51;53;53;55;55;55;56;61;65;66
9;19;14;12;44;0;47;34;17;11;35;-6;51;43;25;28;56;6;50;51;28;7;55;2;46;35;29;52;26;26;77;72;44;40;26;3;-6;2;3;6;7;11;25;26;26;26;28;28;29;35;35;40;43;44;46;50;51;51;52;55;56;72;77
12;44;47;41;35;1;8;13;38;42;34;10;20;15;32;67;78;28;37;51;69;82;66;43;50;53;85;39;54;64;25;29;73;6;9;38;6;9;10;15;20;25;28;29;32;34;37;38;39;42;43;50;51;53;54;64;66;67;69;73;78;82;85
12;47;0;6;37;38;14;49;48;2;44;40;15;60;60;36;77;83;43;88;81;6;25;35;1;38;29;5;45;50;32;78;71;38;71;77;1;2;5;6;15;25;29;32;35;36;38;38;40;43;44;45;50;60;60;71;71;77;77;78;81;83;88
15;10;37;20;23;48;11;33;40;18;35;50;21;34;54;12;23;41;4;42;42;51;58;80;37;65;65;28;35;51;18;46;55;42;79;82;4;12;18;18;21;23;28;34;35;35;37;41;42;42;42;46;50;51;51;54;55;58;65;65;79;80;82
11;24;30;25;18;1;30;16;22;27;28;11;29;23;17;33;29;20;53;37;37;43;29;19;58;42;42;35;38;33;31;17;34;12;13;23;11;12;13;17;17;19;20;23;23;27;28;29;29;29;31;33;33;34;35;37;37;38;42;42;43;53;58
4;42;9;25;0;36;9;20;44;16;-13;24;13;22;37;53;41;72;37;61;77;27;0;30;-1;19;50;26;33;62;8;8;37;37;56;62;-13;-1;0;8;8;13;16;19;22;24;26;27;30;33;37;37;37;37;41;50;53;56;61;62;62;72;77
41;44;37;26;8;18;27;0;7;56;42;58;54;36;32;69;43;44;57;24;48;59;38;35;50;34;32;38;11;32;16;-11;0;32;4;22;-11;0;4;11;16;22;24;32;32;32;32;34;35;36;38;38;42;43;44;48;50;54;56;57;58;59;69
43;13;38;37;6;44;22;13;21;68;48;83;60;48;63;39;8;51;32;23;28;60;28;72;56;45;43;45;44;55;18;15;16;63;37;60;8;15;16;18;23;28;28;32;37;39;43;44;45;45;48;48;51;55;56;60;60;60;63;63;68;72;83
9;40;12;18;9;12;46;19;45;21;11;5;49;28;47;45;32;41;86;55;76;11;11;14;39;27;53;60;23;58;50;28;48;50;30;49;5;11;11;11;14;21;23;27;28;28;30;32;39;41;45;47;48;49;49;50;50;53;55;58;60;76;86
0;25;27;41;31;19;26;43;36;21;15;8;18;23;26;61;55;35;36;67;47;52;46;39;53;63;54;61;81;61;55;66;67;28;62;36;8;15;18;21;23;26;28;35;36;36;39;46;47;52;53;54;55;55;61;61;61;62;63;66;67;67;81
11;16;15;21;28;31;34;39;20;13;26;33;36;48;30;28;36;37;48;36;19;34;24;37;43;49;30;55;51;23;47;54;32;65;59;46;13;19;23;24;26;28;30;30;32;33;34;36;36;36;37;37;43;46;47;48;48;49;51;54;55;59;65
21;28;10;31;45;40;38;10;47;35;65;47;47;11;48;52;73;59;61;37;61;41;39;32;46;16;37;62;29;74;66;35;73;63;45;76;11;16;29;32;35;35;37;37;39;41;45;46;47;47;48;52;59;61;61;62;63;65;66;73;73;74;76
23;41;49;49;28;44;7;44;1;68;31;64;28;52;4;76;65;76;36;79;37;78;61;92;56;80;39;37;74;44;27;69;9;43;84;43;4;9;27;28;31;36;37;37;39;43;43;44;52;56;61;64;65;68;69;74;76;76;78;79;80;84;92
