q0p0;q0p1;q0p2;q1p0;q1p1;q1p2;q2p0;q2p1;q2p2;s[0, 3];s[0, 4];s[0, 5];s[0, 6];s[0, 7];s[0, 8];s[1, 3];s[1, 4];s[1, 5];s[1, 6];s[1, 7];s[1, 8];s[2, 3];s[2, 4];s[2, 5];s[2, 6];s[2, 7];s[2, 8];s[3, 6];s[3, 7];s[3, 8];s[4, 6];s[4, 7];s[4, 8];s[5, 6];s[5, 7];s[5, 8];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11;cost_ranking 12;cost_ranking 13;cost_ranking 14;cost_ranking 15;cost_ranking 16;cost_ranking 17;cost_ranking 18;cost_ranking 19;cost_ranking 20;cost_ranking 21;cost_ranking 22;cost_ranking 23;cost_ranking 24;cost_ranking 25;cost_ranking 26
48;23;30;10;33;4;37;0;10;44;61;40;76;38;39;20;55;21;41;10;23;24;60;23;53;20;35;35;-5;15;68;26;32;26;-14;-3;-14;-5;-3;10;15;20;20;21;23;23;24;26;26;32;35;35;38;39;40;41;44;53;55;60;61;68;76
15;45;41;23;4;16;17;32;3;32;15;13;18;32;5;61;48;44;50;66;48;56;37;49;48;58;25;29;55;10;16;36;-5;16;47;10;-5;5;10;10;13;15;16;16;18;25;29;32;32;36;37;44;47;48;48;48;49;50;55;56;58;61;66
39;19;32;19;38;11;1;4;25;42;65;41;40;42;51;38;54;18;19;14;25;36;59;36;23;23;49;0;10;35;36;31;48;6;-1;19;-1;0;6;10;14;18;19;19;23;23;25;31;35;36;36;36;38;40;41;42;42;48;49;51;54;59;65
24;4;42;6;36;6;18;39;45;16;58;23;40;55;52;-2;37;-1;19;36;44;37;61;39;60;77;85;24;45;48;52;60;72;5;41;47;-2;-1;5;16;19;23;24;36;37;37;39;40;41;44;45;47;48;52;52;55;58;60;60;61;72;77;85
40;39;6;32;32;9;24;10;28;64;67;36;60;31;61;53;67;43;61;44;61;32;27;-5;27;-3;32;44;39;47;43;26;44;32;12;31;-5;-3;12;26;27;27;31;31;32;32;32;36;39;43;43;44;44;44;47;53;60;61;61;61;64;67;67
8;45;5;45;35;0;17;17;17;44;36;-2;22;23;7;70;78;45;49;46;51;38;23;-8;5;3;4;51;51;55;49;49;50;-3;6;4;-8;-3;-2;3;4;4;5;6;7;22;23;23;36;38;44;45;46;49;49;49;50;51;51;51;55;70;78
43;26;44;45;24;37;16;17;38;69;56;77;46;50;74;69;30;52;36;40;60;70;57;68;55;54;64;55;42;78;24;39;58;39;40;64;24;30;36;39;39;40;40;42;46;50;52;54;55;55;56;57;58;60;64;64;68;69;69;70;74;77;78
12;19;29;37;34;21;41;40;13;36;35;21;40;49;13;51;47;34;45;47;16;50;48;41;66;51;30;68;70;47;56;70;35;54;50;18;13;16;18;21;30;34;35;35;36;40;41;45;47;47;47;48;49;50;50;51;51;54;56;66;68;70;70
36;10;23;33;37;1;22;15;43;69;66;19;49;50;62;34;44;-1;15;23;35;43;46;7;35;18;46;41;32;65;42;32;62;12;-2;31;-2;-1;7;12;15;18;19;23;31;32;32;34;35;35;41;42;43;44;46;46;49;50;62;62;65;66;69
25;30;42;39;44;48;14;41;28;58;64;65;20;53;46;61;61;69;35;53;48;67;70;82;40;63;66;34;73;55;57;72;72;55;76;73;20;34;35;40;46;48;53;53;55;55;57;58;61;61;63;64;65;66;67;69;70;72;72;73;73;76;82
5;29;25;32;27;28;28;11;14;22;28;26;33;4;17;54;39;44;43;38;34;52;43;52;45;31;28;51;27;31;35;30;31;43;31;33;4;17;22;26;27;28;28;30;31;31;31;31;33;33;34;35;38;39;43;43;43;44;45;51;52;52;54
37;39;11;24;15;40;10;30;9;47;38;58;46;65;37;51;48;73;31;69;39;31;14;47;16;23;0;16;43;16;21;28;5;46;60;43;0;5;14;16;16;16;21;23;28;31;31;37;38;39;43;43;46;46;47;47;48;51;58;60;65;69;73
29;18;14;44;16;48;46;6;17;67;38;64;57;34;36;61;28;59;50;15;19;42;10;59;59;11;29;75;50;42;42;11;16;92;44;57;10;11;11;15;16;19;28;29;34;36;38;42;42;42;44;50;50;57;57;59;59;59;61;64;67;75;92
32;44;39;13;19;36;4;27;8;41;42;57;35;57;20;38;46;64;40;64;39;34;43;66;37;48;40;4;40;8;16;42;22;24;53;34;4;8;16;20;22;24;34;34;35;37;38;39;40;40;40;41;42;42;43;46;48;53;57;57;64;64;66
41;9;22;37;38;38;26;27;18;71;76;59;64;67;41;34;39;46;22;34;16;46;55;41;43;29;21;57;54;44;50;56;48;57;59;56;16;21;22;29;34;34;39;41;41;43;44;46;46;48;50;54;55;56;56;57;57;59;59;64;67;71;76
24;1;4;34;10;41;23;12;2;42;24;46;29;21;23;23;-1;33;18;-5;-4;33;-4;28;21;5;-10;57;36;34;30;15;-3;60;44;26;-10;-5;-4;-4;-3;-1;5;15;18;21;21;23;23;24;26;28;29;30;33;33;34;36;42;44;46;57;60
33;3;34;38;13;40;45;36;30;66;28;72;74;62;51;32;14;42;45;35;18;63;38;56;72;66;60;80;59;57;52;46;36;71;56;52;14;18;28;32;35;36;38;42;45;46;51;52;52;56;56;57;59;60;62;63;66;66;71;72;72;74;80
23;48;1;23;11;23;1;37;35;38;22;29;20;60;54;53;43;71;35;68;79;4;-6;7;-1;20;19;18;42;42;-1;46;46;12;52;57;-6;-1;-1;4;7;12;18;19;20;20;22;29;35;38;42;42;43;46;46;52;53;54;57;60;68;71;79
31;38;42;22;21;17;3;2;24;36;38;43;30;22;47;59;49;41;33;30;46;63;49;47;39;27;46;5;17;28;8;6;42;16;7;25;5;6;7;8;16;17;22;25;27;28;30;30;33;36;38;39;41;42;43;46;46;47;47;49;49;59;63
11;16;32;15;36;40;28;16;12;11;46;39;21;12;5;22;41;41;31;15;8;27;61;54;47;47;29;27;26;19;55;47;42;52;42;38;5;8;11;12;15;19;21;22;26;27;27;29;31;38;39;41;41;42;42;46;47;47;47;52;54;55;61
19;28;44;11;43;6;48;32;30;18;42;15;67;44;36;22;51;32;71;57;56;55;69;44;86;60;69;55;34;33;82;73;55;45;24;36;15;18;22;24;32;33;34;36;36;42;44;44;45;51;55;55;55;56;57;60;67;69;69;71;73;82;86
14;45;12;32;40;6;30;0;43;37;41;9;42;8;53;71;67;31;69;28;83;40;45;17;40;-3;54;53;31;73;61;28;78;31;-3;44;-3;-3;8;9;17;28;28;31;31;31;37;40;40;41;42;44;45;53;53;54;61;67;69;71;73;78;83
46;27;35;43;38;47;28;34;48;81;71;82;70;74;86;67;62;62;37;61;64;58;72;62;47;67;74;63;73;79;52;59;83;60;76;81;37;47;52;58;59;60;61;62;62;62;63;64;67;67;70;71;72;73;74;74;76;79;81;81;82;83;86
0;1;16;44;8;44;42;44;47;24;-11;25;25;32;42;26;0;35;26;34;43;56;5;48;42;44;47;80;88;90;44;47;37;80;71;75;-11;0;5;24;25;25;26;26;32;34;35;37;42;42;43;44;44;47;47;48;56;71;75;80;80;88;90
23;29;14;13;5;29;44;31;33;19;21;37;52;52;39;36;25;41;60;54;44;19;15;41;40;26;35;42;41;33;35;17;29;63;41;45;15;17;19;19;21;25;26;29;33;35;35;36;37;39;40;41;41;41;41;42;44;45;52;52;54;60;63
36;30;47;47;16;17;8;5;9;65;51;53;32;39;37;63;42;38;27;30;33;93;54;45;52;36;56;53;40;56;6;4;18;8;3;8;3;4;6;8;8;18;27;30;32;33;36;37;38;39;40;42;45;51;52;53;53;54;56;56;63;65;93
26;1;46;20;1;24;13;1;30;46;14;49;24;22;54;6;-4;18;-3;-11;29;66;44;61;47;38;75;29;4;40;5;-8;27;21;11;44;-11;-8;-4;-3;4;5;6;11;14;18;21;22;24;27;29;29;38;40;44;44;46;47;49;54;61;66;75
2;43;37;30;9;15;18;16;23;28;11;11;7;8;24;64;41;43;57;40;60;49;34;52;45;49;54;47;46;52;12;20;15;32;31;34;7;8;11;11;12;15;20;24;28;31;32;34;34;40;41;43;45;46;47;49;49;52;52;54;57;60;64
42;49;41;18;0;19;9;49;28;53;24;53;33;86;70;50;29;61;43;92;61;58;22;43;35;79;57;20;62;44;8;34;17;9;48;31;8;9;17;20;22;24;29;31;33;34;35;43;43;44;48;50;53;53;57;58;61;61;62;70;79;86;92
16;7;10;8;15;2;43;47;37;4;31;15;50;62;41;6;13;6;38;35;42;13;19;0;50;53;27;43;43;25;38;49;40;40;39;35;0;4;6;6;13;13;15;19;25;27;31;35;35;38;38;39;40;40;41;42;43;43;49;50;50;53;62
41;24;17;5;28;33;18;39;19;39;52;65;57;67;40;25;43;42;24;58;26;5;42;36;20;49;33;12;44;6;34;49;35;47;57;46;5;6;12;20;24;25;26;33;34;35;36;39;40;42;42;43;44;46;47;49;49;52;57;57;58;65;67
10;12;29;25;35;0;10;18;35;18;40;10;17;15;25;24;31;4;14;26;32;51;64;21;24;34;62;15;31;53;33;38;61;0;13;34;0;4;10;13;14;15;15;17;18;21;24;24;25;26;31;31;32;33;34;34;38;40;51;53;61;62;64
28;26;6;7;36;49;23;39;24;27;52;73;32;53;49;18;45;67;41;52;41;8;39;37;24;32;29;28;36;29;48;72;43;59;84;62;8;18;24;27;28;29;29;32;32;36;37;39;41;41;43;45;48;49;52;52;53;59;62;67;72;73;84
13;33;24;6;2;32;24;2;12;1;-2;29;24;3;16;23;17;57;49;28;44;24;21;42;28;26;24;28;-8;13;10;4;13;49;21;34;-8;-2;1;3;4;10;13;13;16;17;21;21;23;24;24;24;26;28;28;28;29;34;42;44;49;49;57
21;1;11;8;1;20;26;43;30;21;17;32;36;47;36;9;-5;18;27;41;12;5;4;12;22;37;37;19;39;28;24;27;22;32;62;44;-5;4;5;9;12;12;17;18;19;21;22;22;24;27;27;28;32;32;36;36;37;37;39;41;44;47;62
33;39;15;7;12;30;18;49;43;30;38;47;46;74;57;31;49;59;57;86;66;11;13;38;17;44;52;17;37;48;25;56;40;28;63;64;11;13;17;17;25;28;30;31;37;38;38;40;44;46;47;48;49;52;56;57;57;59;63;64;66;74;86
5;9;46;49;48;38;12;25;14;41;43;34;14;16;13;44;54;30;18;28;22;90;76;77;44;55;56;45;62;57;55;64;42;48;55;33;13;14;16;18;22;28;30;33;34;41;42;43;44;44;45;48;54;55;55;55;56;57;62;64;76;77;90
48;17;26;41;23;35;2;2;47;83;71;70;48;49;88;49;23;47;3;1;51;51;43;41;25;15;64;30;27;74;18;12;53;22;32;64;1;3;12;15;18;22;23;25;27;30;32;41;43;47;48;49;49;51;51;53;64;64;70;71;74;83;88
30;7;7;2;8;14;23;21;45;29;35;25;50;47;59;-10;9;2;11;20;34;-5;5;11;11;21;40;16;20;28;27;9;42;25;27;39;-10;-5;2;5;9;9;11;11;11;16;20;20;21;25;25;27;27;28;29;34;35;39;40;42;47;50;59
21;17;36;0;42;49;17;19;1;15;60;61;25;22;12;-1;39;55;25;35;11;27;68;80;47;53;29;12;6;-5;57;57;36;57;49;40;-5;-1;6;11;12;12;15;22;25;25;27;29;35;36;39;40;47;49;53;55;57;57;57;60;61;68;80
13;21;37;35;38;40;2;2;31;44;39;45;14;2;26;44;42;61;15;22;46;53;72;63;22;26;61;37;26;55;22;28;59;26;26;68;2;14;15;22;22;22;26;26;26;26;26;28;37;39;42;44;44;45;46;53;55;59;61;61;63;68;72
35;22;43;13;1;41;22;41;10;37;16;66;45;69;35;21;3;45;31;62;26;39;27;73;57;81;35;18;36;4;17;36;-4;63;80;41;-4;3;4;16;17;18;21;26;27;31;35;35;36;36;37;39;41;45;45;57;62;63;66;69;73;80;81
6;39;5;24;7;28;2;31;15;22;1;18;0;32;5;57;30;52;41;53;47;13;-5;23;-8;35;16;22;43;31;-3;19;21;10;55;40;-8;-5;-3;0;1;5;10;13;16;18;19;21;22;22;23;30;31;32;35;40;41;43;47;52;53;55;57
48;25;29;41;26;28;33;22;3;82;62;70;80;56;34;62;48;41;58;36;10;59;49;54;60;43;18;73;57;28;56;47;9;43;34;24;9;10;18;24;28;34;34;36;41;43;43;47;48;49;54;56;56;57;58;59;60;62;62;70;73;80;82
19;35;0;25;32;43;29;5;34;39;46;50;41;19;47;45;54;59;63;32;65;16;31;28;26;1;21;53;19;51;50;33;49;56;30;60;1;16;19;19;21;26;28;30;31;32;33;39;41;45;46;47;49;50;50;51;53;54;56;59;60;63;65
28;27;31;5;14;16;16;20;45;24;22;44;29;36;58;18;28;34;32;40;69;30;42;38;47;48;69;17;25;44;18;15;50;17;17;55;15;17;17;17;18;18;22;24;25;28;29;30;32;34;36;38;40;42;44;44;47;48;50;55;58;69;69
29;9;41;47;48;10;23;27;8;61;59;38;47;39;22;43;51;-1;18;20;0;73;88;33;50;68;38;70;58;44;55;71;46;19;29;10;-1;0;10;18;19;20;22;29;33;38;38;39;43;44;46;47;50;51;55;58;59;61;68;70;71;73;88
12;4;23;19;2;13;9;7;1;16;-2;25;14;18;12;23;-2;2;-4;4;4;29;19;20;19;28;4;13;7;5;4;0;0;6;3;8;-4;-2;-2;0;0;2;3;4;4;4;4;5;6;7;8;12;13;14;16;18;19;19;20;23;25;28;29
18;20;40;43;26;39;3;42;28;60;31;37;19;55;36;49;33;40;10;46;42;74;56;69;35;71;56;41;73;61;20;51;42;40;72;62;10;19;20;31;33;35;36;37;40;40;41;42;42;46;49;51;55;56;56;60;61;62;69;71;72;73;74
4;36;7;12;22;34;35;38;4;9;18;26;25;29;-2;46;50;67;64;59;36;12;13;22;41;29;5;30;45;4;52;59;20;62;69;24;-2;4;5;9;12;13;18;20;22;24;25;26;29;29;30;36;41;45;46;50;52;59;59;62;64;67;69
41;21;49;13;48;21;29;36;12;43;72;52;59;72;38;24;61;35;33;44;17;54;85;61;77;78;54;32;35;13;76;70;42;32;42;30;13;17;24;30;32;32;33;35;35;38;42;42;43;44;52;54;54;59;61;61;70;72;72;76;77;78;85
34;30;17;34;38;33;16;20;21;48;53;48;49;39;43;51;51;60;34;35;38;48;42;35;18;30;28;35;49;47;38;50;43;29;41;51;18;28;29;30;34;35;35;35;38;38;39;41;42;43;43;47;48;48;48;49;49;50;51;51;51;53;60
23;41;21;46;15;43;26;19;35;61;36;62;32;34;39;78;41;69;51;57;63;54;32;55;42;36;40;53;57;72;31;30;34;61;52;65;30;31;32;32;34;34;36;36;39;40;41;42;51;52;53;54;55;57;57;61;61;62;63;65;69;72;78
7;12;32;7;27;2;23;39;16;13;25;1;15;40;21;17;26;4;21;40;16;26;55;27;53;62;43;22;42;3;38;46;26;13;24;6;1;3;4;6;13;13;15;16;17;21;21;22;24;25;26;26;26;27;38;40;40;42;43;46;53;55;62
37;34;40;25;38;25;14;35;32;60;62;45;41;72;53;53;71;45;44;54;50;48;71;48;39;63;59;19;53;40;32;57;54;21;59;50;19;21;32;39;40;41;44;45;45;48;48;50;50;53;53;53;54;54;57;59;59;60;62;63;71;71;72
27;2;33;42;43;38;36;22;43;62;66;63;44;38;54;36;34;24;21;18;35;73;61;53;60;35;66;60;53;85;72;54;84;62;58;70;18;21;24;34;35;35;36;38;44;53;53;54;54;58;60;60;61;62;62;63;66;66;70;72;73;84;85
1;42;44;21;21;46;44;26;25;17;3;47;29;15;26;52;51;73;74;49;50;45;46;89;77;60;57;59;35;28;49;45;28;73;71;68;3;15;17;26;28;28;29;35;45;45;46;47;49;49;50;51;52;57;59;60;68;71;73;73;74;77;89
2;27;30;49;30;20;34;5;31;49;14;9;34;-9;30;66;55;43;48;13;57;78;58;44;44;35;45;63;49;76;61;32;49;40;7;37;-9;7;9;13;14;30;32;34;35;37;40;43;44;44;45;48;49;49;49;55;57;58;61;63;66;76;78
42;28;29;29;20;25;10;44;10;56;58;64;51;81;39;37;33;33;21;64;18;43;37;52;29;68;33;37;71;28;24;45;22;32;68;15;15;18;21;22;24;28;29;32;33;33;33;37;37;37;39;43;45;51;52;56;58;64;64;68;68;71;81
0;22;44;8;11;35;13;20;30;-7;11;16;-1;3;24;14;23;44;20;28;44;36;44;78;46;56;73;10;12;31;6;21;40;40;52;63;-7;-1;3;6;10;11;12;14;16;20;21;23;24;28;31;36;40;40;44;44;44;46;52;56;63;73;78
40;13;37;48;49;30;31;35;26;86;77;57;65;69;50;57;52;42;25;47;23;68;67;59;56;52;58;66;68;63;67;83;71;46;57;50;23;25;42;46;47;50;50;52;52;56;57;57;57;58;59;63;65;66;67;67;68;68;69;71;77;83;86
25;39;37;35;25;15;23;11;29;43;49;24;47;25;49;74;60;51;44;45;57;60;49;46;56;45;48;40;33;54;35;27;54;18;24;32;18;24;24;25;27;32;33;35;40;43;44;45;45;46;47;48;49;49;49;51;54;54;56;57;60;60;74
31;29;35;40;40;21;33;18;46;71;63;49;54;36;64;50;50;47;54;36;62;64;62;50;58;38;79;61;58;66;55;58;85;40;36;50;36;36;36;38;40;47;49;50;50;50;50;54;54;55;58;58;58;61;62;62;63;64;64;66;71;79;85
23;0;24;44;46;18;9;6;21;67;49;26;29;27;44;39;36;12;-3;2;16;64;60;32;26;16;41;45;44;57;35;37;48;8;5;21;-3;2;5;8;12;16;16;21;26;26;27;29;32;35;36;37;39;41;44;44;45;48;49;57;60;64;67
41;23;10;11;30;31;28;45;8;44;66;58;53;73;34;20;39;34;40;61;30;19;40;38;25;35;18;29;55;2;46;68;22;39;75;37;2;18;19;20;22;25;29;30;34;34;35;37;38;39;39;40;40;44;46;53;55;58;61;66;68;73;75
47;15;36;48;32;29;21;47;1;94;69;59;56;93;39;43;33;31;16;42;11;71;54;62;41;66;31;49;85;35;46;77;16;46;71;22;11;16;16;22;31;31;33;35;39;41;42;43;46;46;49;54;56;59;62;66;69;71;71;77;85;93;94
0;35;19;14;8;26;16;30;6;7;7;9;3;26;-10;43;43;48;46;49;41;28;21;37;18;32;15;11;32;2;16;20;9;30;53;26;-10;2;3;7;7;9;9;11;15;16;18;20;21;26;26;28;30;32;32;37;41;43;43;46;48;49;53
22;20;41;32;8;43;29;33;5;41;10;47;34;51;27;45;27;56;30;37;25;68;32;73;60;58;42;46;53;27;19;37;1;59;64;38;1;10;19;25;27;27;27;30;32;34;37;37;38;41;42;45;46;47;51;53;56;58;59;60;64;68;73
10;10;2;22;48;45;31;2;31;28;52;53;34;4;32;28;38;55;30;3;23;14;48;41;15;-3;14;39;15;48;77;41;68;61;39;69;-3;3;4;14;14;15;15;23;28;28;30;32;34;38;39;39;41;41;48;48;52;53;55;61;68;69;77
18;20;26;46;45;11;5;19;25;64;43;26;10;25;26;56;51;19;25;20;44;53;64;32;28;43;49;41;65;52;40;64;68;16;21;36;10;16;19;20;21;25;25;26;26;28;32;36;40;41;43;43;44;49;51;52;53;56;64;64;64;65;68
45;48;32;13;26;49;29;31;9;42;71;93;73;56;51;42;66;96;63;71;48;42;52;78;61;58;25;22;28;5;43;39;18;70;64;49;5;18;22;25;28;39;42;42;42;43;48;49;51;52;56;58;61;63;64;66;70;71;71;73;78;93;96
7;11;21;18;25;24;41;37;22;25;26;12;29;37;24;12;31;17;44;46;23;27;42;33;49;51;23;41;54;40;60;49;35;64;51;35;12;12;17;23;23;24;25;26;27;29;31;33;35;35;37;40;41;42;44;46;49;49;51;51;54;60;64
41;11;41;15;0;46;37;9;35;48;31;82;58;36;62;21;5;49;30;18;41;36;36;83;60;32;75;34;24;49;24;-5;20;79;49;73;-5;5;18;20;21;24;24;30;31;32;34;36;36;36;41;48;49;49;49;58;60;62;73;75;79;82;83
17;20;27;2;39;6;40;39;28;9;39;12;40;55;44;21;39;21;41;54;31;27;61;29;63;52;44;27;25;28;73;68;54;38;40;29;9;12;21;21;25;27;27;28;29;29;31;38;39;39;40;40;41;44;44;52;54;54;55;61;63;68;73
2;38;28;41;8;22;42;26;26;23;-7;16;44;14;26;73;39;49;80;52;51;53;27;42;52;34;46;83;57;53;40;31;30;58;47;41;-7;14;16;23;26;27;30;31;34;39;40;41;42;44;46;47;49;51;52;52;53;53;57;58;73;80;83
27;30;0;5;6;13;46;38;47;21;18;31;71;53;68;30;30;31;61;56;62;-7;2;5;30;35;27;40;27;44;42;33;51;48;31;48;-7;2;5;18;21;27;27;30;30;30;31;31;31;33;35;40;42;44;48;48;51;53;56;61;62;68;71
9;32;7;18;6;6;12;24;2;13;13;15;3;15;4;36;29;23;38;47;20;6;0;-5;12;21;-5;30;27;19;7;27;5;18;24;-1;-5;-5;-1;0;3;4;5;6;7;12;13;13;15;15;18;19;20;21;23;24;27;27;29;30;36;38;47
16;11;13;36;6;38;8;43;0;45;12;50;23;50;5;27;1;42;2;51;-3;41;3;48;11;48;0;39;79;25;-2;31;-13;31;68;32;-13;-3;-2;0;1;2;3;5;11;12;23;25;27;31;31;32;39;41;42;45;48;48;50;50;51;68;79
21;10;30;9;0;43;30;6;47;20;7;64;44;15;56;4;3;51;33;8;56;34;14;65;48;28;63;39;3;47;27;-8;40;73;40;90;-8;3;3;4;7;8;14;15;20;27;28;33;34;39;40;40;44;47;48;51;56;56;63;64;65;73;90
20;32;16;4;37;32;39;12;36;7;37;37;46;28;39;30;51;64;71;39;50;1;39;39;35;13;51;33;-2;36;59;32;58;65;35;53;-2;1;7;13;28;30;32;33;35;35;36;37;37;39;39;39;39;46;50;51;51;53;58;59;64;65;71
32;24;22;31;28;8;15;43;23;62;40;34;40;72;43;39;37;27;26;55;34;45;45;10;21;53;33;30;57;48;27;70;40;16;35;31;10;16;21;26;27;27;30;31;33;34;34;35;37;39;40;40;40;43;45;45;48;53;55;57;62;70;72
48;43;32;43;36;30;10;24;14;72;67;64;41;58;52;72;65;73;38;48;56;59;63;59;38;38;42;35;48;50;33;48;41;38;50;41;33;35;38;38;38;38;41;41;41;42;48;48;48;50;50;52;56;58;59;59;63;64;65;67;72;72;73
7;9;3;35;31;22;45;41;25;27;20;22;41;44;15;34;36;22;52;30;15;36;31;10;45;41;10;76;74;44;64;59;44;55;47;32;10;10;15;15;20;22;22;27;30;31;32;34;36;36;41;41;44;44;44;45;47;52;55;59;64;74;76
21;17;17;40;47;40;22;41;29;58;59;43;35;47;49;54;44;51;20;56;40;39;61;43;25;54;33;60;75;49;53;74;75;53;81;66;20;25;33;35;39;40;43;43;44;47;49;49;51;53;53;54;54;56;58;59;60;61;66;74;75;75;81
4;7;11;1;16;21;41;6;23;3;8;18;29;-10;13;5;20;15;39;13;23;5;11;31;45;8;29;34;4;24;52;21;33;42;26;37;-10;3;4;5;5;8;8;11;13;13;15;18;20;21;23;24;26;29;29;31;33;34;37;39;42;45;52
29;8;27;17;10;1;17;11;0;35;21;23;39;30;28;11;6;-7;10;11;6;27;35;28;33;31;19;16;8;-3;25;10;-3;3;12;-5;-7;-5;-3;-3;3;6;6;8;10;10;11;11;12;16;19;21;23;25;27;28;28;30;31;33;35;35;39
44;26;43;44;11;45;34;32;34;70;47;70;70;67;68;67;17;54;48;47;45;80;38;71;73;69;77;59;62;61;43;39;40;59;75;61;17;38;39;40;43;45;47;47;48;54;59;59;61;61;62;67;67;68;69;70;70;70;71;73;75;77;80
42;39;20;35;26;19;5;33;4;63;55;43;32;67;29;54;57;51;43;53;26;50;31;36;8;48;18;30;68;35;26;59;17;13;36;20;8;13;17;18;20;26;26;29;30;31;32;35;36;36;43;43;48;50;51;53;54;55;57;59;63;67;68
15;46;27;9;5;23;17;32;17;8;0;29;31;30;17;46;41;60;50;68;46;36;26;34;43;56;27;6;36;22;7;34;8;29;41;36;0;6;7;8;8;17;22;26;27;29;29;30;31;34;34;36;36;36;41;41;43;46;46;50;56;60;68
2;37;12;8;41;19;19;31;29;7;29;17;15;32;16;32;65;36;52;52;50;16;45;19;11;31;22;14;37;23;58;55;56;25;50;48;7;11;14;15;16;16;17;19;22;23;25;29;31;32;32;36;37;45;48;50;50;52;52;55;56;58;65
21;34;1;18;30;31;14;40;46;38;39;38;21;57;67;50;58;46;35;65;68;4;31;28;3;28;37;25;51;44;28;61;57;27;67;60;3;4;21;25;27;28;28;28;31;35;37;38;38;39;44;46;50;51;57;57;58;60;61;65;67;67;68
31;40;19;47;21;30;32;15;14;61;46;44;51;29;42;83;53;55;67;38;49;62;27;43;33;30;19;72;57;50;51;32;21;42;43;35;19;21;27;29;30;32;33;35;38;42;42;43;43;44;46;49;50;51;51;53;55;57;61;62;67;72;83
3;7;40;19;45;39;28;8;29;2;33;41;12;-6;21;21;47;39;24;4;24;49;66;74;48;34;52;45;24;38;67;51;62;64;47;61;-6;2;4;12;21;21;24;24;24;33;34;38;39;41;45;47;47;48;49;51;52;61;62;64;66;67;74
39;38;20;14;4;41;43;32;30;46;40;69;65;52;65;49;24;65;63;52;55;33;20;57;45;37;43;50;33;44;43;23;24;78;69;52;20;23;24;24;33;33;37;40;43;43;44;45;46;49;50;52;52;52;55;57;63;65;65;65;69;69;78
3;40;6;8;17;27;37;29;16;-3;4;17;21;22;12;36;37;62;70;52;56;-5;19;28;31;26;14;27;28;11;48;30;17;58;42;38;-5;-3;4;11;12;14;17;17;19;21;22;26;27;28;28;30;31;36;37;38;42;48;52;56;58;62;70
17;13;5;47;49;30;9;39;42;56;63;31;7;41;56;54;51;24;3;49;45;36;40;22;0;35;27;48;78;82;41;72;84;27;68;70;0;3;7;22;24;27;27;31;35;36;40;41;41;45;48;49;51;54;56;56;63;68;70;72;78;82;84
0;42;0;20;30;16;19;47;25;17;30;14;6;37;8;53;66;43;43;82;53;20;24;10;13;39;5;35;67;37;31;59;45;32;50;23;5;6;8;10;13;14;17;20;23;24;30;31;32;35;37;37;39;43;43;45;50;53;53;59;66;67;82
26;31;34;37;17;21;7;32;47;44;37;38;18;55;67;50;47;51;33;45;78;54;31;55;39;66;72;32;54;68;5;44;58;11;33;55;5;11;18;31;32;33;33;37;38;39;44;44;45;47;50;51;54;54;55;55;55;58;66;67;68;72;78
47;15;40;17;19;5;14;25;43;53;60;46;56;54;79;29;34;15;20;31;53;50;54;42;37;55;74;22;36;50;33;40;55;-1;28;28;-1;15;20;22;28;28;29;31;33;34;36;37;40;42;46;50;50;53;53;54;54;55;55;56;60;74;79
4;39;39;14;19;25;8;34;29;9;15;13;3;38;13;37;49;56;41;68;66;38;38;54;39;72;58;11;46;24;23;42;41;31;45;51;3;9;11;13;13;15;23;24;31;37;38;38;38;39;41;41;42;45;46;49;51;54;56;58;66;68;72
18;5;2;22;45;47;48;38;42;32;58;61;55;46;56;24;33;46;40;41;31;9;44;49;38;30;43;60;43;58;87;63;80;87;76;85;9;24;30;31;32;33;38;40;41;43;43;44;46;46;49;55;56;58;58;60;61;63;76;80;85;87;87
27;13;47;43;21;6;35;33;42;54;33;15;50;49;60;44;28;4;28;28;36;82;58;34;78;67;87;72;66;69;47;49;49;30;20;44;4;15;20;28;28;28;30;33;34;36;44;44;47;49;49;49;50;54;58;60;66;67;69;72;78;82;87
35;26;35;49;10;2;4;11;45;69;40;18;38;34;64;60;21;12;24;32;54;68;31;29;27;34;70;51;56;94;-3;11;50;1;4;36;-3;1;4;11;12;18;21;24;27;29;31;32;34;34;36;38;40;50;51;54;56;60;64;68;69;70;94
42;38;27;49;41;19;33;32;25;90;74;49;75;59;47;73;67;57;63;57;43;71;52;39;49;56;36;80;69;63;69;61;51;44;48;35;35;36;39;43;44;47;48;49;49;51;52;56;57;57;59;61;63;63;67;69;69;71;73;74;75;80;90
37;3;11;24;37;20;35;31;12;46;59;40;61;59;40;16;37;4;34;28;-1;18;41;12;41;26;11;41;54;19;55;56;42;44;31;19;-1;4;11;12;16;18;19;19;26;28;31;34;37;40;40;41;41;41;42;44;46;54;55;56;59;59;61
47;14;19;36;19;45;30;34;37;69;51;80;61;62;75;37;13;47;34;41;46;53;23;51;32;51;38;57;66;53;37;53;37;65;60;68;13;23;32;34;37;37;37;38;41;46;47;51;51;51;53;53;53;57;60;61;62;65;66;68;69;75;80
