q0p0;q0p1;q0p2;q0p3;q1p0;q1p1;q1p2;s[0, 4];s[0, 5];s[0, 6];s[1, 4];s[1, 5];s[1, 6];s[2, 4];s[2, 5];s[2, 6];s[3, 4];s[3, 5];s[3, 6];cost_ranking 0;cost_ranking 1;cost_ranking 2;cost_ranking 3;cost_ranking 4;cost_ranking 5;cost_ranking 6;cost_ranking 7;cost_ranking 8;cost_ranking 9;cost_ranking 10;cost_ranking 11
1;16;49;34;0;8;24;-11;9;21;-3;9;26;38;40;66;17;28;38;-11;-3;9;9;17;21;26;28;38;38;40;66
31;42;23;48;18;14;9;30;30;26;46;44;36;40;26;13;53;54;40;13;26;26;30;30;36;40;40;44;46;53;54
35;18;49;34;43;36;19;77;71;41;46;43;32;88;71;67;58;51;49;32;41;43;46;49;51;58;67;71;71;77;88
13;31;47;36;14;10;26;15;17;37;41;23;57;61;39;53;46;34;42;15;17;23;34;37;39;41;42;46;53;57;61
34;13;47;19;14;26;2;42;43;30;23;22;5;52;72;39;21;41;19;5;19;21;22;23;30;39;41;42;43;52;72
1;17;38;34;6;18;4;-13;16;-13;14;23;14;44;41;29;31;39;28;-13;-13;14;14;16;23;28;29;31;39;41;44
43;5;47;40;6;9;14;32;51;39;-3;13;16;53;42;45;36;45;44;-3;13;16;32;36;39;42;44;45;45;51;53
38;4;30;45;24;19;33;51;42;52;16;10;21;44;37;46;53;54;65;10;16;21;37;42;44;46;51;52;53;54;65
10;36;26;29;21;16;1;30;6;2;45;50;34;32;39;21;49;40;14;2;6;14;21;30;32;34;39;40;45;49;50
0;28;43;21;43;0;33;41;-20;25;63;18;41;85;27;67;44;13;46;-20;13;18;25;27;41;41;44;46;63;67;85
41;27;40;23;25;24;38;59;62;79;39;32;51;47;46;71;28;35;50;28;32;35;39;46;47;50;51;59;62;71;79
13;35;44;22;20;44;43;26;51;40;41;68;60;46;85;79;32;52;54;26;32;40;41;46;51;52;54;60;68;79;85
10;36;5;14;1;25;24;10;23;19;33;46;46;-11;24;23;1;24;20;-11;1;10;19;20;23;23;24;24;33;46;46
35;27;33;47;8;36;7;33;53;24;20;46;21;24;55;37;53;71;35;20;21;24;24;33;35;37;46;53;53;55;71
23;21;42;9;23;5;43;38;10;55;35;14;60;46;28;75;16;11;42;10;11;14;16;28;35;38;42;46;55;60;75
0;15;29;29;25;26;4;25;13;-4;27;41;10;53;36;17;41;47;24;-4;10;13;17;24;25;27;36;41;41;47;53
34;27;48;41;25;31;40;55;64;61;38;41;51;54;60;79;53;69;74;38;41;51;53;54;55;60;61;64;69;74;79
32;27;6;47;6;22;9;20;51;31;14;33;30;11;21;10;50;56;56;10;11;14;20;21;30;31;33;50;51;56;56
20;40;6;2;1;37;19;11;40;29;21;69;51;-4;25;21;1;30;8;-4;1;8;11;21;21;25;29;30;40;51;69
41;34;12;40;27;17;47;58;45;72;49;45;67;27;25;56;47;38;79;25;27;38;45;45;47;49;56;58;67;72;79
42;48;15;46;11;14;26;45;37;66;57;47;72;20;20;22;49;44;72;20;20;22;37;44;45;47;49;57;66;72;72
28;43;44;41;46;45;6;64;60;27;82;79;40;82;70;50;77;84;29;27;29;40;50;60;64;70;77;79;82;82;84
38;12;2;26;3;19;14;32;39;41;-3;26;17;3;1;1;13;34;22;-3;1;1;3;13;17;22;26;32;34;39;41
10;24;2;17;49;31;26;42;29;23;68;45;44;46;27;16;63;42;24;16;23;24;27;29;42;42;44;45;46;63;68
18;46;34;5;8;34;29;26;35;46;41;69;72;30;57;63;1;26;25;1;25;26;26;30;35;41;46;57;63;69;72
9;10;16;42;46;21;6;55;26;4;56;23;-2;56;35;10;88;55;35;-2;4;10;23;26;35;35;55;55;56;56;88
44;8;24;43;9;32;29;37;59;58;10;34;26;26;43;46;36;74;66;10;26;26;34;36;37;43;46;58;59;66;74
3;2;14;28;3;6;13;-6;-7;6;-4;-2;12;6;17;21;29;21;22;-7;-6;-4;-2;6;6;12;17;21;21;22;29
30;27;42;49;28;39;9;48;57;19;44;58;26;67;74;48;61;84;41;19;26;41;44;48;48;57;58;61;67;74;84
29;21;20;25;31;12;35;59;28;53;43;29;49;31;29;53;47;25;57;25;28;29;29;31;43;47;49;53;53;57;59
4;16;1;0;44;2;10;32;-11;13;46;7;16;44;-2;0;32;-11;-1;-11;-11;-2;-1;0;7;13;16;32;32;44;46
3;40;20;8;32;23;1;22;18;-6;65;55;24;45;42;20;25;23;-8;-8;-6;18;20;22;23;24;25;42;45;55;65
49;43;5;9;3;18;1;49;49;41;43;57;44;-3;15;-1;11;27;9;-3;-1;9;11;15;27;41;43;44;49;49;57
0;19;30;0;16;40;6;5;30;5;32;39;6;35;70;17;0;40;4;0;4;5;5;6;17;30;32;35;39;40;70
27;14;41;13;4;10;44;13;21;53;7;10;42;29;42;69;0;13;38;0;7;10;13;13;21;29;38;42;42;53;69
37;49;38;20;19;11;45;52;42;63;60;56;89;38;47;71;19;16;64;16;19;38;42;47;52;56;60;63;64;71;89
19;42;26;43;29;38;22;44;54;33;60;76;59;52;46;28;60;63;56;28;33;44;46;52;54;56;59;60;60;63;76
48;28;45;11;16;29;19;59;58;66;27;41;32;44;67;59;7;28;24;7;24;27;28;32;41;44;58;59;59;66;67
4;14;47;33;27;35;19;29;21;6;30;38;16;59;81;49;48;61;51;6;16;21;29;30;38;48;49;51;59;61;81
4;49;49;3;49;3;6;38;0;0;82;46;39;89;34;41;44;-7;-8;-8;-7;0;0;34;38;39;41;44;46;82;89
30;47;18;36;28;20;21;42;40;31;63;49;60;45;34;30;44;45;55;30;31;34;40;42;44;45;45;49;55;60;63
9;22;44;47;13;36;7;16;30;8;27;42;27;42;71;46;49;78;36;8;16;27;27;30;36;42;42;46;49;71;78
6;25;1;34;26;12;23;31;13;28;45;27;30;22;7;16;43;27;48;7;13;16;22;27;27;28;30;31;43;45;48
17;35;32;17;12;28;11;29;39;26;47;53;32;28;56;24;20;31;25;20;24;25;26;28;29;31;32;39;47;53;56
15;40;15;38;16;39;2;16;54;13;51;74;40;15;46;8;37;62;24;8;13;15;16;24;37;40;46;51;54;62;74
35;30;49;31;34;31;21;61;53;48;60;43;49;83;73;57;61;60;43;43;43;48;49;53;57;60;60;61;61;73;83
7;45;0;47;37;17;44;31;20;39;76;52;73;24;12;24;81;47;74;12;20;24;24;31;39;47;52;73;74;76;81
37;3;18;32;30;27;26;63;58;59;30;12;11;28;33;33;62;39;41;11;12;28;30;33;33;39;41;58;59;62;63
47;14;32;26;44;44;28;83;79;65;48;54;34;62;64;41;62;54;46;34;41;46;48;54;54;62;62;64;65;79;83
26;1;5;31;0;15;16;26;28;40;-19;13;11;-3;19;1;13;41;40;-19;-3;1;11;13;13;19;26;28;40;40;41
10;11;26;5;25;20;43;20;26;36;25;18;40;32;28;63;23;19;36;18;19;20;23;25;26;28;32;36;36;40;63
34;7;1;28;48;10;7;71;38;28;38;-3;3;41;9;-2;56;32;35;-3;-2;3;9;28;32;35;38;38;41;56;71
19;25;38;30;23;20;6;36;20;8;48;38;13;44;58;29;38;34;34;8;13;20;29;34;34;36;38;38;44;48;58
35;18;13;43;6;2;17;21;29;44;15;16;34;3;11;11;38;33;57;3;11;11;15;16;21;29;33;34;38;44;57
29;27;49;11;11;3;35;31;28;46;30;25;45;40;41;81;5;2;28;2;5;25;28;28;30;31;40;41;45;46;81
1;47;7;27;8;40;29;8;32;17;39;76;69;-1;30;18;21;53;53;-1;8;17;18;21;30;32;39;53;53;69;76
38;39;4;37;49;6;47;77;32;83;72;42;68;53;-4;38;67;28;79;-4;28;32;38;42;53;67;68;72;77;79;83
41;42;10;32;13;30;47;47;59;85;46;62;73;16;32;45;44;57;65;16;32;44;45;46;47;57;59;62;65;73;85
5;19;2;13;21;43;17;14;42;3;25;56;26;14;30;9;16;44;25;3;9;14;14;16;25;25;26;30;42;44;56
34;38;33;24;40;46;41;54;80;67;76;80;75;70;77;72;60;66;45;45;54;60;66;67;70;72;75;76;77;80;80
20;15;34;20;39;42;47;41;51;62;34;41;55;56;65;69;49;48;58;34;41;41;48;49;51;55;56;58;62;65;69
1;22;7;40;1;27;21;-4;15;13;13;46;38;-5;16;24;24;54;53;-5;-4;13;13;15;16;24;24;38;46;53;54
42;17;1;27;30;17;13;57;40;39;28;31;10;12;13;-5;56;34;26;-5;10;12;13;26;28;31;34;39;40;56;57
42;32;38;24;29;15;19;68;48;56;58;47;42;61;42;50;35;29;33;29;33;35;42;42;47;48;50;56;58;61;68
30;38;39;17;18;42;10;48;65;40;42;77;34;53;75;29;26;58;14;14;26;29;34;40;42;48;53;58;65;75;77
31;48;4;32;40;43;26;62;59;43;76;73;73;25;30;24;56;58;51;24;25;30;43;51;56;58;59;62;73;73;76
48;17;28;30;48;49;26;79;79;63;53;52;37;58;58;34;61;60;42;34;37;42;52;53;58;58;60;61;63;79;79
29;40;22;32;47;27;49;56;36;65;80;61;85;53;49;65;76;46;69;36;46;49;53;56;61;65;65;69;76;80;85
14;7;1;46;36;13;38;39;11;43;26;13;45;32;-1;25;75;51;77;-1;11;13;25;26;32;39;43;45;51;75;77
13;39;8;24;37;41;25;47;54;31;66;73;52;28;43;26;47;53;32;26;28;31;32;43;47;47;52;53;54;66;73
48;34;49;20;46;36;44;91;69;89;73;69;59;89;84;86;53;49;50;49;50;53;59;69;69;73;84;86;89;89;91
31;27;46;13;35;31;40;63;54;60;53;45;61;70;61;85;42;33;51;33;42;45;51;53;54;60;61;61;63;70;85
17;33;27;43;44;12;4;45;10;3;66;42;17;53;27;19;72;49;38;3;10;17;19;27;38;42;45;49;53;66;72
40;21;36;19;43;43;45;83;83;69;47;55;52;61;71;63;42;51;57;42;47;51;52;55;57;61;63;69;71;83;83
8;5;7;0;18;15;10;9;23;3;22;4;-3;15;8;10;8;5;-9;-9;-3;3;4;5;8;8;9;10;15;22;23
37;15;7;39;29;36;16;51;60;43;33;35;16;28;32;12;57;62;39;12;16;28;32;33;35;39;43;51;57;60;62
13;5;19;11;42;23;49;39;17;61;32;8;40;45;41;62;53;16;58;8;16;17;32;39;40;41;45;53;58;61;62
8;15;26;35;5;20;44;5;21;51;14;34;58;17;30;64;24;36;60;5;14;17;21;24;30;34;36;51;58;60;64
17;13;40;2;14;26;27;25;39;43;26;21;35;35;49;53;8;9;27;8;9;21;25;26;27;35;35;39;43;49;53
11;4;0;42;20;11;14;23;9;17;23;9;14;5;-5;4;42;44;51;-5;4;5;9;9;14;17;23;23;42;44;51
13;1;41;22;10;43;38;15;55;39;-4;41;38;33;77;69;31;60;53;-4;15;31;33;38;39;41;53;55;60;69;77
31;30;20;22;49;44;39;75;59;54;71;71;56;65;61;42;59;62;43;42;43;54;56;59;59;61;62;65;71;71;75
47;33;48;4;41;31;25;71;59;69;60;55;58;80;63;61;30;18;12;12;18;30;55;58;59;60;61;63;69;71;80
49;36;6;26;19;26;40;49;75;69;43;56;67;13;25;46;42;38;66;13;25;38;42;43;46;49;56;66;67;69;75
36;9;3;43;46;34;32;65;70;56;38;42;34;45;29;15;72;61;62;15;29;34;38;42;45;56;61;62;65;70;72
41;10;12;1;19;16;2;40;39;42;9;25;-5;17;24;5;13;10;2;-5;2;5;9;10;13;17;24;25;39;40;42
38;26;6;25;48;40;33;75;67;64;56;66;42;46;29;29;59;60;50;29;29;42;46;50;56;59;60;64;66;67;75
40;15;15;44;23;15;15;60;45;45;35;11;29;21;17;21;54;55;41;11;17;21;21;29;35;41;45;45;54;55;60
48;30;23;0;34;13;23;76;60;67;61;30;45;37;36;31;20;7;16;7;16;20;30;31;36;37;45;60;61;67;76
37;26;19;6;36;32;47;73;52;74;60;40;69;53;35;66;41;31;37;31;35;37;40;41;52;53;60;66;69;73;74
47;4;8;46;9;1;19;42;42;63;-5;-8;7;11;4;14;37;47;48;-8;-5;4;7;11;14;37;42;42;47;48;63
23;3;34;9;36;20;45;58;37;50;37;21;44;68;45;67;33;22;45;21;22;33;37;37;44;45;45;50;58;67;68
22;26;25;33;21;10;36;23;22;51;44;35;43;30;22;59;45;42;61;22;22;23;30;35;42;43;44;45;51;59;61
15;31;39;20;29;18;20;41;19;26;41;34;31;56;56;52;44;30;40;19;26;30;31;34;40;41;41;44;52;56;56
30;43;37;7;29;13;29;54;41;58;72;55;72;54;32;52;29;0;30;0;29;30;32;41;52;54;54;55;58;72;72
5;25;11;5;37;11;11;37;12;8;51;16;20;43;11;17;29;9;6;6;8;9;11;12;16;17;20;29;37;43;51
36;14;29;31;25;38;30;51;62;54;35;41;24;54;53;52;44;62;53;24;35;41;44;51;52;53;53;54;54;62;62
19;21;34;34;42;46;21;59;61;28;46;48;23;63;68;48;73;73;44;23;28;44;46;48;48;59;61;63;68;73;73
29;36;17;41;7;0;24;16;23;33;35;28;56;24;14;27;47;37;57;14;16;23;24;27;28;33;35;37;47;56;57
15;32;29;5;9;29;1;8;30;13;29;46;19;20;57;30;6;21;-12;-12;6;8;13;19;20;21;29;30;30;46;57
1;45;16;22;31;20;41;15;19;22;67;60;76;31;35;54;44;37;59;15;19;22;31;35;37;44;54;59;60;67;76
20;14;35;2;26;21;47;46;39;57;39;30;57;61;43;81;22;23;41;22;23;30;39;39;41;43;46;57;57;61;81
17;26;42;44;30;5;4;46;17;8;49;14;13;61;38;32;60;39;41;8;13;14;17;32;38;39;41;46;49;60;61
36;16;25;42;23;48;35;52;80;57;26;44;32;36;66;60;62;84;64;26;32;36;44;52;57;60;62;64;66;80;84
12;8;24;25;15;25;43;19;28;52;20;14;45;37;29;57;36;44;60;14;19;20;28;29;36;37;44;45;52;57;60
8;5;32;18;39;21;38;46;15;36;35;18;39;63;35;59;57;30;51;15;18;30;35;35;36;39;46;51;57;59;63
23;37;43;33;5;2;45;16;7;64;23;36;76;47;40;86;35;33;62;7;16;23;33;35;36;40;47;62;64;76;86
19;18;38;46;11;17;43;27;19;44;21;16;61;42;40;80;43;49;69;16;19;21;27;40;42;43;44;49;61;69;80
20;46;41;35;4;0;46;4;13;56;36;38;85;36;32;81;30;35;71;4;13;30;32;35;36;36;38;56;71;81;85
29;38;37;24;42;8;1;51;25;26;65;44;33;76;34;38;58;16;20;16;20;25;26;33;34;38;44;51;58;65;76
21;27;14;44;24;39;19;35;55;24;44;54;45;30;49;33;52;64;43;24;30;33;35;43;44;45;49;52;54;55;64
46;21;35;35;9;32;46;41;68;73;16;51;55;27;60;79;38;49;68;16;27;38;41;49;51;55;60;68;68;73;79
23;10;49;28;3;23;22;6;36;43;-3;18;30;38;58;61;28;36;40;-3;6;18;28;30;36;36;38;40;43;58;61
48;33;11;33;35;1;35;69;33;71;56;20;59;41;12;26;68;30;48;12;20;26;30;33;41;48;56;59;68;69;71
13;2;10;14;42;39;25;44;35;34;32;37;18;44;31;23;39;45;24;18;23;24;31;32;34;35;37;39;44;44;45
32;48;0;32;29;32;22;41;44;42;67;73;53;17;31;17;44;48;36;17;17;31;36;41;42;44;44;48;53;67;73
22;41;3;29;13;16;20;19;19;36;41;48;44;14;10;4;30;27;48;4;10;14;19;19;27;30;36;41;44;48;48
27;27;36;40;26;36;15;53;61;22;35;57;29;61;69;35;57;74;45;22;29;35;35;45;53;57;57;61;61;69;74
42;22;36;45;8;30;49;44;58;89;24;33;69;40;58;70;34;73;93;24;33;34;40;44;58;58;69;70;73;89;93
23;32;19;41;36;1;45;41;24;52;48;14;76;41;16;52;70;40;86;14;16;24;40;41;41;48;52;52;70;76;86
0;47;28;12;48;42;30;38;28;30;86;73;59;62;66;49;58;35;33;28;30;33;35;38;49;58;59;62;66;73;86
7;45;19;0;10;19;18;-2;17;11;46;59;62;15;35;33;6;14;2;-2;2;6;11;14;15;17;33;35;46;59;62
49;1;20;17;47;3;9;89;48;43;41;-5;3;50;21;12;60;15;16;-5;3;12;15;16;21;41;43;48;50;60;89
17;42;10;18;17;16;30;16;27;30;40;41;66;26;18;23;24;32;28;16;18;23;24;26;27;28;30;32;40;41;66
7;34;22;24;13;37;19;9;39;19;36;56;42;23;49;33;37;54;26;9;19;23;26;33;36;37;39;42;49;54;56
1;1;27;13;32;22;23;30;5;23;16;6;10;48;31;35;39;25;28;5;6;10;16;23;25;28;30;31;35;39;48
1;17;39;8;35;18;21;31;3;2;52;33;36;66;57;60;34;9;22;2;3;9;22;31;33;34;36;52;57;60;66
25;2;43;27;40;31;46;64;48;63;34;22;44;67;61;72;54;43;66;22;34;43;44;48;54;61;63;64;66;67;72
17;31;30;28;23;18;12;37;19;11;53;30;39;48;38;40;47;42;39;11;19;30;37;38;39;39;40;42;47;48;53
33;29;16;42;28;1;44;61;15;59;41;25;68;34;9;58;50;32;84;9;15;25;32;34;41;50;58;59;61;68;84
46;14;1;10;23;1;22;52;37;63;37;-1;30;11;-2;9;14;-1;32;-2;-1;-1;9;11;14;30;32;37;37;52;63
10;13;9;47;30;19;27;29;10;34;32;25;37;19;24;19;59;57;68;10;19;19;24;25;29;32;34;37;57;59;68
24;22;5;20;22;25;48;46;36;61;37;39;50;25;19;39;42;43;59;19;25;36;37;39;39;42;43;46;50;59;61
16;32;19;49;9;47;43;10;55;58;41;73;65;8;63;48;44;93;83;8;10;41;44;48;55;58;63;65;73;83;93
30;26;22;11;22;33;31;36;60;50;32;48;57;36;54;40;22;29;32;22;29;32;32;36;36;40;48;50;54;57;60
21;16;48;35;16;46;17;26;47;37;31;48;16;54;82;63;51;67;48;16;26;31;37;47;48;48;51;54;63;67;82
7;20;22;28;30;1;48;22;-12;37;39;9;63;40;16;55;38;10;68;-12;9;10;16;22;37;38;39;40;55;63;68
41;15;37;21;7;48;29;35;71;53;20;58;43;28;84;54;20;50;38;20;20;28;35;38;43;50;53;54;58;71;84
17;10;36;7;11;45;2;8;46;7;6;38;8;33;70;24;15;43;-4;-4;6;7;8;8;15;24;33;38;43;46;70
4;39;32;17;22;49;39;10;47;28;48;85;60;44;66;56;23;66;42;10;23;28;42;44;47;48;56;60;66;66;85
12;44;9;22;48;18;33;56;23;38;74;44;75;47;7;33;68;39;54;7;23;33;38;39;44;47;54;56;68;74;75
15;27;22;22;42;46;22;52;46;37;54;56;41;44;51;30;59;52;38;30;37;38;41;44;46;51;52;52;54;56;59
27;33;5;11;11;18;32;26;38;51;38;50;48;-1;4;30;12;17;36;-1;4;12;17;26;30;36;38;38;48;50;51
49;22;32;9;14;5;9;49;54;40;18;16;29;46;26;35;9;12;8;8;9;12;16;18;26;29;35;40;46;49;54
40;22;37;49;41;29;47;75;61;82;57;43;54;65;56;77;82;74;77;43;54;56;57;61;65;74;75;77;77;82;82
8;33;18;42;30;31;27;23;32;22;46;59;52;38;39;40;59;72;53;22;23;32;38;39;40;46;52;53;59;59;72
43;13;40;22;6;19;34;32;50;57;4;18;34;41;54;72;13;25;39;4;13;18;25;32;34;39;41;50;54;57;72
19;8;12;21;27;28;0;27;30;10;28;25;-5;32;31;11;37;32;7;-5;7;10;11;25;27;28;30;31;32;32;37
28;25;2;39;28;13;13;43;39;35;47;26;18;22;9;10;63;38;52;9;10;18;22;26;35;38;39;43;47;52;63
41;5;35;7;26;6;42;49;44;74;30;-2;33;61;40;73;15;9;38;-2;9;15;30;33;38;40;44;49;61;73;74
12;15;34;13;19;36;0;31;45;-7;33;38;3;51;50;17;16;37;4;-7;3;4;16;17;31;33;37;38;45;50;51
43;29;30;33;36;16;26;77;48;57;47;42;40;58;38;40;59;39;54;38;39;40;40;42;47;48;54;57;58;59;77
0;1;18;33;4;30;12;-6;15;7;-7;19;9;22;34;11;18;56;38;-7;-6;7;9;11;15;18;19;22;34;38;56
34;40;8;43;29;19;23;58;40;51;50;41;55;31;10;12;70;50;60;10;12;31;40;41;50;50;51;55;58;60;70
40;24;12;24;0;28;32;36;50;54;17;33;49;3;28;41;20;33;43;3;17;20;28;33;33;36;41;43;49;50;54
4;19;38;42;34;12;6;29;8;-5;51;29;24;67;45;29;69;39;44;-5;8;24;29;29;29;39;44;45;51;67;69
30;28;13;39;34;37;10;48;52;23;61;64;27;44;34;5;60;72;30;5;23;27;30;34;44;48;52;60;61;64;72
0;38;0;32;32;32;23;15;27;22;65;58;46;25;13;21;53;47;45;13;15;21;22;25;27;45;46;47;53;58;65
41;30;24;2;7;13;41;36;39;68;22;40;65;23;30;45;-3;4;33;-3;4;22;23;30;33;36;39;40;45;65;68
16;16;42;7;30;25;34;46;39;46;32;24;46;52;50;73;22;20;30;20;22;24;30;32;39;46;46;46;50;52;73
2;6;0;45;40;11;28;31;12;30;38;1;33;35;-3;28;72;51;60;-3;1;12;28;30;31;33;35;38;51;60;72
42;6;2;33;38;22;29;69;46;70;38;27;29;35;12;14;58;43;58;12;14;27;29;35;38;43;46;58;58;69;70
43;9;35;2;42;32;34;69;74;69;32;36;31;60;58;66;40;25;33;25;31;32;33;36;40;58;60;66;69;69;74
7;45;46;12;22;10;38;9;7;31;58;50;81;55;37;78;19;20;39;7;9;19;20;31;37;39;50;55;58;78;81
1;42;38;25;10;18;19;4;2;8;33;53;58;36;44;47;18;36;40;2;4;8;18;33;36;36;40;44;47;53;58
39;49;34;9;10;21;23;36;49;59;40;70;55;35;38;53;1;27;30;1;27;30;35;36;38;40;49;53;55;59;70
21;36;22;12;36;15;21;37;25;36;71;46;37;52;36;31;34;20;26;20;25;26;31;34;36;36;37;37;46;52;71
31;9;1;30;22;8;37;45;33;60;24;11;27;10;6;32;34;34;49;6;10;11;24;27;32;33;34;34;45;49;60
49;18;15;37;10;33;48;45;65;86;16;40;51;6;32;57;47;63;77;6;16;32;40;45;47;51;57;63;65;77;86
28;30;11;7;49;45;17;67;67;44;64;69;29;51;50;14;43;34;21;14;21;29;34;43;44;50;51;64;67;67;69
0;2;21;43;3;26;23;0;10;15;-10;16;7;23;42;27;26;59;65;-10;0;7;10;15;16;23;26;27;42;59;65
20;10;19;3;47;31;32;58;49;39;56;40;24;53;38;43;35;19;17;17;19;24;35;38;39;40;43;49;53;56;58
4;6;27;40;28;13;12;15;10;-3;30;13;9;38;25;33;59;52;49;-3;9;10;13;15;25;30;33;38;49;52;59
44;22;37;24;22;14;15;47;42;40;30;16;29;46;38;35;33;31;38;16;29;30;31;33;35;38;38;40;42;46;47
0;39;46;13;21;29;30;15;10;27;57;64;57;66;58;57;14;28;39;10;14;15;27;28;39;57;57;57;58;64;66
34;45;32;6;17;41;18;41;59;34;53;78;56;48;58;49;17;40;12;12;17;34;40;41;48;49;53;56;58;59;78
43;23;37;1;2;21;40;43;60;68;16;29;52;34;51;59;-13;5;32;-13;5;16;29;32;34;43;51;52;59;60;68
40;10;16;22;43;12;8;70;43;34;41;17;11;55;21;10;57;19;10;10;10;11;17;19;21;34;41;43;55;57;70
40;11;16;14;46;35;17;79;60;47;55;43;16;53;50;26;49;29;21;16;21;26;29;43;47;49;50;53;55;60;79
35;18;45;23;21;38;46;44;60;78;36;50;54;51;83;72;44;44;51;36;44;44;44;50;51;51;54;60;72;78;83
30;2;4;14;15;42;45;31;69;58;8;35;39;7;30;45;29;37;52;7;8;29;30;31;35;37;39;45;52;58;69
36;27;14;33;30;0;1;62;22;29;46;17;26;30;12;0;45;30;31;0;12;17;22;26;29;30;30;31;45;46;62
27;19;44;7;2;18;41;26;27;61;6;27;55;26;45;82;3;22;47;3;6;22;26;26;27;27;45;47;55;61;82
31;49;36;29;48;0;7;67;11;29;94;49;55;82;29;36;71;24;24;11;24;24;29;29;36;49;55;67;71;82;94
17;35;32;30;12;19;16;28;32;28;27;40;31;27;38;44;34;48;34;27;27;28;28;31;32;34;34;38;40;44;48
36;37;13;16;32;19;33;63;35;58;68;39;62;45;30;33;44;27;41;27;30;33;35;39;41;44;45;58;62;63;68
47;31;48;36;41;47;41;80;89;78;70;68;64;73;88;76;70;70;60;60;64;68;70;70;70;73;76;78;80;88;89
7;45;49;31;39;14;4;39;18;4;76;51;39;86;50;44;52;43;31;4;18;31;39;39;43;44;50;51;52;76;86
31;21;33;33;7;46;23;21;76;47;12;58;25;28;73;48;33;59;39;12;21;25;28;33;39;47;48;58;59;73;76
49;48;10;1;0;3;20;41;48;64;29;38;67;-10;4;26;-11;-3;17;-11;-10;-3;4;17;26;29;38;41;48;64;67
25;36;23;13;18;9;29;31;16;42;51;35;60;30;25;44;30;5;30;5;16;25;30;30;30;31;35;42;44;51;60
38;4;21;1;23;38;36;57;66;71;25;35;24;42;58;40;7;23;23;7;23;23;24;25;35;40;42;57;58;66;71
41;26;49;12;22;21;6;59;48;35;35;39;16;65;62;52;26;13;13;13;13;16;26;35;35;39;48;52;59;62;65
38;31;3;45;26;40;43;44;67;66;57;64;55;29;29;26;71;72;80;26;29;29;44;55;57;64;66;67;71;72;80
28;5;0;47;42;44;0;55;54;15;38;44;-14;38;42;-18;82;71;45;-18;-14;15;38;38;42;44;45;54;55;71;82
39;32;7;40;16;30;26;48;61;53;44;59;39;5;36;32;54;67;52;5;32;36;39;44;48;52;53;54;59;61;67
1;49;2;0;28;29;47;28;25;38;70;69;85;24;13;44;15;13;45;13;13;15;24;25;28;38;44;45;69;70;85
20;2;21;47;17;42;29;30;59;38;7;39;14;22;44;41;60;85;69;7;14;22;30;38;39;41;44;59;60;69;85
18;8;41;7;18;36;9;24;44;12;22;44;10;53;74;47;9;27;1;1;9;10;12;22;24;27;44;44;47;53;74
9;13;1;45;2;47;26;2;39;26;0;45;24;-17;33;26;30;81;71;-17;0;2;24;26;26;30;33;39;45;71;81
24;1;1;43;29;15;4;39;26;28;12;0;0;18;6;-5;59;46;33;-5;0;0;6;12;18;26;28;33;39;46;59
39;45;27;16;0;6;14;36;30;51;33;40;53;9;31;36;-3;18;21;-3;9;18;21;30;31;33;36;36;40;51;53
8;13;37;43;34;39;41;30;30;34;46;40;42;54;64;58;68;66;66;30;30;34;40;42;46;54;58;64;66;66;68
6;12;5;43;2;18;10;-5;20;5;0;14;12;-7;10;-3;33;51;49;-7;-5;-3;0;5;10;12;14;20;33;49;51
37;6;9;0;13;33;31;35;54;66;6;35;36;2;23;38;1;31;21;1;2;6;21;23;31;35;35;36;38;54;66
16;35;18;19;23;29;38;26;36;41;58;56;56;33;29;47;24;34;51;24;26;29;33;34;36;41;47;51;56;56;58
47;20;22;44;26;2;12;64;41;44;38;4;28;45;6;25;63;32;41;4;6;25;28;32;38;41;41;44;45;63;64
5;5;36;31;1;6;40;-1;-8;32;-9;4;38;37;39;75;12;23;60;-9;-8;-1;4;12;23;32;37;38;39;60;75
41;0;36;8;4;21;17;37;49;52;-6;7;5;34;44;47;-3;21;25;-6;-3;5;7;21;25;34;37;44;47;49;52
41;12;43;3;27;21;28;52;62;63;33;27;26;53;51;67;24;14;11;11;14;24;26;27;33;51;52;53;62;63;67
39;11;32;3;35;11;41;60;35;72;34;17;37;59;26;57;27;6;28;6;17;26;27;28;34;35;37;57;59;60;72
13;14;18;41;11;31;22;22;37;28;9;39;17;26;48;20;39;70;50;9;17;20;22;26;28;37;39;39;48;50;70
17;9;31;21;13;27;24;13;29;25;4;33;18;31;49;50;16;45;25;4;13;16;18;25;25;29;31;33;45;49;50
44;31;15;21;1;7;42;35;32;74;21;25;72;2;6;40;4;21;43;2;4;6;21;21;25;32;35;40;43;72;74
48;1;36;33;13;39;43;59;73;80;14;26;33;45;74;71;46;72;57;14;26;33;45;46;57;59;71;72;73;74;80
9;26;15;3;42;18;3;45;23;-7;61;44;29;41;28;2;34;12;-8;-8;-7;2;12;23;28;29;34;41;44;45;61
39;2;6;40;27;1;17;46;32;56;28;2;4;32;0;5;66;24;50;0;2;4;5;24;28;32;32;46;50;56;66
12;34;15;38;20;4;32;19;1;36;36;30;55;29;6;33;56;42;69;1;6;19;29;30;33;36;36;42;55;56;69
38;26;34;7;37;13;33;64;46;61;54;30;49;69;33;58;27;12;30;12;27;30;30;33;46;49;54;58;61;64;69
